AgeClass,Name,Sex,Event,Equipment,Age,BirthYearClass,Division,BodyweightKg,WeightClassKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,Lift,Best_lift
65-69,Bryan Barrett #1,M,SBD,Raw,69.5,70-999,Masters 4,91,93,502.5,1,323.13,319.02,305.6,66.44,Yes,New Zealand,NA,CommonwealthPF,Best3SquatKg,180
65-69,Bryan Barrett #1,M,SBD,Raw,69.5,70-999,Masters 4,91,93,502.5,1,323.13,319.02,305.6,66.44,Yes,New Zealand,NA,CommonwealthPF,Best3BenchKg,102.5
65-69,Bryan Barrett #1,M,SBD,Raw,69.5,70-999,Masters 4,91,93,502.5,1,323.13,319.02,305.6,66.44,Yes,New Zealand,NA,CommonwealthPF,Best3DeadliftKg,220
70-74,Isidro César Torres,M,SBD,Single-ply,73,70-999,Masters 4,79.4,83,482.5,1,334.19,330.98,319.01,57.21,Yes,Puerto Rico,NA,NAPF,Best3SquatKg,185
70-74,Isidro César Torres,M,SBD,Single-ply,73,70-999,Masters 4,79.4,83,482.5,1,334.19,330.98,319.01,57.21,Yes,Puerto Rico,NA,NAPF,Best3BenchKg,137.5
70-74,Isidro César Torres,M,SBD,Single-ply,73,70-999,Masters 4,79.4,83,482.5,1,334.19,330.98,319.01,57.21,Yes,Puerto Rico,NA,NAPF,Best3DeadliftKg,160
70-74,Les Garringer Jr,M,SBD,Raw,74.5,70-999,MR-M4b,63.35,66,295,1,238.43,239.76,233.45,47,Yes,USA,FL,USAPL,Best3SquatKg,82.5
70-74,Les Garringer Jr,M,SBD,Raw,74.5,70-999,MR-M4b,63.35,66,295,1,238.43,239.76,233.45,47,Yes,USA,FL,USAPL,Best3BenchKg,82.5
70-74,Les Garringer Jr,M,SBD,Raw,74.5,70-999,MR-M4b,63.35,66,295,1,238.43,239.76,233.45,47,Yes,USA,FL,USAPL,Best3DeadliftKg,130
70-74,Jo House,M,SBD,Raw,72,70-999,MR-M4,92.55,100,477.5,1,304.52,300.66,287.81,62.62,Yes,USA,TN,USAPL,Best3SquatKg,152.5
70-74,Jo House,M,SBD,Raw,72,70-999,MR-M4,92.55,100,477.5,1,304.52,300.66,287.81,62.62,Yes,USA,TN,USAPL,Best3BenchKg,110
70-74,Jo House,M,SBD,Raw,72,70-999,MR-M4,92.55,100,477.5,1,304.52,300.66,287.81,62.62,Yes,USA,TN,USAPL,Best3DeadliftKg,215
70-74,Ray Hunter,M,SBD,Raw,72,70-999,M_MR_7_ABPU,97.4,100,245,1,152.56,150.74,144.05,31.34,Yes,England,NA,BPU,Best3SquatKg,70
70-74,Ray Hunter,M,SBD,Raw,72,70-999,M_MR_7_ABPU,97.4,100,245,1,152.56,150.74,144.05,31.34,Yes,England,NA,BPU,Best3BenchKg,55
70-74,Ray Hunter,M,SBD,Raw,72,70-999,M_MR_7_ABPU,97.4,100,245,1,152.56,150.74,144.05,31.34,Yes,England,NA,BPU,Best3DeadliftKg,120
70-74,Seppo Adamsson,M,SBD,Raw,70.5,70-999,Open,88.12,93,315,2,205.89,203.31,195.04,42.32,Yes,NA,NA,SVNL,Best3SquatKg,90
70-74,Seppo Adamsson,M,SBD,Raw,70.5,70-999,Open,88.12,93,315,2,205.89,203.31,195.04,42.32,Yes,NA,NA,SVNL,Best3BenchKg,80
70-74,Seppo Adamsson,M,SBD,Raw,70.5,70-999,Open,88.12,93,315,2,205.89,203.31,195.04,42.32,Yes,NA,NA,SVNL,Best3DeadliftKg,145
70-74,Josef Weiß,M,SBD,Raw,70,70-999,Masters 4,86.75,93,317.5,2,209.23,206.66,198.39,42.99,Yes,Germany,NA,IPF,Best3SquatKg,105
70-74,Josef Weiß,M,SBD,Raw,70,70-999,Masters 4,86.75,93,317.5,2,209.23,206.66,198.39,42.99,Yes,Germany,NA,IPF,Best3BenchKg,62.5
70-74,Josef Weiß,M,SBD,Raw,70,70-999,Masters 4,86.75,93,317.5,2,209.23,206.66,198.39,42.99,Yes,Germany,NA,IPF,Best3DeadliftKg,150
70-74,Veeraiyan R,M,SBD,Single-ply,72,70-999,Masters 4,56.3,59,247.5,2,220.49,224.14,219.69,37.39,Yes,NA,NA,PI,Best3SquatKg,87.5
70-74,Veeraiyan R,M,SBD,Single-ply,72,70-999,Masters 4,56.3,59,247.5,2,220.49,224.14,219.69,37.39,Yes,NA,NA,PI,Best3BenchKg,60
70-74,Veeraiyan R,M,SBD,Single-ply,72,70-999,Masters 4,56.3,59,247.5,2,220.49,224.14,219.69,37.39,Yes,NA,NA,PI,Best3DeadliftKg,100
70-74,Hari Singh Cheema,M,SBD,Single-ply,71,70-999,M-M4,73.7,74,450,1,326.51,324.63,313.9,55.91,Yes,NA,NA,BP,Best3SquatKg,160
70-74,Hari Singh Cheema,M,SBD,Single-ply,71,70-999,M-M4,73.7,74,450,1,326.51,324.63,313.9,55.91,Yes,NA,NA,BP,Best3BenchKg,110
70-74,Hari Singh Cheema,M,SBD,Single-ply,71,70-999,M-M4,73.7,74,450,1,326.51,324.63,313.9,55.91,Yes,NA,NA,BP,Best3DeadliftKg,180
70-74,Mario Ferla,M,SBD,Raw,73,70-999,Masters 70-74,74.9,75,262.5,1,188.48,187.22,180.91,38.3,Yes,USA,CA,USPA,Best3SquatKg,72.5
70-74,Mario Ferla,M,SBD,Raw,73,70-999,Masters 70-74,74.9,75,262.5,1,188.48,187.22,180.91,38.3,Yes,USA,CA,USPA,Best3BenchKg,72.5
70-74,Mario Ferla,M,SBD,Raw,73,70-999,Masters 70-74,74.9,75,262.5,1,188.48,187.22,180.91,38.3,Yes,USA,CA,USPA,Best3DeadliftKg,117.5
70-74,Noel Cummings,M,SBD,Raw,73,70-999,M-O-U,67.94,74,412.5,2,316.45,316.4,307.04,63.33,Yes,Guyana,NA,GAPLF,Best3SquatKg,140
70-74,Noel Cummings,M,SBD,Raw,73,70-999,M-O-U,67.94,74,412.5,2,316.45,316.4,307.04,63.33,Yes,Guyana,NA,GAPLF,Best3BenchKg,90
70-74,Noel Cummings,M,SBD,Raw,73,70-999,M-O-U,67.94,74,412.5,2,316.45,316.4,307.04,63.33,Yes,Guyana,NA,GAPLF,Best3DeadliftKg,182.5
70-74,Kayrat Turlybekov,M,SBD,Raw,70.5,70-999,Masters 4,92.2,93,415,1,265.15,261.78,250.64,54.52,Yes,NA,NA,KPF,Best3SquatKg,150
70-74,Kayrat Turlybekov,M,SBD,Raw,70.5,70-999,Masters 4,92.2,93,415,1,265.15,261.78,250.64,54.52,Yes,NA,NA,KPF,Best3BenchKg,100
70-74,Kayrat Turlybekov,M,SBD,Raw,70.5,70-999,Masters 4,92.2,93,415,1,265.15,261.78,250.64,54.52,Yes,NA,NA,KPF,Best3DeadliftKg,165
70-74,Andreas Stelter,M,SBD,Raw,74,70-999,Masters 4,95.05,105,330,1,207.81,205.22,196.26,42.72,Yes,Germany,NA,BVDK,Best3SquatKg,90
70-74,Andreas Stelter,M,SBD,Raw,74,70-999,Masters 4,95.05,105,330,1,207.81,205.22,196.26,42.72,Yes,Germany,NA,BVDK,Best3BenchKg,80
70-74,Andreas Stelter,M,SBD,Raw,74,70-999,Masters 4,95.05,105,330,1,207.81,205.22,196.26,42.72,Yes,Germany,NA,BVDK,Best3DeadliftKg,160
70-74,Yury Kiselev,M,SBD,Raw,73,70-999,Amateur Masters 70-74,63.91,67.5,275,1,220.76,221.83,215.89,43.61,Yes,Russia,NA,NAP,Best3SquatKg,85
70-74,Yury Kiselev,M,SBD,Raw,73,70-999,Amateur Masters 70-74,63.91,67.5,275,1,220.76,221.83,215.89,43.61,Yes,Russia,NA,NAP,Best3BenchKg,65
70-74,Yury Kiselev,M,SBD,Raw,73,70-999,Amateur Masters 70-74,63.91,67.5,275,1,220.76,221.83,215.89,43.61,Yes,Russia,NA,NAP,Best3DeadliftKg,125
70-74,Cyrous Heydarian,M,SBD,Raw,74.5,70-999,MR-M4,78,82.5,135,1,94.51,93.68,90.36,19.29,Yes,USA,TX,USAPL,Best3SquatKg,45
70-74,Cyrous Heydarian,M,SBD,Raw,74.5,70-999,MR-M4,78,82.5,135,1,94.51,93.68,90.36,19.29,Yes,USA,TX,USAPL,Best3BenchKg,40
70-74,Cyrous Heydarian,M,SBD,Raw,74.5,70-999,MR-M4,78,82.5,135,1,94.51,93.68,90.36,19.29,Yes,USA,TX,USAPL,Best3DeadliftKg,50
70-74,Mool Chand Yadav,M,SBD,Raw,71,70-999,Masters 4,69.74,74,262.5,4,197.69,197.28,191.21,39.75,Yes,NA,NA,PI,Best3SquatKg,95
70-74,Mool Chand Yadav,M,SBD,Raw,71,70-999,Masters 4,69.74,74,262.5,4,197.69,197.28,191.21,39.75,Yes,NA,NA,PI,Best3BenchKg,55
70-74,Mool Chand Yadav,M,SBD,Raw,71,70-999,Masters 4,69.74,74,262.5,4,197.69,197.28,191.21,39.75,Yes,NA,NA,PI,Best3DeadliftKg,112.5
70-74,Sid Reid,M,SBD,Raw,71,70-999,MR-M4,81.3,83,342.5,1,233.96,231.49,222.89,47.91,Yes,USA,MN,USAPL,Best3SquatKg,125
70-74,Sid Reid,M,SBD,Raw,71,70-999,MR-M4,81.3,83,342.5,1,233.96,231.49,222.89,47.91,Yes,USA,MN,USAPL,Best3BenchKg,67.5
70-74,Sid Reid,M,SBD,Raw,71,70-999,MR-M4,81.3,83,342.5,1,233.96,231.49,222.89,47.91,Yes,USA,MN,USAPL,Best3DeadliftKg,150
70-74,Charles Holbrook,M,SBD,Raw,74.5,70-999,MR-M4b,73.9,75,337.5,1,244.45,243,234.95,49.58,Yes,USA,CO,USAPL,Best3SquatKg,110
70-74,Charles Holbrook,M,SBD,Raw,74.5,70-999,MR-M4b,73.9,75,337.5,1,244.45,243,234.95,49.58,Yes,USA,CO,USAPL,Best3BenchKg,35
70-74,Charles Holbrook,M,SBD,Raw,74.5,70-999,MR-M4b,73.9,75,337.5,1,244.45,243,234.95,49.58,Yes,USA,CO,USAPL,Best3DeadliftKg,192.5
70-74,Markku Walamies,M,SBD,Raw,71.5,70-999,Over 70,81.84,83,270,5,183.73,181.75,174.95,37.64,Yes,NA,NA,SVNL,Best3SquatKg,105
70-74,Markku Walamies,M,SBD,Raw,71.5,70-999,Over 70,81.84,83,270,5,183.73,181.75,174.95,37.64,Yes,NA,NA,SVNL,Best3BenchKg,55
70-74,Markku Walamies,M,SBD,Raw,71.5,70-999,Over 70,81.84,83,270,5,183.73,181.75,174.95,37.64,Yes,NA,NA,SVNL,Best3DeadliftKg,110
70-74,Mikhail Brusser,M,SBD,Raw,71.5,70-999,MR-M4,74.7,75,375,1,269.72,267.96,258.96,54.79,Yes,USA,WA,USAPL,Best3SquatKg,110
70-74,Mikhail Brusser,M,SBD,Raw,71.5,70-999,MR-M4,74.7,75,375,1,269.72,267.96,258.96,54.79,Yes,USA,WA,USAPL,Best3BenchKg,95
70-74,Mikhail Brusser,M,SBD,Raw,71.5,70-999,MR-M4,74.7,75,375,1,269.72,267.96,258.96,54.79,Yes,USA,WA,USAPL,Best3DeadliftKg,170
70-74,Chip Taylor,M,SBD,Raw,70.5,70-999,MR-O,65.6,66,270,1,212.51,213.07,207.1,42.22,Yes,USA,MD,USAPL,Best3SquatKg,72.5
70-74,Chip Taylor,M,SBD,Raw,70.5,70-999,MR-O,65.6,66,270,1,212.51,213.07,207.1,42.22,Yes,USA,MD,USAPL,Best3BenchKg,82.5
70-74,Chip Taylor,M,SBD,Raw,70.5,70-999,MR-O,65.6,66,270,1,212.51,213.07,207.1,42.22,Yes,USA,MD,USAPL,Best3DeadliftKg,115
70-74,丸本 秀敏,M,SBD,Raw,71.5,70-999,Masters 4,58.65,59,360,1,309.65,313.56,306.59,59.76,Yes,NA,NA,JPA,Best3SquatKg,150
70-74,丸本 秀敏,M,SBD,Raw,71.5,70-999,Masters 4,58.65,59,360,1,309.65,313.56,306.59,59.76,Yes,NA,NA,JPA,Best3BenchKg,70
70-74,丸本 秀敏,M,SBD,Raw,71.5,70-999,Masters 4,58.65,59,360,1,309.65,313.56,306.59,59.76,Yes,NA,NA,JPA,Best3DeadliftKg,140
70-74,Ira Brooks,M,SBD,Raw,70.5,70-999,Open,98.7,100,375,15,232.14,229.44,219.19,47.67,Yes,USA,VA,RAW,Best3SquatKg,122.5
70-74,Ira Brooks,M,SBD,Raw,70.5,70-999,Open,98.7,100,375,15,232.14,229.44,219.19,47.67,Yes,USA,VA,RAW,Best3BenchKg,92.5
70-74,Ira Brooks,M,SBD,Raw,70.5,70-999,Open,98.7,100,375,15,232.14,229.44,219.19,47.67,Yes,USA,VA,RAW,Best3DeadliftKg,160
70-74,Daniel Pestel,M,SBD,Raw,73.5,70-999,Masters 4,72.95,74,407.5,2,297.66,296.14,286.48,60.27,Yes,France,NA,EPF,Best3SquatKg,145
70-74,Daniel Pestel,M,SBD,Raw,73.5,70-999,Masters 4,72.95,74,407.5,2,297.66,296.14,286.48,60.27,Yes,France,NA,EPF,Best3BenchKg,85
70-74,Daniel Pestel,M,SBD,Raw,73.5,70-999,Masters 4,72.95,74,407.5,2,297.66,296.14,286.48,60.27,Yes,France,NA,EPF,Best3DeadliftKg,177.5
70-74,Randy Leonard,M,SBD,Single-ply,72.5,70-999,Masters 70-74,110,110,494.4,1,292.82,290.95,278.08,49.5,Yes,USA,NA,WNPF,Best3SquatKg,170.1
70-74,Randy Leonard,M,SBD,Single-ply,72.5,70-999,Masters 70-74,110,110,494.4,1,292.82,290.95,278.08,49.5,Yes,USA,NA,WNPF,Best3BenchKg,136.08
70-74,Randy Leonard,M,SBD,Single-ply,72.5,70-999,Masters 70-74,110,110,494.4,1,292.82,290.95,278.08,49.5,Yes,USA,NA,WNPF,Best3DeadliftKg,188.24
70-74,Kenneth Geller,M,SBD,Raw,74.5,70-999,MR-M4b,81,82.5,265,1,181.41,179.52,172.87,37.14,Yes,USA,WI,USAPL,Best3SquatKg,80
70-74,Kenneth Geller,M,SBD,Raw,74.5,70-999,MR-M4b,81,82.5,265,1,181.41,179.52,172.87,37.14,Yes,USA,WI,USAPL,Best3BenchKg,75
70-74,Kenneth Geller,M,SBD,Raw,74.5,70-999,MR-M4b,81,82.5,265,1,181.41,179.52,172.87,37.14,Yes,USA,WI,USAPL,Best3DeadliftKg,110
70-74,Denis Henrion,M,SBD,Raw,71,70-999,M-M7,73.5,75,365,1,265.3,263.82,255.13,53.77,Yes,NA,NA,FSFA,Best3SquatKg,120
70-74,Denis Henrion,M,SBD,Raw,71,70-999,M-M7,73.5,75,365,1,265.3,263.82,255.13,53.77,Yes,NA,NA,FSFA,Best3BenchKg,80
70-74,Denis Henrion,M,SBD,Raw,71,70-999,M-M7,73.5,75,365,1,265.3,263.82,255.13,53.77,Yes,NA,NA,FSFA,Best3DeadliftKg,165
70-74,Jean Palico,M,SBD,Raw,70,70-999,M-M7,72.1,75,290,1,213.49,212.56,205.73,43.15,Yes,NA,NA,FSFA,Best3SquatKg,100
70-74,Jean Palico,M,SBD,Raw,70,70-999,M-M7,72.1,75,290,1,213.49,212.56,205.73,43.15,Yes,NA,NA,FSFA,Best3BenchKg,60
70-74,Jean Palico,M,SBD,Raw,70,70-999,M-M7,72.1,75,290,1,213.49,212.56,205.73,43.15,Yes,NA,NA,FSFA,Best3DeadliftKg,130
70-74,Terence Adams,M,SBD,Raw,74,70-999,Masters 70-74,81.54,82.5,355,1,242.09,239.51,230.57,49.58,Yes,England,NA,UKIPL,Best3SquatKg,115
70-74,Terence Adams,M,SBD,Raw,74,70-999,Masters 70-74,81.54,82.5,355,1,242.09,239.51,230.57,49.58,Yes,England,NA,UKIPL,Best3BenchKg,90
70-74,Terence Adams,M,SBD,Raw,74,70-999,Masters 70-74,81.54,82.5,355,1,242.09,239.51,230.57,49.58,Yes,England,NA,UKIPL,Best3DeadliftKg,150
70-74,Triay Clement,M,SBD,Raw,70,70-999,Masters 4,74.8,83,312.5,1,224.58,223.09,215.58,45.62,Yes,NA,NA,FFForce,Best3SquatKg,110
70-74,Triay Clement,M,SBD,Raw,70,70-999,Masters 4,74.8,83,312.5,1,224.58,223.09,215.58,45.62,Yes,NA,NA,FFForce,Best3BenchKg,82.5
70-74,Triay Clement,M,SBD,Raw,70,70-999,Masters 4,74.8,83,312.5,1,224.58,223.09,215.58,45.62,Yes,NA,NA,FFForce,Best3DeadliftKg,120
70-74,Jean-Paul Belmas,M,SBD,Raw,74.5,70-999,Masters 4,104.05,105,380,1,230.02,227.8,217.52,47.12,Yes,France,NA,FFForce,Best3SquatKg,150
70-74,Jean-Paul Belmas,M,SBD,Raw,74.5,70-999,Masters 4,104.05,105,380,1,230.02,227.8,217.52,47.12,Yes,France,NA,FFForce,Best3BenchKg,70
70-74,Jean-Paul Belmas,M,SBD,Raw,74.5,70-999,Masters 4,104.05,105,380,1,230.02,227.8,217.52,47.12,Yes,France,NA,FFForce,Best3DeadliftKg,160
70-74,Sergey Banasinskiy,M,SBD,Raw,73,70-999,Amateur Masters 70-79,79.2,82.5,287.5,1,199.43,197.53,190.41,40.76,Yes,Russia,NA,WRPF,Best3SquatKg,95
70-74,Sergey Banasinskiy,M,SBD,Raw,73,70-999,Amateur Masters 70-79,79.2,82.5,287.5,1,199.43,197.53,190.41,40.76,Yes,Russia,NA,WRPF,Best3BenchKg,60
70-74,Sergey Banasinskiy,M,SBD,Raw,73,70-999,Amateur Masters 70-79,79.2,82.5,287.5,1,199.43,197.53,190.41,40.76,Yes,Russia,NA,WRPF,Best3DeadliftKg,132.5
70-74,Colin Boutilier,M,SBD,Raw,71.5,70-999,Masters 4,86.14,93,422.5,1,279.48,276.08,265.12,57.4,Yes,Canada,NS,CPU,Best3SquatKg,145
70-74,Colin Boutilier,M,SBD,Raw,71.5,70-999,Masters 4,86.14,93,422.5,1,279.48,276.08,265.12,57.4,Yes,Canada,NS,CPU,Best3BenchKg,115
70-74,Colin Boutilier,M,SBD,Raw,71.5,70-999,Masters 4,86.14,93,422.5,1,279.48,276.08,265.12,57.4,Yes,Canada,NS,CPU,Best3DeadliftKg,162.5
70-74,Pauli Vehmasto,M,SBD,Raw,70.5,70-999,Over 70,73.64,74,385,1,279.49,277.9,268.73,56.67,Yes,NA,NA,SVNL,Best3SquatKg,155
70-74,Pauli Vehmasto,M,SBD,Raw,70.5,70-999,Over 70,73.64,74,385,1,279.49,277.9,268.73,56.67,Yes,NA,NA,SVNL,Best3BenchKg,65
70-74,Pauli Vehmasto,M,SBD,Raw,70.5,70-999,Over 70,73.64,74,385,1,279.49,277.9,268.73,56.67,Yes,NA,NA,SVNL,Best3DeadliftKg,165
70-74,David Freeman,M,SBD,Raw,73,70-999,M-M7,73.6,75,385,1,279.59,278.01,268.84,56.68,Yes,England,NA,BDFPA,Best3SquatKg,130
70-74,David Freeman,M,SBD,Raw,73,70-999,M-M7,73.6,75,385,1,279.59,278.01,268.84,56.68,Yes,England,NA,BDFPA,Best3BenchKg,75
70-74,David Freeman,M,SBD,Raw,73,70-999,M-M7,73.6,75,385,1,279.59,278.01,268.84,56.68,Yes,England,NA,BDFPA,Best3DeadliftKg,180
70-74,Gregory Hullinger,M,SBD,Raw,72,70-999,Masters 70-74,82.4,82.5,377.5,1,255.89,253.07,243.52,52.45,Yes,USA,OH,USPA,Best3SquatKg,130
70-74,Gregory Hullinger,M,SBD,Raw,72,70-999,Masters 70-74,82.4,82.5,377.5,1,255.89,253.07,243.52,52.45,Yes,USA,OH,USPA,Best3BenchKg,95
70-74,Gregory Hullinger,M,SBD,Raw,72,70-999,Masters 70-74,82.4,82.5,377.5,1,255.89,253.07,243.52,52.45,Yes,USA,OH,USPA,Best3DeadliftKg,152.5
70-74,Miro Habjanič,M,SBD,Raw,71,70-999,O,92.06,93,380,19,242.97,239.88,229.68,49.96,Yes,NA,NA,PLZS,Best3SquatKg,140
70-74,Miro Habjanič,M,SBD,Raw,71,70-999,O,92.06,93,380,19,242.97,239.88,229.68,49.96,Yes,NA,NA,PLZS,Best3BenchKg,75
70-74,Miro Habjanič,M,SBD,Raw,71,70-999,O,92.06,93,380,19,242.97,239.88,229.68,49.96,Yes,NA,NA,PLZS,Best3DeadliftKg,165
70-74,John Milnes,M,SBD,Raw,71.5,70-999,MR-M4,98.85,105,397.5,7,245.91,243.05,232.19,50.49,Yes,USA,MN,USAPL,Best3SquatKg,140
70-74,John Milnes,M,SBD,Raw,71.5,70-999,MR-M4,98.85,105,397.5,7,245.91,243.05,232.19,50.49,Yes,USA,MN,USAPL,Best3BenchKg,85
70-74,John Milnes,M,SBD,Raw,71.5,70-999,MR-M4,98.85,105,397.5,7,245.91,243.05,232.19,50.49,Yes,USA,MN,USAPL,Best3DeadliftKg,172.5
70-74,Lev Epshteyn,M,SBD,Single-ply,70,70-999,M-M4a,67.13,67.5,440,1,340.48,340.75,330.84,58.23,Yes,USSR,NA,USAPL,Best3SquatKg,150
70-74,Lev Epshteyn,M,SBD,Single-ply,70,70-999,M-M4a,67.13,67.5,440,1,340.48,340.75,330.84,58.23,Yes,USSR,NA,USAPL,Best3BenchKg,90
70-74,Lev Epshteyn,M,SBD,Single-ply,70,70-999,M-M4a,67.13,67.5,440,1,340.48,340.75,330.84,58.23,Yes,USSR,NA,USAPL,Best3DeadliftKg,200
70-74,谷内 政宏,M,SBD,Single-ply,70,70-999,Masters 4,58.1,59,435,1,377.15,382.25,373.95,64.1,Yes,NA,NA,JPA,Best3SquatKg,160
70-74,谷内 政宏,M,SBD,Single-ply,70,70-999,Masters 4,58.1,59,435,1,377.15,382.25,373.95,64.1,Yes,NA,NA,JPA,Best3BenchKg,95
70-74,谷内 政宏,M,SBD,Single-ply,70,70-999,Masters 4,58.1,59,435,1,377.15,382.25,373.95,64.1,Yes,NA,NA,JPA,Best3DeadliftKg,180
70-74,Varghese P J,M,SBD,Raw,74.5,70-999,Masters 4,84.7,93,195,1,130.17,128.64,123.62,26.72,Yes,NA,NA,PI,Best3SquatKg,50
70-74,Varghese P J,M,SBD,Raw,74.5,70-999,Masters 4,84.7,93,195,1,130.17,128.64,123.62,26.72,Yes,NA,NA,PI,Best3BenchKg,55
70-74,Varghese P J,M,SBD,Raw,74.5,70-999,Masters 4,84.7,93,195,1,130.17,128.64,123.62,26.72,Yes,NA,NA,PI,Best3DeadliftKg,90
70-74,羽柴 尚典,M,SBD,Raw,71.5,70-999,Masters 4,51.9,59,210,2,201.5,206.48,203.37,37.23,Yes,NA,NA,JPA,Best3SquatKg,60
70-74,羽柴 尚典,M,SBD,Raw,71.5,70-999,Masters 4,51.9,59,210,2,201.5,206.48,203.37,37.23,Yes,NA,NA,JPA,Best3BenchKg,60
70-74,羽柴 尚典,M,SBD,Raw,71.5,70-999,Masters 4,51.9,59,210,2,201.5,206.48,203.37,37.23,Yes,NA,NA,JPA,Best3DeadliftKg,90
70-74,Patrick C Henty,M,SBD,Raw,71,70-999,TM70-74,86.9,90,365,1,240.32,237.36,227.84,49.37,Yes,USA,VA,USPC,Best3SquatKg,110
70-74,Patrick C Henty,M,SBD,Raw,71,70-999,TM70-74,86.9,90,365,1,240.32,237.36,227.84,49.37,Yes,USA,VA,USPC,Best3BenchKg,97
70-74,Patrick C Henty,M,SBD,Raw,71,70-999,TM70-74,86.9,90,365,1,240.32,237.36,227.84,49.37,Yes,USA,VA,USPC,Best3DeadliftKg,158
70-74,James Yeats,M,SBD,Raw,72,70-999,MR-M,72.5,74,357.5,1,262.21,260.97,252.53,53.05,Yes,USA,IN,USAPL,Best3SquatKg,100
70-74,James Yeats,M,SBD,Raw,72,70-999,MR-M,72.5,74,357.5,1,262.21,260.97,252.53,53.05,Yes,USA,IN,USAPL,Best3BenchKg,75
70-74,James Yeats,M,SBD,Raw,72,70-999,MR-M,72.5,74,357.5,1,262.21,260.97,252.53,53.05,Yes,USA,IN,USAPL,Best3DeadliftKg,182.5
70-74,Alan Levine,M,SBD,Raw,70,70-999,Masters 70-74,78.9,82.5,425,1,295.48,292.72,282.22,60.37,Yes,USA,OR,USPA,Best3SquatKg,145
70-74,Alan Levine,M,SBD,Raw,70,70-999,Masters 70-74,78.9,82.5,425,1,295.48,292.72,282.22,60.37,Yes,USA,OR,USPA,Best3BenchKg,97.5
70-74,Alan Levine,M,SBD,Raw,70,70-999,Masters 70-74,78.9,82.5,425,1,295.48,292.72,282.22,60.37,Yes,USA,OR,USPA,Best3DeadliftKg,182.5
70-74,Bill Ivory,M,SBD,Single-ply,70.5,70-999,M-M4,93.2,105,232.5,1,147.78,145.91,139.64,25.19,Yes,USA,MD,USAPL,Best3SquatKg,77.5
70-74,Bill Ivory,M,SBD,Single-ply,70.5,70-999,M-M4,93.2,105,232.5,1,147.78,145.91,139.64,25.19,Yes,USA,MD,USAPL,Best3BenchKg,65
70-74,Bill Ivory,M,SBD,Single-ply,70.5,70-999,M-M4,93.2,105,232.5,1,147.78,145.91,139.64,25.19,Yes,USA,MD,USAPL,Best3DeadliftKg,90
70-74,Darryl Massie,M,SBD,Raw,70.5,70-999,Open,102.9,105,351,2,213.44,211.28,201.74,43.75,Yes,NA,NA,PA,Best3SquatKg,120
70-74,Darryl Massie,M,SBD,Raw,70.5,70-999,Open,102.9,105,351,2,213.44,211.28,201.74,43.75,Yes,NA,NA,PA,Best3BenchKg,87
70-74,Darryl Massie,M,SBD,Raw,70.5,70-999,Open,102.9,105,351,2,213.44,211.28,201.74,43.75,Yes,NA,NA,PA,Best3DeadliftKg,144
70-74,木下 俊弘,M,SBD,Raw,73.5,70-999,Masters 4,58.35,59,270,1,233.25,236.3,231.12,44.94,Yes,NA,NA,JPA,Best3SquatKg,110
70-74,木下 俊弘,M,SBD,Raw,73.5,70-999,Masters 4,58.35,59,270,1,233.25,236.3,231.12,44.94,Yes,NA,NA,JPA,Best3BenchKg,50
70-74,木下 俊弘,M,SBD,Raw,73.5,70-999,Masters 4,58.35,59,270,1,233.25,236.3,231.12,44.94,Yes,NA,NA,JPA,Best3DeadliftKg,110
70-74,Reiner Bode,M,SBD,Raw,70.5,70-999,Masters 4,71.25,74,265,1,196.65,195.95,189.75,39.68,Yes,NA,NA,BVDK,Best3SquatKg,80
70-74,Reiner Bode,M,SBD,Raw,70.5,70-999,Masters 4,71.25,74,265,1,196.65,195.95,189.75,39.68,Yes,NA,NA,BVDK,Best3BenchKg,62.5
70-74,Reiner Bode,M,SBD,Raw,70.5,70-999,Masters 4,71.25,74,265,1,196.65,195.95,189.75,39.68,Yes,NA,NA,BVDK,Best3DeadliftKg,122.5
70-74,Sava Vasiljevski,M,SBD,Raw,74.5,70-999,Masters 4,90.96,93,405,2,260.49,257.17,246.36,53.56,Yes,Serbia,NA,EPF,Best3SquatKg,150
70-74,Sava Vasiljevski,M,SBD,Raw,74.5,70-999,Masters 4,90.96,93,405,2,260.49,257.17,246.36,53.56,Yes,Serbia,NA,EPF,Best3BenchKg,65
70-74,Sava Vasiljevski,M,SBD,Raw,74.5,70-999,Masters 4,90.96,93,405,2,260.49,257.17,246.36,53.56,Yes,Serbia,NA,EPF,Best3DeadliftKg,190
70-74,Rip Stahura,M,SBD,Raw,70,70-999,MR-M4,87,90,257.5,1,169.44,167.34,160.63,34.81,Yes,USA,NY,USAPL,Best3SquatKg,100
70-74,Rip Stahura,M,SBD,Raw,70,70-999,MR-M4,87,90,257.5,1,169.44,167.34,160.63,34.81,Yes,USA,NY,USAPL,Best3BenchKg,42.5
70-74,Rip Stahura,M,SBD,Raw,70,70-999,MR-M4,87,90,257.5,1,169.44,167.34,160.63,34.81,Yes,USA,NY,USAPL,Best3DeadliftKg,115
70-74,Wiktor Kowalski,M,SBD,Raw,70.5,70-999,Weterani +70 lat,102.21,105,295,1,179.89,178.02,169.98,36.88,Yes,NA,NA,PZKFiTS,Best3SquatKg,90
