AgeClass,Name,Sex,Event,Equipment,Age,BirthYearClass,Division,BodyweightKg,WeightClassKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,Lift,Best_lift
13-15,Colin Hudson,M,SBD,Raw,14.5,14-18,MR-T1,88.5,90,432.5,1,282.06,278.52,267.13,57.98,Yes,USA,MA,USAPL,Best3BenchKg,100
13-15,Colin Hudson,M,SBD,Raw,14.5,14-18,MR-T1,88.5,90,432.5,1,282.06,278.52,267.13,57.98,Yes,USA,MA,USAPL,Best3DeadliftKg,182.5
13-15,Aaron Camp,M,SBD,Raw,13,NA,Juniors 13-15,53.8,56,185,1,171.66,175.28,172.26,32.17,Yes,USA,GA,USPA,Best3SquatKg,57.5
13-15,Aaron Camp,M,SBD,Raw,13,NA,Juniors 13-15,53.8,56,185,1,171.66,175.28,172.26,32.17,Yes,USA,GA,USPA,Best3BenchKg,42.5
13-15,Aaron Camp,M,SBD,Raw,13,NA,Juniors 13-15,53.8,56,185,1,171.66,175.28,172.26,32.17,Yes,USA,GA,USPA,Best3DeadliftKg,85
13-15,Cristian Ramos,M,SBD,Raw,15,14-18,Teen 13-15,92.7,100,445,1,283.57,279.97,268,58.31,Yes,USA,MD,WRPF,Best3SquatKg,165
13-15,Cristian Ramos,M,SBD,Raw,15,14-18,Teen 13-15,92.7,100,445,1,283.57,279.97,268,58.31,Yes,USA,MD,WRPF,Best3BenchKg,102.5
13-15,Cristian Ramos,M,SBD,Raw,15,14-18,Teen 13-15,92.7,100,445,1,283.57,279.97,268,58.31,Yes,USA,MD,WRPF,Best3DeadliftKg,177.5
13-15,Chase Prass,M,SBD,Raw,15,14-18,MR-T1,86.9,90,515,1,339.08,334.9,321.47,69.67,Yes,USA,IN,USAPL,Best3SquatKg,187.5
13-15,Chase Prass,M,SBD,Raw,15,14-18,MR-T1,86.9,90,515,1,339.08,334.9,321.47,69.67,Yes,USA,IN,USAPL,Best3BenchKg,107.5
13-15,Chase Prass,M,SBD,Raw,15,14-18,MR-T1,86.9,90,515,1,339.08,334.9,321.47,69.67,Yes,USA,IN,USAPL,Best3DeadliftKg,220
13-15,Evan Zakem,M,SBD,Raw,14,14-18,M_TR_1_ACP,60.4,67.5,247.5,1,207.77,209.81,204.81,40.44,Yes,NA,NA,WPCCP,Best3SquatKg,80
13-15,Evan Zakem,M,SBD,Raw,14,14-18,M_TR_1_ACP,60.4,67.5,247.5,1,207.77,209.81,204.81,40.44,Yes,NA,NA,WPCCP,Best3BenchKg,62.5
13-15,Evan Zakem,M,SBD,Raw,14,14-18,M_TR_1_ACP,60.4,67.5,247.5,1,207.77,209.81,204.81,40.44,Yes,NA,NA,WPCCP,Best3DeadliftKg,105
13-15,Omar Niyazov,M,SBD,Raw,12.5,NA,MR-Y3,51.6,52,210,1,202.62,207.75,204.68,37.34,Yes,USA,VA,USAPL,Best3SquatKg,65
13-15,Omar Niyazov,M,SBD,Raw,12.5,NA,MR-Y3,51.6,52,210,1,202.62,207.75,204.68,37.34,Yes,USA,VA,USAPL,Best3BenchKg,50
13-15,Omar Niyazov,M,SBD,Raw,12.5,NA,MR-Y3,51.6,52,210,1,202.62,207.75,204.68,37.34,Yes,USA,VA,USAPL,Best3DeadliftKg,95
13-15,Edward Ponce,M,SBD,Single-ply,14.5,14-18,M-T1,63,67.5,292.5,1,237.43,238.87,232.65,40.52,Yes,USA,TX,USAPL,Best3SquatKg,110
13-15,Edward Ponce,M,SBD,Single-ply,14.5,14-18,M-T1,63,67.5,292.5,1,237.43,238.87,232.65,40.52,Yes,USA,TX,USAPL,Best3BenchKg,70
13-15,Edward Ponce,M,SBD,Single-ply,14.5,14-18,M-T1,63,67.5,292.5,1,237.43,238.87,232.65,40.52,Yes,USA,TX,USAPL,Best3DeadliftKg,112.5
13-15,Vlad Sarkyan,M,SBD,Raw,13.5,14-18,Sub-Juniors,78.5,83,215,7,149.94,148.57,143.27,30.62,Yes,NA,NA,FPR,Best3SquatKg,80
13-15,Vlad Sarkyan,M,SBD,Raw,13.5,14-18,Sub-Juniors,78.5,83,215,7,149.94,148.57,143.27,30.62,Yes,NA,NA,FPR,Best3BenchKg,55
13-15,Vlad Sarkyan,M,SBD,Raw,13.5,14-18,Sub-Juniors,78.5,83,215,7,149.94,148.57,143.27,30.62,Yes,NA,NA,FPR,Best3DeadliftKg,80
13-15,Anton Matveev,M,SBD,Raw,14.5,14-18,Sub-Juniors,42.8,53,155,7,181.88,189.92,188.48,30.48,Yes,Russia,NA,FPR,Best3SquatKg,45
13-15,Anton Matveev,M,SBD,Raw,14.5,14-18,Sub-Juniors,42.8,53,155,7,181.88,189.92,188.48,30.48,Yes,Russia,NA,FPR,Best3BenchKg,35
13-15,Anton Matveev,M,SBD,Raw,14.5,14-18,Sub-Juniors,42.8,53,155,7,181.88,189.92,188.48,30.48,Yes,Russia,NA,FPR,Best3DeadliftKg,75
13-15,William Lide,M,SBD,Raw,14.5,14-18,MR-T1,62.6,66,375,2,305.92,307.94,300.02,60.12,Yes,USA,SC,USAPL,Best3SquatKg,142.5
13-15,William Lide,M,SBD,Raw,14.5,14-18,MR-T1,62.6,66,375,2,305.92,307.94,300.02,60.12,Yes,USA,SC,USAPL,Best3BenchKg,80
13-15,William Lide,M,SBD,Raw,14.5,14-18,MR-T1,62.6,66,375,2,305.92,307.94,300.02,60.12,Yes,USA,SC,USAPL,Best3DeadliftKg,152.5
13-15,Daniil Dybov,M,SBD,Raw,14.5,14-18,Sub-Juniors,84.95,93,430,2,286.58,283.18,272.11,58.83,Yes,NA,NA,FPR,Best3SquatKg,152.5
13-15,Daniil Dybov,M,SBD,Raw,14.5,14-18,Sub-Juniors,84.95,93,430,2,286.58,283.18,272.11,58.83,Yes,NA,NA,FPR,Best3BenchKg,97.5
13-15,Daniil Dybov,M,SBD,Raw,14.5,14-18,Sub-Juniors,84.95,93,430,2,286.58,283.18,272.11,58.83,Yes,NA,NA,FPR,Best3DeadliftKg,180
13-15,Oleksandr Maydachenko,M,SBD,Single-ply,14.5,14-18,Sub-Juniors,43.2,52,207.5,9,240.92,251.35,249.42,39.61,Yes,NA,NA,UkrainePF,Best3SquatKg,70
13-15,Oleksandr Maydachenko,M,SBD,Single-ply,14.5,14-18,Sub-Juniors,43.2,52,207.5,9,240.92,251.35,249.42,39.61,Yes,NA,NA,UkrainePF,Best3BenchKg,42.5
13-15,Oleksandr Maydachenko,M,SBD,Single-ply,14.5,14-18,Sub-Juniors,43.2,52,207.5,9,240.92,251.35,249.42,39.61,Yes,NA,NA,UkrainePF,Best3DeadliftKg,95
13-15,Curtis Pai,M,SBD,Raw,14,14-18,RT 14-15,56,56,217.5,1,194.67,198,194.13,37.01,Yes,NA,NA,AAU,Best3SquatKg,67.5
13-15,Curtis Pai,M,SBD,Raw,14,14-18,RT 14-15,56,56,217.5,1,194.67,198,194.13,37.01,Yes,NA,NA,AAU,Best3BenchKg,55
13-15,Curtis Pai,M,SBD,Raw,14,14-18,RT 14-15,56,56,217.5,1,194.67,198,194.13,37.01,Yes,NA,NA,AAU,Best3DeadliftKg,95
13-15,Aidan Sneed,M,SBD,Raw,14.5,14-18,MR-T1,63.25,66,315,1,254.91,256.36,249.63,50.22,Yes,USA,KS,USAPL,Best3SquatKg,115
13-15,Aidan Sneed,M,SBD,Raw,14.5,14-18,MR-T1,63.25,66,315,1,254.91,256.36,249.63,50.22,Yes,USA,KS,USAPL,Best3BenchKg,77.5
13-15,Aidan Sneed,M,SBD,Raw,14.5,14-18,MR-T1,63.25,66,315,1,254.91,256.36,249.63,50.22,Yes,USA,KS,USAPL,Best3DeadliftKg,122.5
13-15,G. Balcers,M,SBD,Single-ply,14.5,14-18,Juniors,55.8,56,262.5,4,235.7,239.81,235.17,39.94,Yes,NA,NA,LPF,Best3SquatKg,87.5
13-15,G. Balcers,M,SBD,Single-ply,14.5,14-18,Juniors,55.8,56,262.5,4,235.7,239.81,235.17,39.94,Yes,NA,NA,LPF,Best3BenchKg,62.5
13-15,G. Balcers,M,SBD,Single-ply,14.5,14-18,Juniors,55.8,56,262.5,4,235.7,239.81,235.17,39.94,Yes,NA,NA,LPF,Best3DeadliftKg,112.5
13-15,Logan Wolf,M,SBD,Raw,14.5,14-18,MR-T1,74.7,75,352.5,2,253.54,251.88,243.42,51.5,Yes,USA,MI,USAPL,Best3SquatKg,120
13-15,Logan Wolf,M,SBD,Raw,14.5,14-18,MR-T1,74.7,75,352.5,2,253.54,251.88,243.42,51.5,Yes,USA,MI,USAPL,Best3BenchKg,72.5
13-15,Logan Wolf,M,SBD,Raw,14.5,14-18,MR-T1,74.7,75,352.5,2,253.54,251.88,243.42,51.5,Yes,USA,MI,USAPL,Best3DeadliftKg,160
13-15,Ivan Seregin,M,SBD,Raw,13.5,14-18,Open,105,93+,420,1,253.3,250.97,239.65,51.85,Yes,Russia,NA,FPR,Best3SquatKg,150
13-15,Ivan Seregin,M,SBD,Raw,13.5,14-18,Open,105,93+,420,1,253.3,250.97,239.65,51.85,Yes,Russia,NA,FPR,Best3BenchKg,90
13-15,Ivan Seregin,M,SBD,Raw,13.5,14-18,Open,105,93+,420,1,253.3,250.97,239.65,51.85,Yes,Russia,NA,FPR,Best3DeadliftKg,180
13-15,Pavel Mazunin,M,SBD,Single-ply,14.5,14-18,Sub-Juniors,62.45,66,280,6,228.85,230.41,224.51,39.04,Yes,NA,NA,FPR,Best3SquatKg,100
13-15,Pavel Mazunin,M,SBD,Single-ply,14.5,14-18,Sub-Juniors,62.45,66,280,6,228.85,230.41,224.51,39.04,Yes,NA,NA,FPR,Best3BenchKg,50
13-15,Pavel Mazunin,M,SBD,Single-ply,14.5,14-18,Sub-Juniors,62.45,66,280,6,228.85,230.41,224.51,39.04,Yes,NA,NA,FPR,Best3DeadliftKg,130
13-15,Zeke Emanuel,M,SBD,Raw,13,NA,Juniors 13-15,51.2,52,172.5,1,167.68,172.06,169.6,30.8,Yes,USA,AZ,USPA,Best3SquatKg,57.5
13-15,Zeke Emanuel,M,SBD,Raw,13,NA,Juniors 13-15,51.2,52,172.5,1,167.68,172.06,169.6,30.8,Yes,USA,AZ,USPA,Best3BenchKg,42.5
13-15,Zeke Emanuel,M,SBD,Raw,13,NA,Juniors 13-15,51.2,52,172.5,1,167.68,172.06,169.6,30.8,Yes,USA,AZ,USPA,Best3DeadliftKg,72.5
13-15,David Santoli,M,SBD,Raw,14.5,14-18,MR-T1,73.65,75,412.5,1,299.43,297.72,287.89,60.71,Yes,USA,NY,USAPL,Best3SquatKg,137.5
13-15,David Santoli,M,SBD,Raw,14.5,14-18,MR-T1,73.65,75,412.5,1,299.43,297.72,287.89,60.71,Yes,USA,NY,USAPL,Best3BenchKg,97.5
13-15,David Santoli,M,SBD,Raw,14.5,14-18,MR-T1,73.65,75,412.5,1,299.43,297.72,287.89,60.71,Yes,USA,NY,USAPL,Best3DeadliftKg,177.5
13-15,Artur Lorenz,M,SBD,Single-ply,15,14-18,Jugend,67.3,67.5,300,3,231.72,231.86,225.09,39.63,Yes,NA,NA,BVDG,Best3SquatKg,95
13-15,Artur Lorenz,M,SBD,Single-ply,15,14-18,Jugend,67.3,67.5,300,3,231.72,231.86,225.09,39.63,Yes,NA,NA,BVDG,Best3BenchKg,75
13-15,Artur Lorenz,M,SBD,Single-ply,15,14-18,Jugend,67.3,67.5,300,3,231.72,231.86,225.09,39.63,Yes,NA,NA,BVDG,Best3DeadliftKg,130
13-15,Alexis Daumas,M,SBD,Raw,15,14-18,Cadet,64.72,66,222.5,3,176.91,177.57,172.71,35.05,Yes,NA,NA,FFForce,Best3SquatKg,80
13-15,Alexis Daumas,M,SBD,Raw,15,14-18,Cadet,64.72,66,222.5,3,176.91,177.57,172.71,35.05,Yes,NA,NA,FFForce,Best3BenchKg,47.5
13-15,Alexis Daumas,M,SBD,Raw,15,14-18,Cadet,64.72,66,222.5,3,176.91,177.57,172.71,35.05,Yes,NA,NA,FFForce,Best3DeadliftKg,95
13-15,Maksim Ermakov #5,M,SBD,Single-ply,13.5,14-18,Juniors,50,53,197.5,19,196.47,202.08,199.45,32.96,Yes,Russia,NA,FPR,Best3SquatKg,65
13-15,Maksim Ermakov #5,M,SBD,Single-ply,13.5,14-18,Juniors,50,53,197.5,19,196.47,202.08,199.45,32.96,Yes,Russia,NA,FPR,Best3BenchKg,42.5
13-15,Maksim Ermakov #5,M,SBD,Single-ply,13.5,14-18,Juniors,50,53,197.5,19,196.47,202.08,199.45,32.96,Yes,Russia,NA,FPR,Best3DeadliftKg,90
13-15,Nikita Evseev,M,SBD,Single-ply,12.5,NA,Sub-Juniors,52.1,53,215,3,205.55,210.55,207.33,34.63,Yes,NA,NA,FPR,Best3SquatKg,80
13-15,Nikita Evseev,M,SBD,Single-ply,12.5,NA,Sub-Juniors,52.1,53,215,3,205.55,210.55,207.33,34.63,Yes,NA,NA,FPR,Best3BenchKg,45
13-15,Nikita Evseev,M,SBD,Single-ply,12.5,NA,Sub-Juniors,52.1,53,215,3,205.55,210.55,207.33,34.63,Yes,NA,NA,FPR,Best3DeadliftKg,90
13-15,Dmitro Boyko,M,SBD,Raw,14.5,14-18,Teen 14-15,70.5,74,280,9,209.29,208.7,202.19,42.16,Yes,Ukraine,NA,UkrainePF,Best3SquatKg,100
13-15,Dmitro Boyko,M,SBD,Raw,14.5,14-18,Teen 14-15,70.5,74,280,9,209.29,208.7,202.19,42.16,Yes,Ukraine,NA,UkrainePF,Best3BenchKg,55
13-15,Dmitro Boyko,M,SBD,Raw,14.5,14-18,Teen 14-15,70.5,74,280,9,209.29,208.7,202.19,42.16,Yes,Ukraine,NA,UkrainePF,Best3DeadliftKg,125
13-15,C. Banks,M,SBD,Raw,14,14-18,Teen 13-15,129.16,140,319.78,1,179.41,181.08,173.04,36.02,Yes,NA,NA,APA,Best3SquatKg,117.93
13-15,C. Banks,M,SBD,Raw,14,14-18,Teen 13-15,129.16,140,319.78,1,179.41,181.08,173.04,36.02,Yes,NA,NA,APA,Best3BenchKg,72.57
13-15,C. Banks,M,SBD,Raw,14,14-18,Teen 13-15,129.16,140,319.78,1,179.41,181.08,173.04,36.02,Yes,NA,NA,APA,Best3DeadliftKg,129.27
13-15,Timofey Kotov,M,SBD,Raw,14.5,14-18,Sub-Juniors,76,83,387.5,5,275.68,273.61,264.22,56.11,Yes,NA,NA,FPR,Best3SquatKg,152.5
13-15,Timofey Kotov,M,SBD,Raw,14.5,14-18,Sub-Juniors,76,83,387.5,5,275.68,273.61,264.22,56.11,Yes,NA,NA,FPR,Best3BenchKg,65
13-15,Timofey Kotov,M,SBD,Raw,14.5,14-18,Sub-Juniors,76,83,387.5,5,275.68,273.61,264.22,56.11,Yes,NA,NA,FPR,Best3DeadliftKg,170
13-15,Chris Bunn,M,SBD,Raw,14.5,14-18,MR-T1,84.8,90,300,2,200.13,197.77,190.05,41.08,Yes,NA,NA,USAPL,Best3SquatKg,115
13-15,Chris Bunn,M,SBD,Raw,14.5,14-18,MR-T1,84.8,90,300,2,200.13,197.77,190.05,41.08,Yes,NA,NA,USAPL,Best3BenchKg,60
13-15,Chris Bunn,M,SBD,Raw,14.5,14-18,MR-T1,84.8,90,300,2,200.13,197.77,190.05,41.08,Yes,NA,NA,USAPL,Best3DeadliftKg,125
13-15,M Sirvydis,M,SBD,Single-ply,14.5,14-18,Junior,51.6,52,297.5,2,287.04,294.31,289.97,48.31,Yes,NA,NA,LJTF,Best3SquatKg,105
13-15,M Sirvydis,M,SBD,Single-ply,14.5,14-18,Junior,51.6,52,297.5,2,287.04,294.31,289.97,48.31,Yes,NA,NA,LJTF,Best3BenchKg,57.5
13-15,M Sirvydis,M,SBD,Single-ply,14.5,14-18,Junior,51.6,52,297.5,2,287.04,294.31,289.97,48.31,Yes,NA,NA,LJTF,Best3DeadliftKg,135
13-15,Amet Bistramov,M,SBD,Single-ply,14.5,14-18,Juniors,64,67.5,365,3,292.7,294.07,286.18,49.99,Yes,Ukraine,NA,UkrainePF,Best3SquatKg,130
13-15,Amet Bistramov,M,SBD,Single-ply,14.5,14-18,Juniors,64,67.5,365,3,292.7,294.07,286.18,49.99,Yes,Ukraine,NA,UkrainePF,Best3BenchKg,85
13-15,Amet Bistramov,M,SBD,Single-ply,14.5,14-18,Juniors,64,67.5,365,3,292.7,294.07,286.18,49.99,Yes,Ukraine,NA,UkrainePF,Best3DeadliftKg,150
13-15,Yuriy Sereda #1,M,SBD,Single-ply,13.5,14-18,Sub-Juniors,89.3,93,280,5,181.77,179.47,172.06,31.03,Yes,NA,NA,UkrainePF,Best3SquatKg,100
13-15,Yuriy Sereda #1,M,SBD,Single-ply,13.5,14-18,Sub-Juniors,89.3,93,280,5,181.77,179.47,172.06,31.03,Yes,NA,NA,UkrainePF,Best3BenchKg,70
13-15,Yuriy Sereda #1,M,SBD,Single-ply,13.5,14-18,Sub-Juniors,89.3,93,280,5,181.77,179.47,172.06,31.03,Yes,NA,NA,UkrainePF,Best3DeadliftKg,110
13-15,Bobby Tallant,M,SBD,Raw,15,14-18,MR-T1,134.6,125+,395,1,218.91,222.09,211.67,43.75,Yes,NA,NA,USAPL,Best3SquatKg,162.5
13-15,Bobby Tallant,M,SBD,Raw,15,14-18,MR-T1,134.6,125+,395,1,218.91,222.09,211.67,43.75,Yes,NA,NA,USAPL,Best3BenchKg,72.5
13-15,Bobby Tallant,M,SBD,Raw,15,14-18,MR-T1,134.6,125+,395,1,218.91,222.09,211.67,43.75,Yes,NA,NA,USAPL,Best3DeadliftKg,160
13-15,Vitaliy Khimich,M,SBD,Raw,13.5,14-18,Sub-Juniors,52.95,53,192.5,5,181.26,185.38,182.37,33.76,Yes,NA,NA,FPR,Best3SquatKg,65
13-15,Vitaliy Khimich,M,SBD,Raw,13.5,14-18,Sub-Juniors,52.95,53,192.5,5,181.26,185.38,182.37,33.76,Yes,NA,NA,FPR,Best3BenchKg,37.5
13-15,Vitaliy Khimich,M,SBD,Raw,13.5,14-18,Sub-Juniors,52.95,53,192.5,5,181.26,185.38,182.37,33.76,Yes,NA,NA,FPR,Best3DeadliftKg,90
13-15,Vsevolod Gorbachev,M,SBD,Raw,14.5,14-18,Teen 15-16,58.95,59,242.5,4,207.7,210.21,205.48,40.15,Yes,NA,NA,FPR,Best3SquatKg,72.5
13-15,Vsevolod Gorbachev,M,SBD,Raw,14.5,14-18,Teen 15-16,58.95,59,242.5,4,207.7,210.21,205.48,40.15,Yes,NA,NA,FPR,Best3BenchKg,55
13-15,Vsevolod Gorbachev,M,SBD,Raw,14.5,14-18,Teen 15-16,58.95,59,242.5,4,207.7,210.21,205.48,40.15,Yes,NA,NA,FPR,Best3DeadliftKg,115
13-15,Jace Qureshi,M,SBD,Raw,14.5,14-18,MR-T1,80.1,83,238.1,2,164.06,162.42,156.49,33.56,Yes,USA,WY,USAPL,Best3SquatKg,70.3
13-15,Jace Qureshi,M,SBD,Raw,14.5,14-18,MR-T1,80.1,83,238.1,2,164.06,162.42,156.49,33.56,Yes,USA,WY,USAPL,Best3BenchKg,65.8
13-15,Jace Qureshi,M,SBD,Raw,14.5,14-18,MR-T1,80.1,83,238.1,2,164.06,162.42,156.49,33.56,Yes,USA,WY,USAPL,Best3DeadliftKg,102.1
13-15,Dan Tra,M,SBD,Raw,14.5,14-18,Sub-Juniors,57.3,59,280,2,245.66,249.3,244.09,47.06,Yes,NA,NA,NZPF,Best3SquatKg,100
13-15,Dan Tra,M,SBD,Raw,14.5,14-18,Sub-Juniors,57.3,59,280,2,245.66,249.3,244.09,47.06,Yes,NA,NA,NZPF,Best3BenchKg,65
13-15,Dan Tra,M,SBD,Raw,14.5,14-18,Sub-Juniors,57.3,59,280,2,245.66,249.3,244.09,47.06,Yes,NA,NA,NZPF,Best3DeadliftKg,115
13-15,Mikhail Naumenko,M,SBD,Single-ply,14.5,14-18,Teen Under 17,54,59,240,4,221.94,226.53,222.59,37.51,Yes,Russia,NA,FPR,Best3SquatKg,72.5
13-15,Mikhail Naumenko,M,SBD,Single-ply,14.5,14-18,Teen Under 17,54,59,240,4,221.94,226.53,222.59,37.51,Yes,Russia,NA,FPR,Best3BenchKg,57.5
13-15,Mikhail Naumenko,M,SBD,Single-ply,14.5,14-18,Teen Under 17,54,59,240,4,221.94,226.53,222.59,37.51,Yes,Russia,NA,FPR,Best3DeadliftKg,110
13-15,Pavel Novokreshchenov,M,SBD,Single-ply,13.5,14-18,Sub-Juniors,50.5,53,232.5,5,229.04,235.34,232.16,38.46,Yes,NA,NA,FPR,Best3SquatKg,92.5
13-15,Pavel Novokreshchenov,M,SBD,Single-ply,13.5,14-18,Sub-Juniors,50.5,53,232.5,5,229.04,235.34,232.16,38.46,Yes,NA,NA,FPR,Best3BenchKg,45
13-15,Pavel Novokreshchenov,M,SBD,Single-ply,13.5,14-18,Sub-Juniors,50.5,53,232.5,5,229.04,235.34,232.16,38.46,Yes,NA,NA,FPR,Best3DeadliftKg,95
13-15,Emmett Baker,M,SBD,Raw,14.5,14-18,MR-T1,66.25,67.5,250,4,195.33,195.69,190.12,38.89,Yes,USA,WI,USAPL,Best3SquatKg,90
13-15,Emmett Baker,M,SBD,Raw,14.5,14-18,MR-T1,66.25,67.5,250,4,195.33,195.69,190.12,38.89,Yes,USA,WI,USAPL,Best3BenchKg,50
13-15,Emmett Baker,M,SBD,Raw,14.5,14-18,MR-T1,66.25,67.5,250,4,195.33,195.69,190.12,38.89,Yes,USA,WI,USAPL,Best3DeadliftKg,110
13-15,Artem Alyoshin,M,SBD,Single-ply,14.5,14-18,Open,55.1,59,295,4,267.87,272.87,267.8,45.35,Yes,NA,NA,FPR,Best3SquatKg,110
13-15,Artem Alyoshin,M,SBD,Single-ply,14.5,14-18,Open,55.1,59,295,4,267.87,272.87,267.8,45.35,Yes,NA,NA,FPR,Best3BenchKg,75
13-15,Artem Alyoshin,M,SBD,Single-ply,14.5,14-18,Open,55.1,59,295,4,267.87,272.87,267.8,45.35,Yes,NA,NA,FPR,Best3DeadliftKg,110
13-15,Nikulás Guðmundur Torfason,M,SBD,Single-ply,13.5,14-18,Open,67.3,74,280,1,216.27,216.4,210.08,36.99,Yes,NA,NA,KRAFT,Best3SquatKg,80
13-15,Nikulás Guðmundur Torfason,M,SBD,Single-ply,13.5,14-18,Open,67.3,74,280,1,216.27,216.4,210.08,36.99,Yes,NA,NA,KRAFT,Best3BenchKg,70
13-15,Nikulás Guðmundur Torfason,M,SBD,Single-ply,13.5,14-18,Open,67.3,74,280,1,216.27,216.4,210.08,36.99,Yes,NA,NA,KRAFT,Best3DeadliftKg,130
13-15,Artem Ovchinnikov,M,SBD,Single-ply,13.5,14-18,Sub-Juniors,49.2,53,160,2,161.73,166.62,164.59,27.08,Yes,NA,NA,FPR,Best3SquatKg,55
13-15,Artem Ovchinnikov,M,SBD,Single-ply,13.5,14-18,Sub-Juniors,49.2,53,160,2,161.73,166.62,164.59,27.08,Yes,NA,NA,FPR,Best3BenchKg,30
13-15,Artem Ovchinnikov,M,SBD,Single-ply,13.5,14-18,Sub-Juniors,49.2,53,160,2,161.73,166.62,164.59,27.08,Yes,NA,NA,FPR,Best3DeadliftKg,75
13-15,William Bielefeld,M,SBD,Raw,15,14-18,Juniors 13-15,50.3,52,237.5,1,234.88,241.43,238.22,42.82,Yes,USA,IA,USPA,Best3SquatKg,82.5
13-15,William Bielefeld,M,SBD,Raw,15,14-18,Juniors 13-15,50.3,52,237.5,1,234.88,241.43,238.22,42.82,Yes,USA,IA,USPA,Best3BenchKg,55
13-15,William Bielefeld,M,SBD,Raw,15,14-18,Juniors 13-15,50.3,52,237.5,1,234.88,241.43,238.22,42.82,Yes,USA,IA,USPA,Best3DeadliftKg,100
13-15,Malek Abdul,M,SBD,Single-ply,14.5,14-18,Sub-Juniors,66.65,67.5,280,4,217.81,218.1,211.83,37.24,Yes,Russia,NA,FPR,Best3SquatKg,95
13-15,Malek Abdul,M,SBD,Single-ply,14.5,14-18,Sub-Juniors,66.65,67.5,280,4,217.81,218.1,211.83,37.24,Yes,Russia,NA,FPR,Best3BenchKg,75
13-15,Malek Abdul,M,SBD,Single-ply,14.5,14-18,Sub-Juniors,66.65,67.5,280,4,217.81,218.1,211.83,37.24,Yes,Russia,NA,FPR,Best3DeadliftKg,110
13-15,Nikita Yuzhakov,M,SBD,Raw,14.5,14-18,Teen Under 17,125.75,120+,212.5,2,120.21,120.95,115.68,24.21,Yes,NA,NA,FPR,Best3SquatKg,42.5
13-15,Nikita Yuzhakov,M,SBD,Raw,14.5,14-18,Teen Under 17,125.75,120+,212.5,2,120.21,120.95,115.68,24.21,Yes,NA,NA,FPR,Best3BenchKg,55
13-15,Nikita Yuzhakov,M,SBD,Raw,14.5,14-18,Teen Under 17,125.75,120+,212.5,2,120.21,120.95,115.68,24.21,Yes,NA,NA,FPR,Best3DeadliftKg,115
13-15,Yuriy Kuleshov,M,SBD,Raw,14.5,14-18,Sub-Juniors,77.4,83,410,7,288.39,285.96,275.93,58.81,Yes,Russia,NA,FPR,Best3SquatKg,140
13-15,Yuriy Kuleshov,M,SBD,Raw,14.5,14-18,Sub-Juniors,77.4,83,410,7,288.39,285.96,275.93,58.81,Yes,Russia,NA,FPR,Best3BenchKg,110
13-15,Yuriy Kuleshov,M,SBD,Raw,14.5,14-18,Sub-Juniors,77.4,83,410,7,288.39,285.96,275.93,58.81,Yes,Russia,NA,FPR,Best3DeadliftKg,160
13-15,Yaroslav Golizin,M,SBD,Single-ply,12.5,NA,Open,59,59,270,7,231.08,233.87,228.59,39.31,Yes,NA,NA,FPR,Best3SquatKg,92.5
13-15,Yaroslav Golizin,M,SBD,Single-ply,12.5,NA,Open,59,59,270,7,231.08,233.87,228.59,39.31,Yes,NA,NA,FPR,Best3BenchKg,70
13-15,Yaroslav Golizin,M,SBD,Single-ply,12.5,NA,Open,59,59,270,7,231.08,233.87,228.59,39.31,Yes,NA,NA,FPR,Best3DeadliftKg,107.5
13-15,Aaron Mulcahy,M,SBD,Raw,14,14-18,Teen 14-15,68.1,75,337.5,1,258.48,258.39,250.72,51.75,Yes,NA,NA,IDFPA,Best3SquatKg,120
13-15,Aaron Mulcahy,M,SBD,Raw,14,14-18,Teen 14-15,68.1,75,337.5,1,258.48,258.39,250.72,51.75,Yes,NA,NA,IDFPA,Best3BenchKg,60
13-15,Aaron Mulcahy,M,SBD,Raw,14,14-18,Teen 14-15,68.1,75,337.5,1,258.48,258.39,250.72,51.75,Yes,NA,NA,IDFPA,Best3DeadliftKg,157.5
13-15,Nicholas Seto,M,SBD,Raw,15,14-18,M_TR_1_ACP,55.7,56,310,1,278.79,283.7,278.24,52.91,Yes,NA,NA,WPCCP,Best3SquatKg,120
13-15,Nicholas Seto,M,SBD,Raw,15,14-18,M_TR_1_ACP,55.7,56,310,1,278.79,283.7,278.24,52.91,Yes,NA,NA,WPCCP,Best3BenchKg,62.5
13-15,Nicholas Seto,M,SBD,Raw,15,14-18,M_TR_1_ACP,55.7,56,310,1,278.79,283.7,278.24,52.91,Yes,NA,NA,WPCCP,Best3DeadliftKg,127.5
13-15,Gavin Ratliff,M,SBD,Raw,15,14-18,Juniors 13-15,108.4,110,507.5,1,302.26,300.03,286.65,61.74,Yes,USA,KY,USPA,Best3SquatKg,180
13-15,Gavin Ratliff,M,SBD,Raw,15,14-18,Juniors 13-15,108.4,110,507.5,1,302.26,300.03,286.65,61.74,Yes,USA,KY,USPA,Best3BenchKg,132.5
13-15,Gavin Ratliff,M,SBD,Raw,15,14-18,Juniors 13-15,108.4,110,507.5,1,302.26,300.03,286.65,61.74,Yes,USA,KY,USPA,Best3DeadliftKg,195
