tourney_date,match_year,surface,winner_name,loser_name,winner_rank,loser_rank,lower_rank_player,lower_rank_won,lower_rank,higher_rank,lower_rank_wins,rank_diff
2010-01-18,2010,Hard,Marin Cilic,Stan Wawrinka,14,19,Stan Wawrinka,0,14,19,1,5
2010-01-18,2010,Hard,Juan Martin del Potro,Florian Mayer,5,60,Florian Mayer,0,5,60,1,55
2010-01-18,2010,Hard,Andy Murray,Florent Serra,4,64,Florent Serra,0,4,64,1,60
2010-01-18,2010,Hard,John Isner,Gael Monfils,28,12,John Isner,1,12,28,0,16
2010-01-18,2010,Hard,Ivo Karlovic,Ivan Ljubicic,39,24,Ivo Karlovic,1,24,39,0,15
2010-01-18,2010,Hard,Rafael Nadal,Philipp Kohlschreiber,2,26,Philipp Kohlschreiber,0,2,26,1,24
2010-01-18,2010,Hard,Roger Federer,Lleyton Hewitt,1,22,Lleyton Hewitt,0,1,22,1,21
2010-01-18,2010,Hard,Nikolay Davydenko,Fernando Verdasco,6,9,Fernando Verdasco,0,6,9,1,3
2010-01-18,2010,Hard,Novak Djokovic,Lukasz Kubot,3,86,Lukasz Kubot,0,3,86,1,83
2010-01-18,2010,Hard,Jo-Wilfried Tsonga,Nicolas Almagro,10,25,Nicolas Almagro,0,10,25,1,15
2010-01-18,2010,Hard,Andy Roddick,Fernando Gonzalez,7,11,Fernando Gonzalez,0,7,11,1,4
2010-01-18,2010,Hard,Marin Cilic,Juan Martin del Potro,14,5,Marin Cilic,1,5,14,0,9
2010-01-18,2010,Hard,Andy Murray,John Isner,4,28,John Isner,0,4,28,1,24
2010-01-18,2010,Hard,Rafael Nadal,Ivo Karlovic,2,39,Ivo Karlovic,0,2,39,1,37
2010-01-18,2010,Hard,Roger Federer,Nikolay Davydenko,1,6,Nikolay Davydenko,0,1,6,1,5
2010-01-18,2010,Hard,Jo-Wilfried Tsonga,Novak Djokovic,10,3,Jo-Wilfried Tsonga,1,3,10,0,7
2010-01-18,2010,Hard,Marin Cilic,Andy Roddick,14,7,Marin Cilic,1,7,14,0,7
2010-01-18,2010,Hard,Andy Murray,Rafael Nadal,4,2,Andy Murray,1,2,4,0,2
2010-01-18,2010,Hard,Roger Federer,Jo-Wilfried Tsonga,1,10,Jo-Wilfried Tsonga,0,1,10,1,9
2010-01-18,2010,Hard,Andy Murray,Marin Cilic,4,14,Marin Cilic,0,4,14,1,10
2010-01-18,2010,Hard,Roger Federer,Andy Murray,1,4,Andy Murray,0,1,4,1,3
2010-02-01,2010,Hard,Gael Monfils,Dominik Hrbaty,13,154,Dominik Hrbaty,0,13,154,1,141
2010-02-01,2010,Hard,Josselin Ouanna,Harel Levy,121,118,Josselin Ouanna,1,118,121,0,3
2010-02-01,2010,Hard,Raven Klaasen,David Guez,375,132,Raven Klaasen,1,132,375,0,243
2010-02-01,2010,Hard,Yen Hsun Lu,Jarkko Nieminen,125,127,Jarkko Nieminen,0,125,127,1,2
2010-02-01,2010,Hard,Feliciano Lopez,Benjamin Balleret,39,234,Benjamin Balleret,0,39,234,1,195
2010-02-01,2010,Hard,Blaz Kavcic,Thierry Ascione,117,147,Thierry Ascione,0,117,147,1,30
2010-02-01,2010,Hard,Bjorn Phau,Fritz Wolmarans,128,409,Fritz Wolmarans,0,128,409,1,281
2010-02-01,2010,Hard,Rajeev Ram,Rik De Voest,83,233,Rik De Voest,0,83,233,1,150
2010-02-01,2010,Hard,Stephane Robert,Brendan Evans,100,166,Brendan Evans,0,100,166,1,66
2010-02-01,2010,Hard,Izak Van Der Merwe,Noam Okun,290,247,Izak Van Der Merwe,1,247,290,0,43
2010-02-01,2010,Hard,Laurent Recouderc,Steve Darcis,139,104,Laurent Recouderc,1,104,139,0,35
2010-02-01,2010,Hard,Dustin Brown,Marco Chiudinelli,141,53,Dustin Brown,1,53,141,0,88
2010-02-01,2010,Hard,Somdev Devvarman,Xavier Malisse,162,106,Somdev Devvarman,1,106,162,0,56
2010-02-01,2010,Hard,Thiago Alves,Alexandr Dolgopolov,134,115,Thiago Alves,1,115,134,0,19
2010-02-01,2010,Hard,Filip Prpic,Ivan Navarro,316,126,Filip Prpic,1,126,316,0,190
2010-02-01,2010,Hard,David Ferrer,Karol Beck,18,131,Karol Beck,0,18,131,1,113
2010-02-01,2010,Hard,Gael Monfils,Josselin Ouanna,13,121,Josselin Ouanna,0,13,121,1,108
2010-02-01,2010,Hard,Yen Hsun Lu,Raven Klaasen,125,375,Raven Klaasen,0,125,375,1,250
2010-02-01,2010,Hard,Feliciano Lopez,Blaz Kavcic,39,117,Blaz Kavcic,0,39,117,1,78
2010-02-01,2010,Hard,Rajeev Ram,Bjorn Phau,83,128,Bjorn Phau,0,83,128,1,45
2010-02-01,2010,Hard,Stephane Robert,Izak Van Der Merwe,100,290,Izak Van Der Merwe,0,100,290,1,190
2010-02-01,2010,Hard,Dustin Brown,Laurent Recouderc,141,139,Dustin Brown,1,139,141,0,2
2010-02-01,2010,Hard,Somdev Devvarman,Thiago Alves,162,134,Somdev Devvarman,1,134,162,0,28
2010-02-01,2010,Hard,David Ferrer,Filip Prpic,18,316,Filip Prpic,0,18,316,1,298
2010-02-01,2010,Hard,Gael Monfils,Yen Hsun Lu,13,125,Yen Hsun Lu,0,13,125,1,112
2010-02-01,2010,Hard,Feliciano Lopez,Rajeev Ram,39,83,Rajeev Ram,0,39,83,1,44
2010-02-01,2010,Hard,Stephane Robert,Dustin Brown,100,141,Dustin Brown,0,100,141,1,41
2010-02-01,2010,Hard,David Ferrer,Somdev Devvarman,18,162,Somdev Devvarman,0,18,162,1,144
2010-02-01,2010,Hard,Feliciano Lopez,Gael Monfils,39,13,Feliciano Lopez,1,13,39,0,26
2010-02-01,2010,Hard,Stephane Robert,David Ferrer,100,18,Stephane Robert,1,18,100,0,82
2010-02-01,2010,Hard,Feliciano Lopez,Stephane Robert,39,100,Stephane Robert,0,39,100,1,61
2010-02-01,2010,Clay,Fernando Gonzalez,Oscar Hernandez,11,71,Oscar Hernandez,0,11,71,1,60
2010-02-01,2010,Clay,Ruben Ramirez Hidalgo,Victor Crivoi,156,120,Ruben Ramirez Hidalgo,1,120,156,0,36
2010-02-01,2010,Clay,Marcel Granollers,Martin Vassallo Arguello,112,99,Marcel Granollers,1,99,112,0,13
2010-02-01,2010,Clay,Lukasz Kubot,Horacio Zeballos,61,51,Lukasz Kubot,1,51,61,0,10
2010-02-01,2010,Clay,Thomaz Bellucci,Nicolas Lapentti,35,97,Nicolas Lapentti,0,35,97,1,62
2010-02-01,2010,Clay,Paul Capdeville,Cristobal Saavedra Corvalan,143,395,Cristobal Saavedra Corvalan,0,143,395,1,252
2010-02-01,2010,Clay,Eduardo Schwank,Paolo Lorenzi,79,86,Paolo Lorenzi,0,79,86,1,7
2010-02-01,2010,Clay,Jose Acasuso,Hans Podlipnik Castillo,49,517,Hans Podlipnik Castillo,0,49,517,1,468
2010-02-01,2010,Clay,Joao Souza,Simon Greul,208,63,Joao Souza,1,63,208,0,145
2010-02-01,2010,Clay,Pere Riba,Santiago Ventura,119,107,Pere Riba,1,107,119,0,12
2010-02-01,2010,Clay,Alberto Martin,Marcos Daniel,129,89,Alberto Martin,1,89,129,0,40
2010-02-01,2010,Clay,Ricardo Mello,Pablo Cuevas,138,47,Ricardo Mello,1,47,138,0,91
2010-02-01,2010,Clay,Peter Luczak,Potito Starace,73,64,Peter Luczak,1,64,73,0,9
2010-02-01,2010,Clay,David Marrero,Juan Martin Aranguren,158,257,Juan Martin Aranguren,0,158,257,1,99
2010-02-01,2010,Clay,Juan Ignacio Chela,Jorge Aguilar,77,223,Jorge Aguilar,0,77,223,1,146
2010-02-01,2010,Clay,Juan Monaco,Nicolas Massu,29,98,Nicolas Massu,0,29,98,1,69
2010-02-01,2010,Clay,Fernando Gonzalez,Ruben Ramirez Hidalgo,11,156,Ruben Ramirez Hidalgo,0,11,156,1,145
2010-02-01,2010,Clay,Marcel Granollers,Lukasz Kubot,112,61,Marcel Granollers,1,61,112,0,51
2010-02-01,2010,Clay,Thomaz Bellucci,Paul Capdeville,35,143,Paul Capdeville,0,35,143,1,108
2010-02-01,2010,Clay,Eduardo Schwank,Jose Acasuso,79,49,Eduardo Schwank,1,49,79,0,30
2010-02-01,2010,Clay,Joao Souza,Pere Riba,208,119,Joao Souza,1,119,208,0,89
2010-02-01,2010,Clay,Alberto Martin,Ricardo Mello,129,138,Ricardo Mello,0,129,138,1,9
2010-02-01,2010,Clay,Peter Luczak,David Marrero,73,158,David Marrero,0,73,158,1,85
2010-02-01,2010,Clay,Juan Monaco,Juan Ignacio Chela,29,77,Juan Ignacio Chela,0,29,77,1,48
2010-02-01,2010,Clay,Fernando Gonzalez,Marcel Granollers,11,112,Marcel Granollers,0,11,112,1,101
2010-02-01,2010,Clay,Thomaz Bellucci,Eduardo Schwank,35,79,Eduardo Schwank,0,35,79,1,44
2010-02-01,2010,Clay,Joao Souza,Alberto Martin,208,129,Joao Souza,1,129,208,0,79
2010-02-01,2010,Clay,Juan Monaco,Peter Luczak,29,73,Peter Luczak,0,29,73,1,44
2010-02-01,2010,Clay,Thomaz Bellucci,Fernando Gonzalez,35,11,Thomaz Bellucci,1,11,35,0,24
2010-02-01,2010,Clay,Juan Monaco,Joao Souza,29,208,Joao Souza,0,29,208,1,179
2010-02-01,2010,Clay,Thomaz Bellucci,Juan Monaco,35,29,Thomaz Bellucci,1,29,35,0,6
2010-02-01,2010,Hard,Marin Cilic,Jan Hajek,10,81,Jan Hajek,0,10,81,1,71
2010-02-01,2010,Hard,Daniel Koellerer,Andrey Golubev,75,105,Andrey Golubev,0,75,105,1,30
2010-02-01,2010,Hard,Alexandre Sidorenko,Ruben Bemelmans,187,191,Ruben Bemelmans,0,187,191,1,4
2010-02-01,2010,Hard,Ivo Karlovic,Antonio Veic,33,183,Antonio Veic,0,33,183,1,150
2010-02-01,2010,Hard,Jurgen Melzer,Daniel Brands,32,93,Daniel Brands,0,32,93,1,61
2010-02-01,2010,Hard,Olivier Rochus,Igor Kunitsyn,56,90,Igor Kunitsyn,0,56,90,1,34
2010-02-01,2010,Hard,Illya Marchenko,Simone Bolelli,102,109,Simone Bolelli,0,102,109,1,7
2010-02-01,2010,Hard,Ivan Dodig,Evgeny Korolev,153,50,Ivan Dodig,1,50,153,0,103
2010-02-01,2010,Hard,Michael Berrer,Janko Tipsarevic,65,36,Michael Berrer,1,36,65,0,29
2010-02-01,2010,Hard,Petar Jelenic,Ilija Bozoljac,544,176,Petar Jelenic,1,176,544,0,368
2010-02-01,2010,Hard,Mikhail Kukushkin,Mischa Zverev,124,82,Mikhail Kukushkin,1,82,124,0,42
2010-02-01,2010,Hard,Viktor Troicki,Rainer Schuettler,31,96,Rainer Schuettler,0,31,96,1,65
2010-02-01,2010,Hard,Benjamin Becker,Andreas Vinciguerra,41,242,Andreas Vinciguerra,0,41,242,1,201
2010-02-01,2010,Hard,Philipp Petzschner,Christophe Rochus,84,87,Christophe Rochus,0,84,87,1,3
2010-02-01,2010,Hard,Lukas Lacko,Denis Istomin,72,91,Denis Istomin,0,72,91,1,19
2010-02-01,2010,Hard,Ivan Ljubicic,Arnaud Clement,24,60,Arnaud Clement,0,24,60,1,36
2010-02-01,2010,Hard,Marin Cilic,Daniel Koellerer,10,75,Daniel Koellerer,0,10,75,1,65
2010-02-01,2010,Hard,Ivo Karlovic,Alexandre Sidorenko,33,187,Alexandre Sidorenko,0,33,187,1,154
2010-02-01,2010,Hard,Jurgen Melzer,Olivier Rochus,32,56,Olivier Rochus,0,32,56,1,24
2010-02-01,2010,Hard,Illya Marchenko,Ivan Dodig,102,153,Ivan Dodig,0,102,153,1,51
2010-02-01,2010,Hard,Michael Berrer,Petar Jelenic,65,544,Petar Jelenic,0,65,544,1,479
2010-02-01,2010,Hard,Viktor Troicki,Mikhail Kukushkin,31,124,Mikhail Kukushkin,0,31,124,1,93
2010-02-01,2010,Hard,Philipp Petzschner,Benjamin Becker,84,41,Philipp Petzschner,1,41,84,0,43
2010-02-01,2010,Hard,Lukas Lacko,Ivan Ljubicic,72,24,Lukas Lacko,1,24,72,0,48
2010-02-01,2010,Hard,Marin Cilic,Ivo Karlovic,10,33,Ivo Karlovic,0,10,33,1,23
2010-02-01,2010,Hard,Jurgen Melzer,Illya Marchenko,32,102,Illya Marchenko,0,32,102,1,70
2010-02-01,2010,Hard,Michael Berrer,Viktor Troicki,65,31,Michael Berrer,1,31,65,0,34
2010-02-01,2010,Hard,Philipp Petzschner,Lukas Lacko,84,72,Philipp Petzschner,1,72,84,0,12
2010-02-01,2010,Hard,Marin Cilic,Jurgen Melzer,10,32,Jurgen Melzer,0,10,32,1,22
2010-02-01,2010,Hard,Michael Berrer,Philipp Petzschner,65,84,Philipp Petzschner,0,65,84,1,19
2010-02-01,2010,Hard,Marin Cilic,Michael Berrer,10,65,Michael Berrer,0,10,65,1,55
2010-02-08,2010,Clay,Juan Carlos Ferrero,Eduardo Schwank,22,74,Eduardo Schwank,0,22,74,1,52
2010-02-08,2010,Clay,Nicolas Massu,Rogerio Dutra Silva,99,308,Rogerio Dutra Silva,0,99,308,1,209
2010-02-08,2010,Clay,Juan Ignacio Chela,Peter Luczak,80,72,Juan Ignacio Chela,1,72,80,0,8
2010-02-08,2010,Clay,Carlos Berlocq,Ricardo Hocevar,295,190,Carlos Berlocq,1,190,295,0,105
2010-02-08,2010,Clay,Thomaz Bellucci,Thiago Alves,28,131,Thiago Alves,0,28,131,1,103
2010-02-08,2010,Clay,Daniel Gimeno Traver,Santiago Ventura,81,108,Santiago Ventura,0,81,108,1,27
2010-02-08,2010,Clay,Ricardo Mello,Paolo Lorenzi,135,84,Ricardo Mello,1,84,135,0,51
2010-02-08,2010,Clay,Victor Hanescu,Joao Souza,44,155,Joao Souza,0,44,155,1,111
2010-02-08,2010,Clay,Pablo Cuevas,Filippo Volandri,50,211,Filippo Volandri,0,50,211,1,161
2010-02-08,2010,Clay,Frederico Gil,Pablo Andujar,88,163,Pablo Andujar,0,88,163,1,75
2010-02-08,2010,Clay,Rui Machado,Marcos Daniel,124,89,Rui Machado,1,89,124,0,35
2010-02-08,2010,Clay,Igor Andreev,Potito Starace,41,65,Potito Starace,0,41,65,1,24
2010-02-08,2010,Clay,Marcel Granollers,Horacio Zeballos,105,49,Marcel Granollers,1,49,105,0,56
2010-02-08,2010,Clay,Fabio Fognini,Martin Vassallo Arguello,57,102,Martin Vassallo Arguello,0,57,102,1,45
2010-02-08,2010,Clay,Lukasz Kubot,Oscar Hernandez,56,75,Oscar Hernandez,0,56,75,1,19
2010-02-08,2010,Clay,Albert Montanes,Simon Greul,30,64,Simon Greul,0,30,64,1,34
2010-02-08,2010,Clay,Juan Carlos Ferrero,Nicolas Massu,22,99,Nicolas Massu,0,22,99,1,77
2010-02-08,2010,Clay,Carlos Berlocq,Juan Ignacio Chela,295,80,Carlos Berlocq,1,80,295,0,215
2010-02-08,2010,Clay,Thomaz Bellucci,Daniel Gimeno Traver,28,81,Daniel Gimeno Traver,0,28,81,1,53
2010-02-08,2010,Clay,Ricardo Mello,Victor Hanescu,135,44,Ricardo Mello,1,44,135,0,91
2010-02-08,2010,Clay,Pablo Cuevas,Frederico Gil,50,88,Frederico Gil,0,50,88,1,38
2010-02-08,2010,Clay,Igor Andreev,Rui Machado,41,124,Rui Machado,0,41,124,1,83
2010-02-08,2010,Clay,Fabio Fognini,Marcel Granollers,57,105,Marcel Granollers,0,57,105,1,48
2010-02-08,2010,Clay,Lukasz Kubot,Albert Montanes,56,30,Lukasz Kubot,1,30,56,0,26
2010-02-08,2010,Clay,Juan Carlos Ferrero,Carlos Berlocq,22,295,Carlos Berlocq,0,22,295,1,273
2010-02-08,2010,Clay,Ricardo Mello,Thomaz Bellucci,135,28,Ricardo Mello,1,28,135,0,107
2010-02-08,2010,Clay,Igor Andreev,Pablo Cuevas,41,50,Pablo Cuevas,0,41,50,1,9
2010-02-08,2010,Clay,Lukasz Kubot,Fabio Fognini,56,57,Fabio Fognini,0,56,57,1,1
2010-02-08,2010,Clay,Juan Carlos Ferrero,Ricardo Mello,22,135,Ricardo Mello,0,22,135,1,113
2010-02-08,2010,Clay,Lukasz Kubot,Igor Andreev,56,41,Lukasz Kubot,1,41,56,0,15
2010-02-08,2010,Clay,Juan Carlos Ferrero,Lukasz Kubot,22,56,Lukasz Kubot,0,22,56,1,34
2010-02-08,2010,Hard,Novak Djokovic,Sergiy Stakhovsky,2,69,Sergiy Stakhovsky,0,2,69,1,67
2010-02-08,2010,Hard,Marco Chiudinelli,Michael Llodra,54,70,Michael Llodra,0,54,70,1,16
2010-02-08,2010,Hard,Florian Mayer,Janko Tipsarevic,63,37,Florian Mayer,1,37,63,0,26
2010-02-08,2010,Hard,Tommy Robredo,Robin Haase,15,361,Robin Haase,0,15,361,1,346
2010-02-08,2010,Hard,Gael Monfils,Olivier Rochus,13,55,Olivier Rochus,0,13,55,1,42
2010-02-08,2010,Hard,Thiemo De Bakker,Jan Hajek,82,83,Jan Hajek,0,82,83,1,1
2010-02-08,2010,Hard,Marsel Ilhan,Guillermo Garcia Lopez,138,47,Marsel Ilhan,1,47,138,0,91
2010-02-08,2010,Hard,Mikhail Youzhny,Andrey Golubev,20,106,Andrey Golubev,0,20,106,1,86
2010-02-08,2010,Hard,Julien Benneteau,Ivan Ljubicic,38,24,Julien Benneteau,1,24,38,0,14
2010-02-08,2010,Hard,Michael Berrer,Arnaud Clement,62,61,Michael Berrer,1,61,62,0,1
2010-02-08,2010,Hard,Igor Sijsling,Mischa Zverev,245,92,Igor Sijsling,1,92,245,0,153
2010-02-08,2010,Hard,Robin Soderling,Florent Serra,8,60,Florent Serra,0,8,60,1,52
2010-02-08,2010,Hard,Jurgen Melzer,Viktor Troicki,32,34,Viktor Troicki,0,32,34,1,2
2010-02-08,2010,Hard,Andreas Seppi,Stephane Bohli,46,142,Stephane Bohli,0,46,142,1,96
2010-02-08,2010,Hard,Marcos Baghdatis,James Blake,36,52,James Blake,0,36,52,1,16
2010-02-08,2010,Hard,Nikolay Davydenko,Feliciano Lopez,6,33,Feliciano Lopez,0,6,33,1,27
2010-02-08,2010,Hard,Novak Djokovic,Marco Chiudinelli,2,54,Marco Chiudinelli,0,2,54,1,52
2010-02-08,2010,Hard,Florian Mayer,Tommy Robredo,63,15,Florian Mayer,1,15,63,0,48
2010-02-08,2010,Hard,Gael Monfils,Thiemo De Bakker,13,82,Thiemo De Bakker,0,13,82,1,69
2010-02-08,2010,Hard,Mikhail Youzhny,Marsel Ilhan,20,138,Marsel Ilhan,0,20,138,1,118
2010-02-08,2010,Hard,Julien Benneteau,Michael Berrer,38,62,Michael Berrer,0,38,62,1,24
2010-02-08,2010,Hard,Robin Soderling,Igor Sijsling,8,245,Igor Sijsling,0,8,245,1,237
2010-02-08,2010,Hard,Jurgen Melzer,Andreas Seppi,32,46,Andreas Seppi,0,32,46,1,14
2010-02-08,2010,Hard,Nikolay Davydenko,Marcos Baghdatis,6,36,Marcos Baghdatis,0,6,36,1,30
2010-02-08,2010,Hard,Novak Djokovic,Florian Mayer,2,63,Florian Mayer,0,2,63,1,61
2010-02-08,2010,Hard,Mikhail Youzhny,Gael Monfils,20,13,Mikhail Youzhny,1,13,20,0,7
2010-02-08,2010,Hard,Robin Soderling,Julien Benneteau,8,38,Julien Benneteau,0,8,38,1,30
2010-02-08,2010,Hard,Nikolay Davydenko,Jurgen Melzer,6,32,Jurgen Melzer,0,6,32,1,26
2010-02-08,2010,Hard,Mikhail Youzhny,Novak Djokovic,20,2,Mikhail Youzhny,1,2,20,0,18
2010-02-08,2010,Hard,Robin Soderling,Nikolay Davydenko,8,6,Robin Soderling,1,6,8,0,2
2010-02-08,2010,Hard,Robin Soderling,Mikhail Youzhny,8,20,Mikhail Youzhny,0,8,20,1,12
2010-02-08,2010,Hard,Andy Roddick,Ryler Deheart,7,226,Ryler Deheart,0,7,226,1,219
2010-02-08,2010,Hard,Leonardo Mayer,Ernests Gulbis,76,98,Ernests Gulbis,0,76,98,1,22
2010-02-08,2010,Hard,Jarkko Nieminen,Lars Poerschke,129,332,Lars Poerschke,0,129,332,1,203
2010-02-08,2010,Hard,Tomas Berdych,Wayne Odesnik,23,109,Wayne Odesnik,0,23,109,1,86
2010-02-08,2010,Hard,Xavier Malisse,Radek Stepanek,107,14,Xavier Malisse,1,14,107,0,93
2010-02-08,2010,Hard,Michael Russell,Kyu Tae Im,78,202,Kyu Tae Im,0,78,202,1,124
2010-02-08,2010,Hard,Taylor Dent,Alex Bogomolov Jr,77,263,Alex Bogomolov Jr,0,77,263,1,186
2010-02-08,2010,Hard,Sam Querrey,Teymuraz Gabashvili,31,103,Teymuraz Gabashvili,0,31,103,1,72
2010-02-08,2010,Hard,Philipp Kohlschreiber,Rajeev Ram,29,79,Rajeev Ram,0,29,79,1,50
2010-02-08,2010,Hard,Dudi Sela,Santiago Giraldo,45,100,Santiago Giraldo,0,45,100,1,55
2010-02-08,2010,Hard,Denis Istomin,Ryan Harrison,96,326,Ryan Harrison,0,96,326,1,230
2010-02-08,2010,Hard,Tommy Haas,Devin Britton,17,1461,Devin Britton,0,17,1461,1,1444
2010-02-08,2010,Hard,Bjorn Phau,Jeremy Chardy,126,42,Bjorn Phau,1,42,126,0,84
2010-02-08,2010,Hard,Ricardas Berankis,Robby Ginepri,255,101,Ricardas Berankis,1,101,255,0,154
2010-02-08,2010,Hard,Benjamin Becker,Tim Smyczek,40,304,Tim Smyczek,0,40,304,1,264
2010-02-08,2010,Hard,Fernando Verdasco,Yen Hsun Lu,11,113,Yen Hsun Lu,0,11,113,1,102
2010-02-08,2010,Hard,Andy Roddick,Leonardo Mayer,7,76,Leonardo Mayer,0,7,76,1,69
2010-02-08,2010,Hard,Tomas Berdych,Jarkko Nieminen,23,129,Jarkko Nieminen,0,23,129,1,106
2010-02-08,2010,Hard,Michael Russell,Xavier Malisse,78,107,Xavier Malisse,0,78,107,1,29
2010-02-08,2010,Hard,Sam Querrey,Taylor Dent,31,77,Taylor Dent,0,31,77,1,46
2010-02-08,2010,Hard,Philipp Kohlschreiber,Dudi Sela,29,45,Dudi Sela,0,29,45,1,16
2010-02-08,2010,Hard,Denis Istomin,Tommy Haas,96,17,Denis Istomin,1,17,96,0,79
2010-02-08,2010,Hard,Ricardas Berankis,Bjorn Phau,255,126,Ricardas Berankis,1,126,255,0,129
2010-02-08,2010,Hard,Fernando Verdasco,Benjamin Becker,11,40,Benjamin Becker,0,11,40,1,29
2010-02-08,2010,Hard,Andy Roddick,Tomas Berdych,7,23,Tomas Berdych,0,7,23,1,16
2010-02-08,2010,Hard,Sam Querrey,Michael Russell,31,78,Michael Russell,0,31,78,1,47
2010-02-08,2010,Hard,Denis Istomin,Philipp Kohlschreiber,96,29,Denis Istomin,1,29,96,0,67
2010-02-08,2010,Hard,Fernando Verdasco,Ricardas Berankis,11,255,Ricardas Berankis,0,11,255,1,244
2010-02-08,2010,Hard,Andy Roddick,Sam Querrey,7,31,Sam Querrey,0,7,31,1,24
2010-02-08,2010,Hard,Fernando Verdasco,Denis Istomin,11,96,Denis Istomin,0,11,96,1,85
2010-02-08,2010,Hard,Fernando Verdasco,Andy Roddick,11,7,Fernando Verdasco,1,7,11,0,4
2010-02-15,2010,Clay,David Ferrer,Simon Greul,19,60,Simon Greul,0,19,60,1,41
2010-02-15,2010,Clay,Frederico Gil,Peter Luczak,109,72,Frederico Gil,1,72,109,0,37
2010-02-15,2010,Clay,Marcel Granollers,Diego Junqueira,105,187,Diego Junqueira,0,105,187,1,82
2010-02-15,2010,Clay,Igor Andreev,Fabio Fognini,38,57,Fabio Fognini,0,38,57,1,19
2010-02-15,2010,Clay,Daniel Gimeno Traver,Nicolas Almagro,80,26,Daniel Gimeno Traver,1,26,80,0,54
2010-02-15,2010,Clay,David Nalbandian,Potito Starace,140,63,David Nalbandian,1,63,140,0,77
2010-02-15,2010,Clay,Pablo Andujar,Oscar Hernandez,161,76,Pablo Andujar,1,76,161,0,85
2010-02-15,2010,Clay,Albert Montanes,Pablo Cuevas,30,50,Pablo Cuevas,0,30,50,1,20
2010-02-15,2010,Clay,Horacio Zeballos,Gaston Gaudio,52,174,Gaston Gaudio,0,52,174,1,122
2010-02-15,2010,Clay,Carlos Moya,Filippo Volandri,507,205,Carlos Moya,1,205,507,0,302
2010-02-15,2010,Clay,Juan Ignacio Chela,Richard Gasquet,83,54,Juan Ignacio Chela,1,54,83,0,29
2010-02-15,2010,Clay,Juan Monaco,Lukasz Kubot,27,48,Lukasz Kubot,0,27,48,1,21
2010-02-15,2010,Clay,Victor Hanescu,Eduardo Schwank,45,81,Eduardo Schwank,0,45,81,1,36
2010-02-15,2010,Clay,Santiago Ventura,Daniel Koellerer,106,74,Santiago Ventura,1,74,106,0,32
2010-02-15,2010,Clay,Marcos Daniel,Paolo Lorenzi,86,91,Paolo Lorenzi,0,86,91,1,5
2010-02-15,2010,Clay,Juan Carlos Ferrero,Ricardo Mello,22,113,Ricardo Mello,0,22,113,1,91
2010-02-15,2010,Clay,David Ferrer,Frederico Gil,19,109,Frederico Gil,0,19,109,1,90
2010-02-15,2010,Clay,Igor Andreev,Marcel Granollers,38,105,Marcel Granollers,0,38,105,1,67
2010-02-15,2010,Clay,David Nalbandian,Daniel Gimeno Traver,140,80,David Nalbandian,1,80,140,0,60
2010-02-15,2010,Clay,Albert Montanes,Pablo Andujar,30,161,Pablo Andujar,0,30,161,1,131
2010-02-15,2010,Clay,Horacio Zeballos,Carlos Moya,52,507,Carlos Moya,0,52,507,1,455
2010-02-15,2010,Clay,Juan Monaco,Juan Ignacio Chela,27,83,Juan Ignacio Chela,0,27,83,1,56
2010-02-15,2010,Clay,Santiago Ventura,Victor Hanescu,106,45,Santiago Ventura,1,45,106,0,61
2010-02-15,2010,Clay,Juan Carlos Ferrero,Marcos Daniel,22,86,Marcos Daniel,0,22,86,1,64
2010-02-15,2010,Clay,David Ferrer,Igor Andreev,19,38,Igor Andreev,0,19,38,1,19
2010-02-15,2010,Clay,Albert Montanes,David Nalbandian,30,140,David Nalbandian,0,30,140,1,110
2010-02-15,2010,Clay,Juan Monaco,Horacio Zeballos,27,52,Horacio Zeballos,0,27,52,1,25
2010-02-15,2010,Clay,Juan Carlos Ferrero,Santiago Ventura,22,106,Santiago Ventura,0,22,106,1,84
2010-02-15,2010,Clay,David Ferrer,Albert Montanes,19,30,Albert Montanes,0,19,30,1,11
2010-02-15,2010,Clay,Juan Carlos Ferrero,Juan Monaco,22,27,Juan Monaco,0,22,27,1,5
2010-02-15,2010,Clay,Juan Carlos Ferrero,David Ferrer,22,19,Juan Carlos Ferrero,1,19,22,0,3
2010-02-15,2010,Hard,Sergiy Stakhovsky,Simone Bolelli,69,110,Simone Bolelli,0,69,110,1,41
2010-02-15,2010,Hard,Michael Llodra,Edouard Roger Vasselin,79,151,Edouard Roger Vasselin,0,79,151,1,72
2010-02-15,2010,Hard,Marcos Baghdatis,Daniel Brands,36,96,Daniel Brands,0,36,96,1,60
2010-02-15,2010,Hard,Mischa Zverev,David Guez,92,135,David Guez,0,92,135,1,43
2010-02-15,2010,Hard,Yannick Mertens,Jan Hajek,271,84,Yannick Mertens,1,84,271,0,187
2010-02-15,2010,Hard,Guillaume Rufin,Laurent Recouderc,154,139,Guillaume Rufin,1,139,154,0,15
2010-02-15,2010,Hard,Julien Benneteau,Stephane Bohli,39,143,Stephane Bohli,0,39,143,1,104
2010-02-15,2010,Hard,Florent Serra,Igor Kunitsyn,59,90,Igor Kunitsyn,0,59,90,1,31
2010-02-15,2010,Hard,Andreas Seppi,Arnaud Clement,46,62,Arnaud Clement,0,46,62,1,16
