Name,Sex,Age,BodyweightKg,BenchKg,SquatKg,DeadliftKg
Kristen Vilchek,F,25,65.5,77.5,142.5,155
Alex Adams #1,F,25,74.2,77.5,137.5,177.5
Megan Walton #1,F,25,81.8,70,127.5,162.5
Yelena Espinoza,F,25,55.4,110,170,227.5
Madison Riebe,F,25,74.1,105,182.5,195
Amy Martinez,F,25,66.9,67.5,130,137.5
Sylvia Cruz,F,25,69.4,55,110,112.5
Emberly Infante,F,25,58.8,85,132.5,160
Nicole Martorella,F,25,59.8,70,117.5,117.5
Rachel Zenk,F,25,50.8,77.5,115,115
Tiffany Baxter,F,25,56.7,87.5,140,165
Cierra Laxton,F,25,85.7,110,165,235
Rebecca Johnson,F,25,52,50,100,115
Jessica Ade,F,25,62.8,65,125,125
Corinna Rosas,F,25,80.3,67.5,147.5,182.5
Brianny Terry,F,25,75.8,132.5,215,272.5
Stacia Cambra,F,25,47.9,93.5,125,170
Haley Hill,F,25,65.95,125,190,205
Lizette Magana,F,25,67.5,60,125,127.5
Samantha Bechard,F,25,55.7,102.5,160,200
Karla Chavez,F,25,71.2,45,115,140
Ayzha Quidit,F,25,90.9,125,207.5,182.5
Navi Kaur,F,25,67.7,57.5,130,160
Khloe Evans,F,25,74.2,65,122.5,160
Vy Scharnikow,F,25,58.1,55,107.5,130
Kaitlyn Ewing,F,25,97.6,77.5,137.5,160
Lexy Nolasco,F,25,107.9,57.5,147.5,160
Natasha Medina,F,25,94.3,72.5,140,155
Hannah Winston,F,25,62.4,52.5,100,107.5
Precious Trejo,F,25,74.1,122.5,207.5,185
Jennessa Labbate,F,25,71.9,117.5,185,225
Megan Miller,F,25,81.2,75,170,182.5
Lidiya Tomchina,F,25,60,55,95,120
Yuliya Pilipchatina,F,25,65.8,60,120,160
Aline Aronsky,F,25,64.8,45,90,105
Francesca Dennis,F,25,82.5,85,120,160
Krissy Ngo,F,25,47.2,47.5,80,115
Amy Pollard,F,25,87.65,55,140,150
Jackie Morgan #1,F,25,59.4,70,130,167.5
Megan Mitner,F,25,74.8,87.5,162.5,175
Olga Nagornaya,F,25,52,40,80,117.5
Anna Karrila,F,25,87.3,130,185,202.5
Vanisa Patel,F,25,63.2,45,92.5,122.5
Sophie Viner,F,25,106.9,52.5,100,125
Nicole Switzer,F,25,73.55,52.5,112.5,140
Bianca Madonia,F,25,55.3,70,142.5,167.5
Kimberly Anderson,F,25,65.6,82.5,132.5,162.5
Anastasiya Tumakova,F,25,51.24,80,110,102.5
Oksana Semenukha,F,25,93.25,97.5,140,150
Yanina Udarova,F,25,50.5,62.5,100,125
Anna Batyrova,F,25,45.24,35,67.5,80
Alina Davydenko,F,25,50.28,55,87.5,85
Kseniya Almasova,F,25,56.68,55,110,122.5
Anna Kornilova,F,25,68.1,65,105,110
Ekaterina Lyapina,F,25,56.55,40,80,112.5
Serafima Shastunova,F,25,62.75,50,90,117.5
Oksana Semenukha,F,25,91.2,100,140,165
Alina Davydenko,F,25,50.3,55,90,100
Elina Chernina,F,25,63.45,37.5,67.5,70
Yana Spinova,F,25,112.15,80,130,130
Zhana Spinova,F,25,105.95,80,110,115
Serafima Shastunova,F,25,66,50,87.5,100
Stella Abataeva,F,25,95.6,142.5,215,235
Anna Rastegaeva,F,25,50.7,35,60,80
Stella Abataeva,F,25,93.15,132.5,190,210
Kseniya Almasova,F,25,62.45,60,112.5,122.5
Olga Sitkova,F,25,49.1,55,110,105
Viktoriya Kazakova #2,F,25,56.5,70,117.5,130
Polina Medvedeva,F,25,56.7,65,125,135
Sakhayana Zakharova,F,25,71.95,67.5,120,125
Olga Sitkova,F,25,50.3,60,110,115
Svetlana Leshchinskaya,F,25,54.4,62.5,110,137.5
Anastasiya Kushnir,F,25,56.32,72.5,105,102.5
Kseniya Bogdasarova,F,25,59.1,72.5,112.5,145
Stella Abataeva,F,25,92,135,190,215
Valentina Sokolova,F,25,56.35,55,67.5,112.5
Jessica Hoyle,F,25,106.7,62.5,125,140
Alexandra Fretwell,F,25,54.8,42.5,65,102.5
Colleen Reid,F,25,61.3,52.5,87.5,110
Katie Dent,F,25,57.4,57.5,100,130
Gemma Bannister,F,25,49.2,40,80,90
Elena Pflüger,F,25,51.9,57.5,82.5,115
Tatjana Abramides,F,25,59.6,75,107.5,152.5
Nathalie Goodson,F,25,60.9,67.5,125,125
Lynn Deacon,F,25,61.8,52.5,95,132.5
Silvia Priore,F,25,46.7,62.5,100,120
Marchi Deborah,F,25,67.4,57.5,110,127.5
Kathryn O Neill,F,25,86.8,70,145,190
Beth Langridge,F,25,46.7,45,80,117.5
Katia Bachmann,F,25,79.5,72.5,122.5,145
Katia Bachmann,F,25,79.5,72.5,122.5,145
Fionnula McHale,F,25,60.6,57.5,95,150
Silvia Priore,F,25,46.8,67.5,105,130
Maria Debono,F,25,53.4,60,100,127.5
Louise Capicotto,F,25,53.8,50,92.5,107.5
Megan Batchelor,F,25,69.9,77.5,112.5,145
Marilin Vezzosi,F,25,55.7,65,100,122.5
Suzanne Kavanagh,F,25,66.4,40,70,100
Rebecca Jones #3,F,25,62,75,155,170
Lesley Shinnick,F,25,75.6,65,137.5,140
Michelle James,F,25,58.5,42.5,77.5,140
Miriam Sánchez Gutiérrez,F,25,46.32,70.5,100,132.5
Alba Ordóñez Rodríguez,F,25,56.05,75,140,150
Rut Calderón Cortés,F,25,55.26,40,95,102.5
Lucía Herraiz Ferrera,F,25,66.94,55,105,140
Michaela Clouden,F,25,88.72,74.84,140.61,154.22
Madeline Allen,F,25,67.4,77.5,132.5,155
Hannah Jaloma,F,25,65.32,70.31,120.2,147.42
Melissa Franceskino,F,25,59.06,58.97,102.06,136.08
Jacquelyn White,F,25,71.76,61.23,97.52,120.2
Elena Steinmetz,F,25,81.1,65.77,108.86,124.74
Sara Bruce,F,25,66.5,57.5,117.5,132.5
Stephanie Mager,F,25,78.83,108.86,197.31,192.78
Hailey Tucker,F,25,107.23,111.13,226.8,188.24
Jennie Moore,F,25,69.85,63.5,120.2,181.44
Courtney Baker,F,25,76.84,56.7,113.4,149.69
Victoria Conner,F,25,53.16,47.63,88.45,83.91
Melanie Harbaugh,F,25,64.95,47.63,90.72,113.4
Rachel Madryga,F,25,81.47,47.63,111.13,124.74
Zhedan Yuan,F,25,52.25,57,101,139
Selina Förderer,F,25,57.75,57.5,95,125
Puolak Natasha María Del Milagro Stanescu Amézquita,F,25,63.8,55,100,115
Marie Julien,F,25,69.5,55,90,142.5
Clara Diman,F,25,65.2,72.5,125,160
Noe Kesinirat Saritkriang,F,25,55.76,75,130,150
Zoé Coinne,F,25,56.2,85,140,145
Megan Jackson,F,25,74.8,57.5,122.5,157.5
Maddi Skinner,F,25,67.28,75,95,117.5
Jordan Evans #8,F,25,63.3,55,115,145
Jaymie-Lee Lindsy,F,25,63.4,62.5,125,142.5
Rachel Elms,F,25,72,75,150,190
Shanara Howard,F,25,80,52.5,100,117.5
Asher Chatterton,F,25,109.5,85,150,170
Vanessa Sandoval,F,25,65.6,62.5,105,132.5
Ashleigh Jenkins,F,25,72,80,140,160
Emma Smart,F,25,72.95,62.5,127.5,167.5
Taylah Whitaker,F,25,65.7,67.5,125,160
Arna Keily,F,25,74.85,67.5,125,135
Hailey Hill,F,25,73.6,82.5,175,172.5
Michelle Bitmead,F,25,72.2,70,120,170
Emma Banks,F,25,66.45,62.5,127.5,152.5
Sujal Shrestha,F,25,56,67.5,110,110
Jordan Evans #8,F,25,62.6,50,112.5,155
Jessica Hales,F,25,63.5,52.5,115,125
Stephanie Cox,F,25,75.8,80,130,147.5
Tayla Kaulins,F,25,83.66,52.5,122.5,145
Yaroslava Karpukhina,F,25,47.6,47.5,90,110
Viktoriya Sidorova,F,25,50.6,40,72.5,87.5
Polina Barannik,F,25,55.5,55,90,150
Elizaveta Smirnova,F,25,48,47.5,80,117.5
Diana Sultanova,F,25,66.7,45,100,140
Yuliya Vizgina,F,25,59.2,67.5,120,130
Elizaveta Smirnova,F,25,48,47.5,80,117.5
Diana Sultanova,F,25,66.7,45,100,140
Kelly Paszkowski,F,25,59.7,62.5,135,165
Beatrice Macrohon,F,25,67.5,45,100,120
Doireann Clarke,F,25,75.3,65,142.5,150
Dawn Robinson,F,25,56.2,37.5,75,102.5
Sarah Collins Kaufmann,F,25,74.6,100,152.5,207.5
Louise Kershaw,F,25,86,60,145,140
Elizabeth Mulligan,F,25,97.4,57.5,130,135
Tara O'Malley,F,25,86.8,52.5,105,125
Cathy Fitzgerald,F,25,67,47.5,100,130
Lucia Lig Kennedy,F,25,71.2,45,85,100
Siddy Atem,F,25,63.5,65,143,165
Guadalupe Cabral,F,25,56.2,85,122.5,172.5
Maria Fernanda Melendez Marin,F,25,57,67.5,125,157.5
Ana Victoria Rivera Gonzalez,F,25,68.2,47.5,95,115
Maira Ramirez,F,25,73.8,47.5,90,112.5
Ashley Benavides,F,25,102.9,85,147.5,170
Maritza Torres,F,25,74.3,60,142.5,160
Kayla Maya,F,25,80,90,145,170
Hailey Poisal,F,25,70.6,60,102.5,122.5
Morelia Ayala,F,25,63,52.5,100,137.5
Sanober Brar,F,25,109.9,75,132.5,180
Lindsey Thompson,F,25,75,57.5,95,120
Leah Owens,F,25,81.1,60,115,130
DeAnna Andrews,F,25,65,65,125,142.5
Isabella Morrow,F,25,51.2,40,85,117.5
Alejandra Stephenson,F,25,55.4,52.5,110,157.5
Rebecca Albert,F,25,92.2,85,182.5,180
Mercedes Schaerrer,F,25,123,65,160,160
Marley Kennedy,F,25,70.76,45,75,95
Leighton Clower,F,25,55.3,57.5,97.5,122.5
Shelby Harris,F,25,73.5,75,152.5,177.5
Jenna Osterman,F,25,56,62.5,105,135
Emily Nesbitt,F,25,55.75,72.5,125,137.5
Amelia Cosco,F,25,74.2,90,150,152.5
Sommer Al Jishi,F,25,57.4,30,87.5,120
Talia Marie Vaughan,F,25,66.3,70,120,145
Bailey Rickels,F,25,88.8,65,102.5,105
Pita German,F,25,66.9,60,120,145
Shelly O'Neil,F,25,43,42.5,75,97.5
Ruby Lee,F,25,74.8,57.5,155,152.5
Rachel Geyer,F,25,70.2,57.5,95,122.5
Stephanie McCullough,F,25,56,72.5,142.5,162.5
Lauren Cochran,F,25,57.4,52.5,90,125
Catherine Flynn,F,25,63.1,57.5,122.5,125
Ria Peralta,F,25,78.9,72.5,125,150
Christine Busha,F,25,56.7,47.5,60,95
Ray Ray Ayala,F,25,66.4,65,110,150
Okzana Rangel,F,25,57.5,42.5,102.5,125
Kathryn Mabe,F,25,67.4,82.5,145,165
Alexandra Posada,F,25,96.1,62.5,120,155
Dreannan McConnell,F,25,74.5,60,142.5,150
Jessica Santos,F,25,59.4,57.5,127.5,145
Rebeca Torres,F,25,60,62.5,100,142.5
Jordyn Razo,F,25,58.9,52.5,90,117.5
Kayla Sides,F,25,64.3,60,100,140
Jerileen Rae Ho,F,25,82.8,80,125,140
Tiffany Staggs,F,25,51.4,37.5,45,52.5
Ashlyn Barbieri,F,25,69.25,60,102.5,137.5
Stephanie Chea,F,25,80.51,65,125,165
Sara Ghalayini,F,25,78.38,75,107.5,157.5
Anneliese Spence,F,25,65,57.5,70,110
Abigail Hovorka,F,25,103.7,100,185,170
Shaunynai Weatherly,F,25,67.31,52.5,77.5,140
Brittney Barksdale,F,25,80.6,102.5,185,193.5
Karisa Jaime,F,25,66.6,55,105,125
Kelsey Hirte,F,25,73.7,67.5,130,160
Stephanie Kazior,F,25,70.8,60,95,117.5
Celeste Perez,F,25,66.5,70,147.5,182.5
Brittney Lott,F,25,102.8,97.5,167.5,192.5
Jodie Du,F,25,47.9,45,67.5,75
Michelle Kim,F,25,59.8,70,135,152.5
Estela Silva,F,25,59.9,50,112.5,132.5
Veronica Lee,F,25,58.3,40,70,105
Lauren Fevola,F,25,66.5,70,112.5,117.5
Jessica Chandler,F,25,70.2,45,97.5,112.5
Melissa Diaz,F,25,59.6,55,100,120
Hailey Leighton,F,25,72.1,55,102.5,105
Jessica Boerman,F,25,64.2,60,105,125
Megan Thorpe,F,25,60,65,100,127.5
Rosa Hur,F,25,64.85,50,92.5,110
Sabrine Laaribi,F,25,52.9,62.5,120,135
Sabrina Desaulniers,F,25,73.3,67.5,100,117.5
Jane Lee,F,25,58,62.5,105,137.5
Ashli Santos,F,25,74.2,72.5,132.5,165
Selene Ngov,F,25,47.8,50,70,125
Katherine Morales,F,25,54.8,47.5,100,107.5
Lendle Ragasa,F,25,53.4,47.5,87.5,102.5
Hareem Gauhar,F,25,66.2,40,95,105
Dayana Barreto,F,25,72,47.5,97.5,132.5
Christina Ngo,F,25,45.4,47.5,102.5,120
Aimee Steel,F,25,56.1,62.5,102.5,130
Samantha Paden,F,25,79.7,70,117.5,137.5
Jessica Extine,F,25,89.5,90,182.5,205
Amanda Carillo,F,25,54,47.5,82.5,110
Aja Price,F,25,73.1,92.5,160,177.5
Collete Davis,F,25,50.9,57.5,97.5,112.5
Alexa Ayala,F,25,51.9,45,87.5,112.5
Leann Baker,F,25,56.5,50,92.5,150
Erika Hipwell,F,25,64.5,70,82.5,127.5
Rachel Miller,F,25,58.5,60,102.5,132.5
Angie Gutierrez,F,25,58.4,37.5,92.5,125
Hannah Cantu,F,25,65.8,67.5,117.5,130
Hunter Young #2,F,25,69.9,47.5,82.5,115
Lauren Kelly,F,25,54.7,47.5,60,92.5
Hannah Mullett,F,25,114.7,67.5,110,137.5
Miranda Ramos,F,25,54.9,60,110,130
Toni Lynn Kirby,F,25,59.87,62.5,100,122.5
Noemi Villalobos,F,25,51.4,52.5,110,152.5
Winona Umali,F,25,55.2,70,115,187.5
Alyssa Wu,F,25,58.7,77.5,145,155
Joslyn Normandin,F,25,64.6,65,130,142.5
Brittany Hasson,F,25,68.7,67.5,130,140
Amira Lamb,F,25,77.4,85,157.5,167.5
Bonnie Hogue,F,25,122.6,85,217.5,167.5
Brook McKeown,F,25,103,65,112.5,115
Valona Aliu,F,25,55.3,50,115,137.5
Ashlie Coady,F,25,81.6,57.5,110,145
Carrie Althoff,F,25,59,67.5,127.5,147.5
Tera Hernandez,F,25,61.2,57.5,105,147.5
Randi Meyer,F,25,66.1,67.5,100,100
Sidra Morris,F,25,88.5,75,147.5,165
Rachel Wood,F,25,49.3,55,102.5,117.5
Marshelle Johnston,F,25,55.8,50,107.5,122.5
Kathryn Serravo,F,25,54.65,45,85,130
Jonalyn Barcarse,F,25,53.6,87.5,120,167.5
Melissa Freeman,F,25,69.4,57.5,115,150
Hana Yates,F,25,72.6,60,115,155
Sydney Bucher,F,25,59.8,60,107.5,122.5
Karley Dobis,F,25,66.2,57.5,100,137.5
Jane Fiordeliso,F,25,62.9,77.5,125,170
Lexy Nolasco,F,25,103,57.5,130,155
Rachel Zajac,F,25,55.2,70,95,137.5
Zahraa Al-Alak,F,25,55.95,42.5,75,110
Brianna Durand,F,25,71.1,85,132.5,125
Olivia Milton,F,25,55.25,50,72.5,115
Carolina Limon,F,25,47.5,53,115,125
Sheri Styles,F,25,71.4,70,125,182.5
Ellen Carpenter,F,25,63,55,90,120
Ashlee Litchfield,F,25,71.9,55,90,120
Jenae O'Neil,F,25,80.9,62.5,112.5,147.5
Rebekah Heiland,F,25,53.5,60,125,140
Kelley Huff,F,25,67.22,45,95,110
Anastacia Cantu,F,25,70,77.5,130,137.5
Nadia Gonzalez,F,25,75,35,57.5,102.5
Clarissa Archer,F,25,89.6,70,142.5,147.5
Alexis Fry,F,25,56,42.5,92.5,120
Kristine Countryman,F,25,73.3,67.5,110,140
Megan Valencia,F,25,54.7,42.5,75,102.5
Shannon Woo,F,25,59.4,60,107.5,157.5
Mikenna Kossow,F,25,59.7,60,107.5,120
Cynthia Leu,F,25,65.75,80,150,175
Monica Benavides #2,F,25,66.5,55,125,127.5
Marissa Charlson,F,25,67.2,55,115,135
Romelyne Reasonda,F,25,51.4,37.5,85,102.5
Kelli Duren,F,25,65.41,57.5,127.5,165
Rachael Seath,F,25,80.51,52.5,85,137.5
Hunter Young #2,F,25,67.7,47.5,77.5,112.5
Crystal Perez,F,25,65.9,60,92.5,137.5
Alexandria Copani,F,25,64.5,47.5,80,112.5
Beatriz Rueda,F,25,72.6,60,125,145
Rebecca Foster,F,25,67.4,50,90,125
Megan Lund,F,25,50.98,47.5,77.5,97.5
Tina Daneshmand,F,25,54.88,55,95,147.5
Holly Richardson,F,25,65.77,47.5,90,102.5
Brooklyn Salvatore,F,25,75.4,70,127.5,172.5
Whitney Salvatore,F,25,85.4,77.5,132.5,165
Brooke Yorgesen,F,25,118,100,190,185
Mackenzie Rucker,F,25,68.2,65,92.5,137.5
Raven Sullivan,F,25,81.4,65,137.5,162.5
Erin Bagent,F,25,66.3,57.5,110,135
Glory Justo,F,25,73.94,52.5,100,120
Chelsea Tapoof,F,25,136.3,95,272.5,207.5
Lilyann Napitupulu,F,25,66.1,72.5,130,160
Savannah O'Meara,F,25,80.7,77.5,115,157.5
Erika Garner,F,25,58.6,60,97.5,145
Lauren Meier,F,25,65.6,82.5,132.5,140
Jenna Peoples,F,25,73.1,62.5,115,135
Hailey Habich,F,25,66.4,85,145,160
Maria Kristiana Torregosa,F,25,64.8,45,110,125
Becky Petrie,F,25,50.8,37.5,70,85
Lissette Cornejo,F,25,66,57.5,117.5,130
Brooke Yorgesen,F,25,108,100,187.5,180
Laura Colorado,F,25,60,55,95,115
Melissa Schultz,F,25,54.3,70,95,135
Brittany Williams,F,25,89.2,47.5,102.5,130
Jennifer Bornschein,F,25,62.7,60,107.5,120
Caroline Harpel,F,25,51.4,67.5,120,140
Jonalyn Barcarse,F,25,54.9,85,127.5,175
Maria Sanchez #1,F,25,59,95,145,195
Lynette Hrzich,F,25,58,82.5,125,160
Scarlett Guajala,F,25,59.3,80,132.5,142.5
Lindsey Sowers,F,25,66.2,50,135,160
Destiny Bergara,F,25,74.1,75,167.5,172.5
Rachel Gray,F,25,85.4,92.5,147.5,185
Brie Levy,F,25,96.8,122.5,217.5,215
Adriana Lucha,F,25,98.2,65,127.5,180
Danielle Murray,F,25,58.5,55,97.5,117.5
Kelly Maddox,F,25,55.3,55,97.5,127.5
Edna Ferrer,F,25,67.5,70,130,147.5
Rezshenae Youngblood,F,25,125,67.5,112.5,160
Miracle Collier,F,25,87.7,70,107.5,142.5
Savannah Shields-Binder,F,25,67.2,65,122.5,140
Raychell Torio,F,25,73,70,152.5,142.5
Bayley Quain,F,25,75.4,100,155,142.5
Shreena Chopra,F,25,42.9,47.5,80,102.5
Gwen Baskcomb,F,25,64.8,55,95,132.5
Lauren Fetterhoff,F,25,80.3,65,115,150
Josephine Johnson,F,25,120.8,67.5,172.5,185
Sarah Brandenburg,F,25,51.5,52.5,105,135
Carly O'Dell,F,25,75.2,65,160,170
Diamond Volk,F,25,62.5,70,147.5,175
Sandra Sosa,F,25,65.09,67.5,107.5,132.5
Kimberly Pajarillo,F,25,73.8,75,122.5,157.5
Lauren McAdon,F,25,58.4,57.5,117.5,147.5
Vyvyence Deon,F,25,69.5,37.5,87.5,115
Britany Green,F,25,72.5,55,90,122.5
Kindra Cannon,F,25,61.96,55,80,112.5
Rachel Baxter,F,25,58.75,60,110,142.5
Desiree Morgan,F,25,55.84,62.5,125,155
Ashley Hutchinson,F,25,51.9,60,97.5,122.5
Alora Lopez,F,25,72.8,60,127.5,157.5
Suzanne Dickinson,F,25,76.4,65,95,130
Morgan Woody,F,25,89.2,65,122.5,140
Shelby Horton,F,25,59.6,55,107.5,120
Chinwendu Utom,F,25,65.45,72.5,127.5,155
Courtney Pettenger,F,25,66.22,37.5,95,112.5
Stephani Pullins,F,25,64.6,52.5,107.5,125
Ali Pope,F,25,76.2,47.5,102.5,105
Jessica Dooley,F,25,71,57.5,105,160
Tracy Ushuk,F,25,74.2,55,97.5,117.5
Shiran Raz,F,25,54.7,55,92.5,115
Kathleen Gomes,F,25,73.7,75,145,142.5
Teerika Freeman,F,25,102.95,62.5,137.5,160
Jasmin Brown,F,25,73.2,75,132.5,150
Patricia Caballero,F,25,72.55,62.5,100,145
Koma Bachman,F,25,68.04,60,90,107.5
Angelica Moretti,F,25,105.4,75,132.5,137.5
Nancy Ortiz,F,25,107.1,65,137.5,140
Chelsea Tapoof,F,25,130.4,80,205,187.5
Dennise Carrazco,F,25,51.15,42.5,82.5,137.5
Teela Brewer,F,25,55.5,60,100,122.5
Lauren Fink,F,25,73.4,62.5,112.5,120
Stephanie Figueroa,F,25,81.55,57.5,132.5,137.5
Ashley Newman,F,25,86.55,100,167.5,180
Kelley Seitz,F,25,100.25,70,142.5,155
Caitlyn Woolcott-Rose,F,25,75,65,105,137.5
Erica Strope,F,25,73,87.5,140,152.5
Brooke Combes,F,25,73.1,77.5,127.5,142.5
Natalie Castañeda,F,25,81.6,92.5,170,185
Kelsie Davis,F,25,54.6,55,90,112.5
Alexandra Konstantinou,F,25,58.3,60,122.5,130
Samantha Henke,F,25,66,70,150,190
Avina Duong,F,25,67.2,57.5,125,130
Megan Vaughn,F,25,72.8,75,157.5,167.5
Samantha Norman,F,25,72,75,135,172.5
Tiffany Bent,F,25,79.6,82.5,160,182.5
Kheycie Romero,F,25,85.3,92.5,195,230
Erin Olson,F,25,62.5,45,60,122.5
Yvonne Chang,F,25,74.6,57.5,105,125
Reyna Juarez,F,25,74.9,42.5,115,127.5
Reyna Juarez,F,25,74.9,42.5,115,127.5
Alyssa Keller,F,25,49.4,40,95,122.5
Jessica Biemiller,F,25,64,77.5,105,142.5
Victoria Osuna,F,25,81.2,95,142.5,177.5
Jenny Sutherland,F,25,47.4,60,135,137.5
Tawnya Fox,F,25,69.3,97.5,145,195
Janet Fonseca,F,25,80.6,52.5,107.5,107.5
Lizzie Oppermann,F,25,55.2,45,95,110
Olivia Hasko,F,25,67,57.5,90,107.5
Kendall Podschweit,F,25,80.6,85,155,150
Karson Cormier,F,25,71.5,60,107.5,137.5
Victoria Sellers,F,25,88.4,60,130,150
Abby Highsmith,F,25,58.6,67.5,135,132.5
Janell Valencia,F,25,51.2,47.5,77.5,97.5
Abby Ortiz,F,25,58.9,57.5,97.5,112.5
Heather Hansen,F,25,66.6,52.5,97.5,110
Lauren Fink,F,25,73,75,115,137.5
Brittany Keller,F,25,73.3,42.5,92.5,97.5
Cassie Stevens,F,25,99.7,82.5,185,165
Berenice Reyes,F,25,57.9,50,100,117.5
Kimmie Reyes,F,25,51.9,60,125,145
Xadriana Herrejon,F,25,75,67.5,135,147.5
Emily Jebing,F,25,66.9,75,132.5,157.5
Chae Castillon,F,25,55.5,52.5,92.5,105
Carolyn Alltop,F,25,116.2,92.5,130,170
Yazil Ramirez,F,25,97.4,80,160,167.5
Vanessa Alvarez,F,25,80.6,75,170,170
Jecelle Prudente,F,25,52.8,45,100,105
Jessica Boggess,F,25,62.2,62.5,105,160
Morgan Gracia,F,25,66.4,42.5,77.5,125
Samantha Ellis,F,25,68.6,37.5,65,90
Alejandra Montes,F,25,78.8,72.5,140,150
Kathleen Daniels,F,25,72.4,50,102.5,127.5
Catherine Roettele,F,25,80.8,57.5,95,137.5
Jacqueline Ledesma,F,25,56.9,37.5,72.5,90
Madison Morton,F,25,91.8,52.5,82.5,117.5
Gina Caiafa,F,25,74.2,72.5,150,170
Amira Juma,F,25,81.2,57.5,140,180
Sensze Yang,F,25,51.8,62.5,107.5,150
Christalbel No,F,25,56,42.5,95,120
Zaira Pirzada,F,25,74.7,60,107.5,127.5
Lexi Leneau,F,25,79.9,82.5,145,207.5
Cassandra Arenz,F,25,81.2,52.5,105,140
Inez Carrasquillo,F,25,128.8,102.5,207.5,187.5
Jazmine Ahumada,F,25,108.2,75,155,170
Corinna Guerra,F,25,59.4,65,137.5,142.5
Roselyn Mejia,F,25,64.9,40,70,107.5
Faith Marchuck,F,25,62.8,57.5,82.5,102.5
Demi Stallter,F,25,70.65,60,125,125
Geraldine Charles,F,25,81.8,70,150,157.5
McKenzie Maxson,F,25,55.8,75,123,167.5
Paula Tabert,F,25,80.9,70,112.5,152.5
Marcelina Sinsuat,F,25,85.4,62.5,115,127.5
Erika Butner,F,25,85.5,75,122.5,145
Courtney Deer,F,25,69.58,57.5,110,137.5
Paula Sanchez,F,25,51.9,52.5,77.5,137.5
Michael Zuniga #2,F,25,100.6,85,120,147.5
Elizabeth Johnson,F,25,61.4,105,110,137.5
Brianna Harris,F,25,74,87.5,147.5,170
Ariana Nelson,F,25,73,50,105,115
Carrie Halverson,F,25,65.8,47.5,80,105
Taylor Scavone,F,25,73.3,92.5,167.5,167.5
Shelby Weaver,F,25,77.4,75,117.5,150
Harley Goebel,F,25,67,45,100,115
Alexis Turnell,F,25,80.5,55,130,140
Sydney Newell,F,25,66.45,47.5,100,120
Haylee Helm,F,25,81,62.5,115,137.5
Anette Garza,F,25,80.6,55,107.5,157.5
Gina Miller,F,25,61,32.5,87.5,95
Sophia Parsagian,F,25,65,65,110,122.5
Chelsea Seufert,F,25,59.3,40,75,112.5
Jeannine Alsous,F,25,87.6,52.5,95,137.5
Amber Carranco,F,25,65.7,80,125,142.5
Asinate Vaivela,F,25,69.4,75,145,167.5
Ghiezelle Simon,F,25,71,47.5,112.5,170
Mckenzi Brown,F,25,78.75,50,87.5,117.5
Jo Grassman,F,25,94.2,72.5,102.5,140
Elena Steinmetz,F,25,79.2,67.5,132.5,137.5
Maggy Thistlethwaite,F,25,71.2,77.5,147.5,200
Stacy Burr,F,25,66.9,127.5,210,227.5
Samantha Petrone,F,25,74.2,40,92.5,102.5
Sylvia Surowisc,F,25,80.01,40,72.5,92.5
Christina Hui,F,25,59.9,52.5,112.5,140
Jessica Davis,F,25,74.93,75,145,165
Kimberly Conway,F,25,60.05,57.5,110,142.5
Audrey Dufourt,F,25,62.5,50,80,127.5
Wynona Garza,F,25,72.4,72.5,130,150
Janice Montemayor,F,25,79.6,52.5,100,125
Briana Villarreal,F,25,73.7,52.5,107.5,125
Kerstin Ford,F,25,58.8,65,125,147.5
Kirsten Rockwood,F,25,81.5,77.5,125,150
Denise Portillo,F,25,65.3,57.5,117.5,167.5
Johana Vazquez,F,25,71.5,65,130,132.5
Aleyda Gomez,F,25,68.4,45,77.5,107.5
Alexis Schmidt,F,25,102.6,82.5,140,175
Carmen Hu,F,25,65.8,92.5,172.5,190
Queene Resngit,F,25,51.9,47.5,85,130
Kylie Brewer,F,25,73.9,97.5,155,172.5
Lexi Salas,F,25,82.3,70,140,145
Angela Bischof,F,25,67,75,132.5,170
Amanda Killgo-Groves,F,25,55,70,107.5,145
Faith Marchuck,F,25,61.55,55,85,105
Demi Stallter,F,25,71.35,60,127.5,127.5
Indigo Lambert,F,25,72.9,55,95,125
Estaer Taylor,F,25,62.9,52.5,102.5,137.5
Kathleen Gupton,F,25,106.9,67.5,155,152.5
Alexx Elder,F,25,72.2,52.5,92.5,105
Alicia Farias,F,25,86,60,127.5,157.5
Kimber Dial,F,25,66,62.5,102.5,130
Kristen Zanon,F,25,58.3,50,87.5,122.5
Jessica Tickle,F,25,80.1,65,122.5,147.5
Emily Symmes,F,25,55.5,52.5,77.5,97.5
Alicia Farias,F,25,87.6,67.5,132.5,162.5
Elizabeth Schultheis,F,25,74.1,107.5,175,190
Paige Mitchell,F,25,81.7,62.5,167.5,162.5
Haley Sanders,F,25,74,77.5,137.5,155
Mckayla Kilionski,F,25,75,67.5,107.5,125
Johanna Jem De Guzman,F,25,57.8,55,107.5,125
Dana Fidler,F,25,80.5,77.5,112.5,145
Brittney England,F,25,59.2,55,102.5,137.5
Cheyenne Tyler,F,25,66.1,45,95,125
Candace Windsor,F,25,65.2,52.5,117.5,147.5
Katie McCreary,F,25,65.4,65,92.5,102.5
Kelsey Newell,F,25,67.9,52.5,110,122.5
Harley Goebel,F,25,67.8,47.5,95,122.5
Celeste Kamasa Scott,F,25,122.3,60,132.5,145
