tourney_name,surface,result,player,rank,hand,height,country,age,best_of,minutes,numAces,numDF,servePoints,first_serve_in,first_serve_won,second_serve_won,serve_games_won,break_points_saved,break_points_faced
Monterrey,Hard,Loser,Ysaline Bonaventure,96,L,178,BEL,28.4,3,133,4,5,112,68,47,22,16,12,15
Monterrey,Hard,Winner,Lin Zhu,41,R,173,CHN,29,3,76,0,3,49,37,30,6,8,1,1
Monterrey,Hard,Loser,Caroline Dolehide,206,R,178,USA,24.4,3,76,5,2,56,36,24,6,9,3,7
Monterrey,Hard,Winner,Caroline Garcia,5,R,177,FRA,29.3,3,62,8,0,44,29,23,10,9,0,1
Monterrey,Hard,Loser,Nuria Parrizas Diaz,78,R,167,ESP,31.6,3,62,2,3,38,25,15,3,8,0,4
Monterrey,Hard,Winner,Mayar Sherif,53,R,180,EGY,26.8,3,156,4,2,107,73,46,22,15,2,5
Monterrey,Hard,Loser,Xin Yu Wang,65,R,182,CHN,21.4,3,156,3,4,101,67,51,13,16,4,7
Monterrey,Hard,Winner,Elise Mertens,42,R,179,BEL,27.2,3,148,4,5,95,53,36,19,13,8,12
Monterrey,Hard,Loser,Elena Gabriela Ruse,160,U,NA,ROU,25.3,3,148,3,6,75,44,27,11,13,8,14
Monterrey,Hard,Winner,Elisabetta Cocciaretto,49,R,NA,ITA,22,3,124,2,2,82,57,39,13,12,1,4
Monterrey,Hard,Loser,Tatjana Maria,73,R,172,GER,35.5,3,124,5,2,90,47,30,23,12,4,7
Monterrey,Hard,Winner,Ysaline Bonaventure,96,L,178,BEL,28.4,3,123,4,4,104,67,47,17,14,8,12
Monterrey,Hard,Loser,Kamilla Rakhimova,97,R,NA,RUS,21.5,3,123,4,3,81,55,36,16,14,3,6
Monterrey,Hard,Winner,Donna Vekic,31,R,179,CRO,26.6,3,80,3,3,62,30,19,16,8,9,11
Monterrey,Hard,Loser,Emma Navarro,134,R,NA,USA,21.7,3,80,2,2,54,36,19,4,9,7,13
Monterrey,Hard,Winner,Lin Zhu,41,R,173,CHN,29,3,139,1,5,109,68,44,23,15,11,15
Monterrey,Hard,Loser,Rebecca Marino,74,R,183,CAN,32.1,3,139,11,1,95,58,39,19,14,6,9
Monterrey,Hard,Winner,Caroline Dolehide,206,R,178,USA,24.4,3,77,4,1,58,41,33,8,9,2,2
Monterrey,Hard,Loser,Anna Karolina Schmiedlova,100,R,176,SVK,28.4,3,77,4,4,55,32,20,11,9,4,7
Monterrey,Hard,Winner,Caroline Garcia,5,R,177,FRA,29.3,3,77,5,2,54,34,30,12,10,1,1
Monterrey,Hard,Loser,Kaja Juvan,132,R,170,SLO,22.2,3,77,6,1,61,38,29,10,9,6,8
Monterrey,Hard,Winner,Nuria Parrizas Diaz,78,R,167,ESP,31.6,3,167,2,1,112,76,45,15,15,10,16
Monterrey,Hard,Loser,Xiyu Wang,59,L,NA,CHN,21.9,3,167,9,3,94,66,42,14,15,8,13
Monterrey,Hard,Winner,Xin Yu Wang,65,R,182,CHN,21.4,3,74,2,2,58,32,27,12,9,4,5
Monterrey,Hard,Loser,Sachia Vickery,186,R,162,USA,27.8,3,74,1,3,55,31,23,9,10,2,6
Monterrey,Hard,Winner,Mayar Sherif,53,R,180,EGY,26.8,3,110,7,3,69,43,36,12,10,1,1
Monterrey,Hard,Loser,Camila Osorio,70,R,162,COL,21.1,3,110,0,5,61,38,28,11,9,2,3
Monterrey,Hard,Winner,Elise Mertens,42,R,179,BEL,27.2,3,69,7,6,44,22,20,13,8,2,2
Monterrey,Hard,Loser,Diana Shnaider,94,L,NA,RUS,18.9,3,69,1,0,52,34,18,7,8,1,5
Monterrey,Hard,Winner,Elena Gabriela Ruse,160,U,NA,ROU,25.3,3,111,5,4,74,48,32,10,11,6,10
Monterrey,Hard,Loser,Camila Giorgi,46,R,168,ITA,31.1,3,111,1,7,70,37,19,14,11,6,12
Monterrey,Hard,Winner,Tatjana Maria,73,R,172,GER,35.5,3,64,8,2,39,24,21,9,7,1,1
Monterrey,Hard,Loser,Lucia Bronzetti,68,R,NA,ITA,24.2,3,64,0,1,45,25,13,6,6,2,7
Monterrey,Hard,Winner,Elisabetta Cocciaretto,49,R,NA,ITA,22,3,98,1,2,62,39,22,13,10,3,6
Monterrey,Hard,Winner,Kamilla Rakhimova,97,R,NA,RUS,21.5,3,170,0,3,115,71,42,22,16,8,14
Monterrey,Hard,Loser,Katerina Siniakova,45,R,174,CZE,26.8,3,170,8,5,101,66,45,15,16,3,7
Monterrey,Hard,Winner,Ysaline Bonaventure,96,L,178,BEL,28.4,3,139,0,14,101,54,36,19,15,4,9
Monterrey,Hard,Loser,Despina Papamichail,150,R,178,GRE,30,3,139,2,2,101,58,32,19,14,5,11
Monterrey,Hard,Winner,Emma Navarro,134,R,NA,USA,21.7,3,75,2,5,53,28,21,15,9,0,1
Monterrey,Hard,Winner,Donna Vekic,31,R,179,CRO,26.6,3,66,3,4,50,25,16,11,7,5,8
Monterrey,Hard,Loser,Lesia Tsurenko,98,R,174,UKR,33.7,3,66,0,4,43,33,19,3,7,3,6
Monterrey,Hard,Winner,Lin Zhu,41,R,173,CHN,29,3,102,3,2,71,43,33,14,11,2,4
Monterrey,Hard,Loser,Anna Bondar,76,R,NA,HUN,25.7,3,102,10,2,67,39,27,12,11,0,3
Monterrey,Hard,Winner,Rebecca Marino,74,R,183,CAN,32.1,3,101,11,4,74,49,41,14,12,1,2
Monterrey,Hard,Winner,Caroline Dolehide,206,R,178,USA,24.4,3,51,2,0,34,27,22,3,6,3,3
Monterrey,Hard,Loser,Jule Niemeier,69,R,178,GER,23.5,3,51,0,6,46,25,15,3,7,4,10
Monterrey,Hard,Winner,Anna Karolina Schmiedlova,100,R,176,SVK,28.4,3,104,3,4,66,39,29,11,9,5,7
Monterrey,Hard,Loser,Marie Bouzkova,30,R,180,CZE,24.6,3,104,1,2,64,46,25,6,9,5,10
Indian Wells,Hard,Winner,Elena Rybakina,10,R,184,KAZ,23.7,3,123,7,2,91,47,30,23,11,4,6
Indian Wells,Hard,Loser,Aryna Sabalenka,2,R,182,BLR,24.8,3,123,4,10,89,56,38,11,11,7,10
Indian Wells,Hard,Winner,Elena Rybakina,10,R,184,KAZ,23.7,3,76,7,2,56,34,28,9,8,3,4
Indian Wells,Hard,Loser,Iga Swiatek,1,R,176,POL,21.7,3,76,1,2,43,28,12,6,8,0,5
Indian Wells,Hard,Winner,Aryna Sabalenka,2,R,182,BLR,24.8,3,83,4,5,55,31,23,12,9,2,4
Indian Wells,Hard,Loser,Maria Sakkari,7,R,172,GRE,27.6,3,83,2,3,59,33,23,6,8,5,10
Indian Wells,Hard,Winner,Iga Swiatek,1,R,176,POL,21.7,3,82,1,1,52,34,24,9,9,0,2
Indian Wells,Hard,Loser,Sorana Cirstea,83,R,176,ROU,32.9,3,82,1,3,51,31,15,9,8,3,8
Indian Wells,Hard,Winner,Elena Rybakina,10,R,184,KAZ,23.7,3,165,6,6,104,54,41,26,15,3,6
Indian Wells,Hard,Loser,Karolina Muchova,76,R,178,CZE,26.5,3,165,1,6,108,62,47,22,15,12,14
Indian Wells,Hard,Winner,Maria Sakkari,7,R,172,GRE,27.6,3,135,6,2,86,51,37,15,15,6,9
Indian Wells,Hard,Loser,Petra Kvitova,15,L,183,CZE,32.9,3,135,6,12,92,51,36,18,14,4,9
Indian Wells,Hard,Winner,Aryna Sabalenka,2,R,182,BLR,24.8,3,64,5,0,41,30,26,6,8,0,0
Indian Wells,Hard,Loser,Coco Gauff,6,R,175,USA,18.9,3,64,6,3,54,28,16,11,8,4,8
Indian Wells,Hard,Winner,Iga Swiatek,1,R,176,POL,21.7,3,84,1,1,47,33,29,6,8,2,2
Indian Wells,Hard,Loser,Emma Raducanu,77,R,175,GBR,20.3,3,84,1,3,54,34,15,10,8,6,10
Indian Wells,Hard,Winner,Sorana Cirstea,83,R,176,ROU,32.9,3,143,2,5,100,55,33,28,16,4,9
Indian Wells,Hard,Loser,Caroline Garcia,5,R,177,FRA,29.3,3,143,8,3,96,55,36,18,16,6,12
Indian Wells,Hard,Winner,Karolina Muchova,76,R,178,CZE,26.5,3,155,2,4,111,67,39,24,16,2,6
Indian Wells,Hard,Loser,Marketa Vondrousova,105,L,173,CZE,23.6,3,155,2,6,95,55,30,23,16,5,11
Indian Wells,Hard,Winner,Elena Rybakina,10,R,184,KAZ,23.7,3,80,4,3,58,28,16,16,7,9,11
Indian Wells,Hard,Loser,Varvara Gracheva,66,R,NA,FRA,22.5,3,80,0,6,68,39,18,9,8,5,12
Indian Wells,Hard,Winner,Maria Sakkari,7,R,172,GRE,27.6,3,163,4,9,93,50,40,12,15,3,8
Indian Wells,Hard,Loser,Karolina Pliskova,17,R,184,CZE,30.9,3,163,4,5,137,90,51,20,16,22,29
Indian Wells,Hard,Winner,Petra Kvitova,15,L,183,CZE,32.9,3,134,4,8,86,49,32,19,14,1,6
Indian Wells,Hard,Loser,Jessica Pegula,3,R,170,USA,29,3,134,2,1,104,65,37,23,15,4,10
Indian Wells,Hard,Winner,Coco Gauff,6,R,175,USA,18.9,3,137,6,2,91,57,31,22,13,10,14
Indian Wells,Hard,Loser,Rebecca Peterson,103,R,173,SWE,27.5,3,137,1,4,89,58,38,14,13,9,13
Indian Wells,Hard,Winner,Aryna Sabalenka,2,R,182,BLR,24.8,3,123,11,4,84,53,39,12,14,1,4
Indian Wells,Hard,Loser,Barbora Krejcikova,16,R,178,CZE,27.2,3,123,3,6,88,58,37,16,13,8,11
Indian Wells,Hard,Winner,Iga Swiatek,1,R,176,POL,21.7,3,127,1,0,73,50,31,10,11,4,8
Indian Wells,Hard,Loser,Bianca Andreescu,36,R,170,CAN,22.7,3,127,1,2,72,55,30,4,10,3,8
Indian Wells,Hard,Winner,Emma Raducanu,77,R,175,GBR,20.3,3,139,2,4,83,55,38,14,13,3,5
Indian Wells,Hard,Loser,Beatriz Haddad Maia,13,L,185,BRA,26.7,3,139,4,4,76,52,37,10,12,5,8
Indian Wells,Hard,Winner,Sorana Cirstea,83,R,176,ROU,32.9,3,67,4,0,44,22,19,12,8,0,1
Indian Wells,Hard,Loser,Bernarda Pera,43,L,175,USA,28.2,3,67,3,5,55,24,14,12,8,0,5
Indian Wells,Hard,Winner,Caroline Garcia,5,R,177,FRA,29.3,3,133,11,3,93,49,42,26,15,2,2
Indian Wells,Hard,Loser,Leylah Fernandez,49,L,168,CAN,20.4,3,133,5,8,91,50,34,21,14,1,4
Indian Wells,Hard,Winner,Marketa Vondrousova,105,L,173,CZE,23.6,3,91,0,5,68,37,23,17,11,0,4
Indian Wells,Hard,Loser,Ons Jabeur,4,R,167,TUN,28.5,3,91,2,2,71,37,25,10,11,3,8
Indian Wells,Hard,Winner,Karolina Muchova,76,R,178,CZE,26.5,3,161,7,7,97,58,43,19,15,5,8
Indian Wells,Hard,Loser,Martina Trevisan,26,L,160,ITA,29.3,3,161,0,4,97,65,41,17,14,10,13
Indian Wells,Hard,Winner,Elena Rybakina,10,R,184,KAZ,23.7,3,95,9,1,76,44,30,19,10,5,6
Indian Wells,Hard,Loser,Paula Badosa,22,R,180,ESP,25.3,3,95,2,7,63,34,23,13,11,4,8
Indian Wells,Hard,Winner,Varvara Gracheva,66,R,NA,FRA,22.5,3,99,0,0,71,44,23,14,10,1,5
Indian Wells,Hard,Loser,Daria Kasatkina,8,R,170,RUS,25.8,3,99,0,3,69,59,28,3,10,3,9
Indian Wells,Hard,Winner,Maria Sakkari,7,R,172,GRE,27.6,3,150,6,8,95,49,35,21,13,6,9
Indian Wells,Hard,Loser,Anhelina Kalinina,29,R,179,UKR,26,3,150,3,8,95,55,33,21,14,6,11
Indian Wells,Hard,Winner,Karolina Pliskova,17,R,184,CZE,30.9,3,82,1,6,59,35,27,10,10,0,2
Indian Wells,Hard,Loser,Veronika Kudermetova,11,R,175,RUS,25.8,3,82,2,4,53,30,19,8,9,1,6
Indian Wells,Hard,Winner,Petra Kvitova,15,L,183,CZE,32.9,3,109,6,11,82,45,26,15,11,7,12
Indian Wells,Hard,Loser,Jelena Ostapenko,25,R,177,LAT,25.7,3,109,0,3,68,41,24,10,11,1,7
Indian Wells,Hard,Winner,Jessica Pegula,3,R,170,USA,29,3,137,3,5,115,69,39,28,15,9,13
Indian Wells,Hard,Loser,Anastasia Potapova,28,R,175,RUS,21.9,3,137,4,9,96,57,37,20,16,9,14
Indian Wells,Hard,Winner,Coco Gauff,6,R,175,USA,18.9,3,77,7,2,51,35,31,7,9,1,1
Indian Wells,Hard,Loser,Linda Noskova,54,R,NA,CZE,18.2,3,77,2,0,64,38,25,13,10,2,5
Indian Wells,Hard,Winner,Rebecca Peterson,103,R,173,SWE,27.5,3,137,7,3,73,46,31,14,12,4,8
Indian Wells,Hard,Loser,Jil Teichmann,39,L,170,SUI,25.6,3,137,1,2,81,50,29,13,13,5,12
Indian Wells,Hard,Winner,Barbora Krejcikova,16,R,178,CZE,27.2,3,145,6,10,87,51,44,14,14,2,4
Indian Wells,Hard,Loser,Xin Yu Wang,67,R,182,CHN,21.4,3,145,2,5,98,48,28,25,14,6,12
Indian Wells,Hard,Winner,Aryna Sabalenka,2,R,182,BLR,24.8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indian Wells,Hard,Loser,Lesia Tsurenko,95,R,174,UKR,33.7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indian Wells,Hard,Winner,Iga Swiatek,1,R,176,POL,21.7,3,65,1,3,41,30,24,6,7,0,0
Indian Wells,Hard,Loser,Claire Liu,56,R,170,USA,22.7,3,65,1,2,42,24,9,6,6,4,9
Indian Wells,Hard,Winner,Bianca Andreescu,36,R,170,CAN,22.7,3,151,3,4,75,43,28,17,11,5,8
Indian Wells,Hard,Loser,Peyton Stearns,126,R,NA,USA,21.4,3,151,1,5,65,41,28,7,11,1,5
Indian Wells,Hard,Winner,Emma Raducanu,77,R,175,GBR,20.3,3,110,3,3,62,32,28,14,10,2,4
Indian Wells,Hard,Loser,Magda Linette,21,R,171,POL,31,3,110,1,2,69,49,28,10,10,1,5
Indian Wells,Hard,Winner,Beatriz Haddad Maia,13,L,185,BRA,26.7,3,157,2,2,98,72,42,13,16,2,7
Indian Wells,Hard,Loser,Katerina Siniakova,45,R,174,CZE,26.8,3,157,2,8,98,58,33,18,17,0,6
Indian Wells,Hard,Winner,Bernarda Pera,43,L,175,USA,28.2,3,181,5,8,112,62,44,24,16,7,12
Indian Wells,Hard,Loser,Liudmila Samsonova,12,R,180,RUS,24.3,3,181,8,5,125,73,51,26,16,10,13
Indian Wells,Hard,Winner,Sorana Cirstea,83,R,176,ROU,32.9,3,35,1,1,32,26,18,3,4,3,3
Indian Wells,Hard,Loser,Madison Keys,20,R,178,USA,28,3,35,1,0,16,11,4,2,3,1,3
Indian Wells,Hard,Winner,Leylah Fernandez,49,L,168,CAN,20.4,3,94,2,9,61,36,25,11,9,2,4
Indian Wells,Hard,Loser,Emma Navarro,128,R,NA,USA,21.7,3,94,0,5,81,40,20,20,9,7,12
Indian Wells,Hard,Winner,Caroline Garcia,5,R,177,FRA,29.3,3,127,7,2,87,55,48,17,15,4,4
Indian Wells,Hard,Loser,Dalma Galfi,80,U,NA,HUN,24.5,3,127,14,6,103,75,48,14,14,6,9
Indian Wells,Hard,Winner,Ons Jabeur,4,R,167,TUN,28.5,3,103,3,3,79,47,37,13,13,0,3
Indian Wells,Hard,Loser,Magdalena Frech,106,R,171,POL,25.2,3,103,1,0,77,57,37,7,14,6,12
Indian Wells,Hard,Winner,Marketa Vondrousova,105,L,173,CZE,23.6,3,73,3,2,36,17,14,14,7,0,0
Indian Wells,Hard,Loser,Marie Bouzkova,32,R,180,CZE,24.6,3,73,0,5,61,34,17,10,7,9,14
Indian Wells,Hard,Winner,Martina Trevisan,26,L,160,ITA,29.3,3,137,0,4,85,54,33,13,14,4,10
Indian Wells,Hard,Loser,Madison Brengle,87,R,168,USA,32.9,3,137,0,5,96,71,32,10,13,9,18
Indian Wells,Hard,Winner,Karolina Muchova,76,R,178,CZE,26.5,3,125,5,4,74,46,29,14,10,3,6
Indian Wells,Hard,Loser,Victoria Azarenka,14,R,180,BLR,33.5,3,125,0,6,95,62,37,11,11,4,9
Indian Wells,Hard,Winner,Elena Rybakina,10,R,184,KAZ,23.7,3,128,6,7,89,49,39,20,12,5,7
Indian Wells,Hard,Loser,Sofia Kenin,170,R,170,USA,24.3,3,128,0,4,81,57,39,11,12,4,6
Indian Wells,Hard,Winner,Paula Badosa,22,R,180,ESP,25.3,3,96,5,6,62,31,21,16,10,3,6
Indian Wells,Hard,Loser,Nuria Parrizas Diaz,88,R,167,ESP,31.6,3,96,0,3,72,55,30,5,10,7,13
Indian Wells,Hard,Winner,Varvara Gracheva,66,R,NA,FRA,22.5,3,75,1,2,61,44,30,12,9,2,2
Indian Wells,Hard,Loser,Petra Martic,30,R,181,CRO,32.1,3,75,2,4,48,23,14,14,8,4,7
Indian Wells,Hard,Winner,Daria Kasatkina,8,R,170,RUS,25.8,3,63,1,1,43,35,20,6,7,5,7
Indian Wells,Hard,Loser,Tatjana Maria,70,R,172,GER,35.5,3,63,1,6,51,27,15,5,8,6,13
Indian Wells,Hard,Winner,Maria Sakkari,7,R,172,GRE,27.6,3,124,6,6,81,45,29,15,12,8,12
Indian Wells,Hard,Loser,Shelby Rogers,41,R,175,USA,30.3,3,124,2,1,71,43,22,12,12,2,8
Indian Wells,Hard,Winner,Anhelina Kalinina,29,R,179,UKR,26,3,163,1,6,106,65,39,20,16,5,11
Indian Wells,Hard,Loser,Linda Fruhvirtova,53,R,NA,CZE,17.8,3,163,3,21,107,58,41,13,16,10,17
Indian Wells,Hard,Winner,Karolina Pliskova,17,R,184,CZE,30.9,3,109,9,5,90,56,38,11,12,10,15
Indian Wells,Hard,Loser,Anna Kalinskaya,60,R,175,RUS,24.2,3,109,3,7,71,46,26,7,12,1,8
Indian Wells,Hard,Winner,Veronika Kudermetova,11,R,175,RUS,25.8,3,81,7,2,62,38,31,12,10,4,4
Indian Wells,Hard,Loser,Anna Blinkova,69,R,179,RUS,24.4,3,81,1,7,48,26,21,10,9,1,3
Indian Wells,Hard,Winner,Petra Kvitova,15,L,183,CZE,32.9,3,86,3,1,49,29,25,8,9,2,4
Indian Wells,Hard,Loser,Elizabeth Mandlik,155,U,NA,USA,21.7,3,86,2,9,76,37,26,10,10,8,14
Indian Wells,Hard,Winner,Jelena Ostapenko,25,R,177,LAT,25.7,3,125,3,3,99,59,36,18,15,5,11
Indian Wells,Hard,Loser,Aliaksandra Sasnovich,44,R,174,BLR,28.9,3,125,6,9,86,50,27,17,14,6,13
Indian Wells,Hard,Winner,Anastasia Potapova,28,R,175,RUS,21.9,3,162,1,4,98,68,40,14,15,6,12
Indian Wells,Hard,Loser,Xiyu Wang,59,L,NA,CHN,21.9,3,162,2,3,100,60,34,18,15,10,17
Indian Wells,Hard,Winner,Jessica Pegula,3,R,170,USA,29,3,113,4,3,67,38,24,17,12,3,7
Indian Wells,Hard,Loser,Camila Giorgi,46,R,168,ITA,31.1,3,113,1,4,84,47,23,18,12,13,20
Indian Wells,Hard,Winner,Coco Gauff,6,R,175,USA,18.9,3,77,2,2,57,36,25,14,9,6,7
Indian Wells,Hard,Loser,Cristina Bucsa,90,U,NA,ESP,25.1,3,77,0,5,52,33,18,10,9,1,5
Indian Wells,Hard,Winner,Linda Noskova,54,R,NA,CZE,18.2,3,80,5,5,74,47,34,10,10,4,6
Indian Wells,Hard,Winner,Rebecca Peterson,103,R,173,SWE,27.5,3,13,0,1,6,3,3,1,1,0,0
Indian Wells,Hard,Loser,Shuai Zhang,27,R,177,CHN,34.1,3,13,0,2,10,4,1,1,2,1,3
Indian Wells,Hard,Winner,Jil Teichmann,39,L,170,SUI,25.6,3,152,4,1,90,55,36,13,14,4,9
Indian Wells,Hard,Loser,Belinda Bencic,9,R,175,SUI,25.9,3,152,2,4,84,47,30,13,13,4,10
Indian Wells,Hard,Winner,Barbora Krejcikova,16,R,178,CZE,27.2,3,69,0,3,44,17,12,13,7,1,3
Indian Wells,Hard,Loser,Dayana Yastremska,142,R,175,UKR,22.8,3,69,2,5,50,34,12,5,8,5,12
Indian Wells,Hard,Winner,Xin Yu Wang,67,R,182,CHN,21.4,3,75,3,5,64,31,20,19,8,7,8
Indian Wells,Hard,Loser,Ekaterina Alexandrova,18,R,175,RUS,28.3,3,75,2,9,49,20,11,10,9,2,7
Indian Wells,Hard,Winner,Lesia Tsurenko,95,R,174,UKR,33.7,3,117,0,3,92,70,35,15,12,9,13
Indian Wells,Hard,Loser,Donna Vekic,23,R,179,CRO,26.6,3,117,2,8,68,35,20,15,12,4,10
Indian Wells,Hard,Winner,Aryna Sabalenka,2,R,182,BLR,24.8,3,65,5,2,50,30,24,9,7,4,4
Indian Wells,Hard,Loser,Evgeniya Rodina,427,R,170,RUS,34,3,65,0,3,52,33,14,7,7,7,12
Indian Wells,Hard,Winner,Claire Liu,56,R,170,USA,22.7,3,116,2,3,78,52,35,12,11,3,5
Indian Wells,Hard,Loser,Anna Karolina Schmiedlova,101,R,176,SVK,28.4,3,116,1,5,74,43,29,14,10,3,6
Indian Wells,Hard,Winner,Peyton Stearns,126,R,NA,USA,21.4,3,150,1,3,97,64,41,18,15,6,10
Indian Wells,Hard,Loser,Rebeka Masarova,92,R,186,ESP,23.5,3,150,14,4,98,60,43,14,15,6,11
Indian Wells,Hard,Winner,Emma Raducanu,77,R,175,GBR,20.3,3,81,3,1,47,26,17,13,8,4,6
Indian Wells,Hard,Loser,Danka Kovinic,62,R,169,MNE,28.2,3,81,4,4,56,27,16,8,9,3,9
Indian Wells,Hard,Winner,Katerina Siniakova,45,R,174,CZE,26.8,3,119,0,6,66,46,24,9,11,3,8
Indian Wells,Hard,Loser,Jule Niemeier,72,R,178,GER,23.5,3,119,1,9,84,40,20,18,11,6,13
Indian Wells,Hard,Winner,Bernarda Pera,43,L,175,USA,28.2,3,172,10,13,117,66,49,21,16,9,13
Indian Wells,Hard,Loser,Lucia Bronzetti,71,R,NA,ITA,24.2,3,172,3,3,117,75,45,20,15,10,15
Indian Wells,Hard,Winner,Sorana Cirstea,83,R,176,ROU,32.9,3,80,2,3,60,32,24,13,9,2,4
Indian Wells,Hard,Loser,Kimberly Birrell,115,R,170,AUS,24.8,3,80,0,2,48,25,9,10,8,5,10
Indian Wells,Hard,Winner,Emma Navarro,128,R,NA,USA,21.7,3,135,2,5,101,62,34,17,11,14,20
Indian Wells,Hard,Loser,Caty Mcnally,73,R,NA,USA,21.2,3,135,0,6,91,53,28,11,10,10,18
Indian Wells,Hard,Winner,Dalma Galfi,80,U,NA,HUN,24.5,3,99,6,2,61,42,27,10,10,1,4
Indian Wells,Hard,Loser,Danielle Collins,31,R,178,USA,29.2,3,99,1,4,75,41,28,11,10,2,7
Indian Wells,Hard,Winner,Magdalena Frech,106,R,171,POL,25.2,3,148,0,0,104,74,43,14,14,12,17
Indian Wells,Hard,Loser,Maryna Zanevska,78,R,175,BEL,29.5,3,148,0,9,84,47,25,17,14,9,16
Indian Wells,Hard,Winner,Marketa Vondrousova,105,L,173,CZE,23.6,3,70,4,4,48,29,25,10,8,0,0
Indian Wells,Hard,Loser,Rebecca Marino,75,R,183,CAN,32.2,3,70,2,6,64,33,20,12,8,4,8
Indian Wells,Hard,Winner,Madison Brengle,87,R,168,USA,32.9,3,123,0,3,64,48,30,9,11,3,6
Indian Wells,Hard,Loser,Laura Siegemund,124,R,168,GER,35,3,123,0,6,77,54,35,8,11,3,7
Indian Wells,Hard,Winner,Karolina Muchova,76,R,178,CZE,26.5,3,141,4,3,90,46,31,24,15,4,8
Indian Wells,Hard,Loser,Yulia Putintseva,42,R,163,KAZ,28.1,3,141,0,5,96,69,43,11,14,6,11
Indian Wells,Hard,Winner,Sofia Kenin,170,R,170,USA,24.3,3,81,0,2,58,41,29,10,9,3,4
Indian Wells,Hard,Loser,Sloane Stephens,48,R,170,USA,29.9,3,81,2,1,56,40,22,7,8,6,10
Indian Wells,Hard,Winner,Nuria Parrizas Diaz,88,R,167,ESP,31.6,3,104,2,4,67,47,33,10,11,2,4
Indian Wells,Hard,Loser,Elisabetta Cocciaretto,50,R,NA,ITA,22.1,3,104,3,1,76,52,30,12,10,13,17
Indian Wells,Hard,Winner,Varvara Gracheva,66,R,NA,FRA,22.5,3,68,0,1,51,32,25,11,8,2,2
Indian Wells,Hard,Loser,Ysaline Bonaventure,84,L,178,BEL,28.5,3,68,2,5,47,27,15,10,8,3,7
Indian Wells,Hard,Winner,Tatjana Maria,70,R,172,GER,35.5,3,77,6,1,58,30,25,14,10,1,2
Indian Wells,Hard,Loser,Jasmine Paolini,63,R,160,ITA,27.1,3,77,0,1,53,39,24,6,9,1,5
Indian Wells,Hard,Winner,Shelby Rogers,41,R,175,USA,30.3,3,140,2,3,97,58,40,20,14,7,10
Indian Wells,Hard,Loser,Katie Volynets,74,R,NA,USA,21.1,3,140,1,7,98,67,39,12,13,7,12
Indian Wells,Hard,Winner,Linda Fruhvirtova,53,R,NA,CZE,17.8,3,132,2,9,87,57,38,11,12,4,8
Indian Wells,Hard,Loser,Mayar Sherif,52,R,180,EGY,26.8,3,132,9,3,78,52,32,13,11,4,8
Indian Wells,Hard,Winner,Anna Kalinskaya,60,R,175,RUS,24.2,3,56,1,4,44,27,21,7,7,2,3
Indian Wells,Hard,Loser,Alycia Parks,55,R,185,USA,22.1,3,56,2,7,38,21,7,5,7,3,9
Indian Wells,Hard,Winner,Anna Blinkova,69,R,179,RUS,24.4,3,62,4,2,46,27,19,13,7,3,3
Indian Wells,Hard,Winner,Elizabeth Mandlik,155,U,NA,USA,21.7,3,146,8,11,113,62,48,20,17,4,9
Indian Wells,Hard,Winner,Aliaksandra Sasnovich,44,R,174,BLR,28.9,3,98,0,4,76,49,29,16,11,3,6
Indian Wells,Hard,Loser,Kaia Kanepi,51,R,181,EST,37.7,3,98,2,7,72,34,25,13,10,0,4
Indian Wells,Hard,Winner,Xiyu Wang,59,L,NA,CHN,21.9,3,133,8,10,80,51,36,13,14,6,11
Indian Wells,Hard,Winner,Camila Giorgi,46,R,168,ITA,31.1,3,96,5,9,74,42,27,16,9,5,7
Indian Wells,Hard,Loser,Arantxa Rus,130,L,180,NED,32.2,3,96,3,3,60,35,20,9,9,4,9
Indian Wells,Hard,Winner,Cristina Bucsa,90,U,NA,ESP,25.1,3,137,1,2,86,57,32,16,12,6,11
Indian Wells,Hard,Winner,Linda Noskova,54,R,NA,CZE,18.2,3,90,2,4,66,45,38,8,10,2,3
Indian Wells,Hard,Loser,Irina Camelia Begu,38,R,181,ROU,32.5,3,90,9,5,64,37,25,12,9,4,7
Indian Wells,Hard,Winner,Rebecca Peterson,103,R,173,SWE,27.5,3,177,2,4,126,84,48,19,18,12,19
Indian Wells,Hard,Loser,Marta Kostyuk,40,R,175,UKR,20.6,3,177,6,17,125,71,48,18,18,11,19
Indian Wells,Hard,Winner,Jil Teichmann,39,L,170,SUI,25.6,3,79,3,3,69,41,29,16,9,6,7
Indian Wells,Hard,Loser,Ashlyn Krueger,154,R,185,USA,18.8,3,79,0,1,50,33,21,5,8,3,7
Indian Wells,Hard,Winner,Dayana Yastremska,142,R,175,UKR,22.8,3,78,0,3,59,30,20,15,10,2,5
Indian Wells,Hard,Loser,Anna Bondar,79,R,NA,HUN,25.7,3,78,0,3,49,27,17,6,9,0,5
Indian Wells,Hard,Winner,Xin Yu Wang,67,R,182,CHN,21.4,3,84,0,5,57,35,24,8,8,3,6
Indian Wells,Hard,Loser,Elise Mertens,37,R,179,BEL,27.2,3,84,1,9,50,19,6,12,8,5,12
