"Name","Age","Reg_Tm","Lg","Reg_G","Reg_PA","Reg_AB","Reg_R","Reg_H","Reg_Doubles","Reg_Triples","Reg_HR","Reg_RBI","Reg_SB","Reg_CS","Reg_BB","Reg_SO","Reg_BA","Reg_OBP","Reg_SLG","Reg_OPS","OPS+","Reg_TB","Reg_GDP","Reg_HBP","Reg_SH","Reg_SF","Reg_IBB","OppQual","Spring_G","Spring_PA","Spring_AB","Spring_R","Spring_H","Spring_Doubles","Spring_Triples","Spring_HR","Spring_RBI","Spring_SB","Spring_CS","Spring_BB","Spring_SO","Spring_BA","Spring_OBP","Spring_SLG","Spring_OPS","Spring_TB","Spring_GDP","Spring_HBP","Spring_SH","Spring_SF","Spring_IBB"
"Carson Kelly",28,"DET","AL",18,59,52,7,9,2,0,1,7,0,0,7,17,0.173,0.271,0.269,0.54,50,14,0,0,0,0,0,8.1,16,44,39,8,11,1,0,3,7,0,0,4,7,0.282,0.364,0.538,0.902,21,2,1,0,0,0
"Tony Kemp",31,"OAK","AL",124,419,359,42,75,13,3,5,27,15,4,44,40,0.209,0.303,0.304,0.607,73,109,9,6,7,3,0,7.2,8,23,21,2,7,1,1,1,5,0,1,2,4,0.333,0.391,0.619,1.01,13,1,0,0,0,0
"Buddy Kennedy",24,"ARI","NL",10,29,24,1,4,1,0,0,1,0,0,4,6,0.167,0.31,0.208,0.519,47,5,0,1,0,0,0,7.3,12,25,19,1,4,1,0,1,3,1,0,4,7,0.211,0.4,0.421,0.821,8,0,2,0,0,0
"Max Kepler",30,"MIN","AL",130,491,438,72,114,22,2,24,66,1,1,45,106,0.26,0.332,0.484,0.816,121,212,9,4,0,4,0,7,16,45,39,2,6,0,0,2,6,0,0,6,12,0.154,0.267,0.308,0.574,12,1,0,0,0,0
"Grae Kessinger",25,"HOU","AL",26,45,40,3,8,2,0,1,1,0,1,5,12,0.2,0.289,0.325,0.614,70,13,0,0,0,0,0,7.3,14,37,36,5,7,1,0,1,6,1,0,1,15,0.194,0.216,0.306,0.522,11,0,0,0,0,0
"Carter Kieboom",25,"WSN","NL",27,94,87,12,18,2,0,4,11,0,0,6,27,0.207,0.266,0.368,0.634,74,32,2,1,0,0,0,8.1,8,16,13,0,3,1,0,0,1,0,1,1,2,0.231,0.313,0.308,0.62,4,2,1,0,1,0
"Kevin Kiermaier",33,"TOR","AL",129,408,370,58,98,21,6,8,36,14,1,29,86,0.265,0.322,0.419,0.741,103,155,9,4,1,4,0,7.4,16,41,39,7,9,0,1,4,7,0,0,2,17,0.231,0.268,0.59,0.858,23,0,0,0,0,0
"Ha-Seong Kim",27,"SDP","NL",152,626,538,84,140,23,0,17,60,38,9,75,124,0.26,0.351,0.398,0.749,107,214,7,3,5,5,1,7.8,13,36,31,4,10,3,0,1,6,3,0,4,7,0.323,0.389,0.516,0.905,16,0,0,0,1,0
"Isiah Kiner-Falefa",28,"NYY","AL",113,361,326,39,79,12,1,6,37,14,5,28,70,0.242,0.306,0.34,0.646,78,111,12,3,1,3,0,7.2,19,52,44,4,15,3,0,1,7,1,3,5,13,0.341,0.442,0.477,0.92,21,0,3,0,0,0
"Alex Kirilloff",25,"MIN","AL",88,319,281,35,76,14,1,11,41,1,0,28,80,0.27,0.348,0.445,0.793,117,125,2,7,0,3,1,7.6,17,47,44,3,14,2,1,2,6,0,1,3,9,0.318,0.362,0.545,0.907,24,3,0,0,0,0
"Alejandro Kirk",24,"TOR","AL",123,422,372,34,93,16,0,8,43,0,0,42,45,0.25,0.334,0.358,0.692,92,133,21,6,0,2,1,7.6,14,41,38,7,13,4,0,3,9,0,0,2,5,0.342,0.39,0.684,1.074,26,3,1,0,0,0
"Heston Kjerstad",24,"BAL","AL",13,33,30,3,7,1,0,2,3,0,0,2,10,0.233,0.281,0.467,0.748,106,14,0,0,0,0,0,7.7,18,51,49,7,13,1,0,0,3,0,0,1,12,0.265,0.294,0.286,0.58,14,0,1,0,0,0
"Andrew Knizner",28,"STL","NL",70,241,224,30,54,11,0,10,31,2,0,12,62,0.241,0.288,0.424,0.712,92,95,8,3,1,1,0,7.3,14,42,40,4,8,2,0,2,10,0,0,0,9,0.2,0.214,0.4,0.614,16,2,1,0,1,0
"Taylor Kohlwey",28,"SDP","NL",5,13,13,0,2,0,0,0,0,0,0,0,5,0.154,0.154,0.154,0.308,-14,2,0,0,0,0,0,6,7,13,11,0,2,0,0,0,1,0,0,1,3,0.182,0.231,0.182,0.413,2,0,0,0,1,0
"Mark Kolozsvary",27,"BAL","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,7.5,16,27,26,1,4,1,0,0,3,0,0,1,10,0.154,0.185,0.192,0.377,5,1,0,0,0,0
"Ryan Kreidler",25,"DET","AL",11,18,18,2,2,0,0,0,0,0,0,0,7,0.111,0.111,0.111,0.222,-38,2,0,0,0,0,0,7.7,20,45,36,9,11,0,0,2,6,2,0,8,11,0.306,0.444,0.472,0.917,17,0,1,0,0,0
"Steven Kwan",25,"CLE","AL",158,718,638,93,171,36,7,5,54,21,3,70,75,0.268,0.34,0.37,0.71,97,236,9,3,1,6,2,7.7,18,60,56,10,16,3,1,1,10,0,0,4,3,0.286,0.333,0.429,0.762,24,0,0,0,0,0
"Jake Lamb",32,"LAA","AL",18,54,51,7,11,1,0,2,5,0,0,3,15,0.216,0.259,0.353,0.612,65,18,1,0,0,0,0,7.8,19,42,40,3,12,3,0,1,7,0,0,2,11,0.3,0.333,0.45,0.783,18,0,0,0,0,0
"Shea Langeliers",25,"OAK","AL",135,490,448,52,92,19,4,22,63,3,2,34,143,0.205,0.268,0.413,0.681,89,185,10,5,1,2,2,7.8,18,52,47,9,17,2,0,2,5,0,1,4,14,0.362,0.404,0.532,0.936,25,3,0,0,1,0
"Trevor Larnach",26,"MIN","AL",58,212,183,26,39,7,3,8,40,1,1,27,72,0.213,0.311,0.415,0.727,98,76,2,0,0,2,1,7.9,10,28,25,2,6,2,0,1,2,1,0,3,7,0.24,0.321,0.44,0.761,11,0,0,0,0,0
"Ramón Laureano",28,"TOT","AL",105,404,361,46,81,18,4,9,35,12,1,33,114,0.224,0.304,0.371,0.676,89,134,9,9,0,1,0,7.7,18,59,52,7,13,5,0,1,8,3,0,7,15,0.25,0.339,0.404,0.743,21,2,0,0,0,0
"Ramón Laureano",28,"OAK","AL",64,246,225,24,48,10,3,6,21,8,0,17,73,0.213,0.28,0.364,0.645,81,82,5,4,0,0,0,7.7,18,59,52,7,13,5,0,1,8,3,0,7,15,0.25,0.339,0.404,0.743,21,2,0,0,0,0
"Ramón Laureano",28,"CLE","AL",41,158,136,22,33,8,1,3,14,4,1,16,41,0.243,0.342,0.382,0.724,101,52,4,5,0,1,0,7.7,18,59,52,7,13,5,0,1,8,3,0,7,15,0.25,0.339,0.404,0.743,21,2,0,0,0,0
"Jordan Lawlar",20,"ARI","NL",14,34,31,2,4,0,0,0,0,1,1,2,11,0.129,0.206,0.129,0.335,-5,4,0,1,0,0,0,7.9,8,21,17,3,3,1,0,1,2,0,0,3,6,0.176,0.333,0.412,0.745,7,0,1,0,0,0
"Korey Lee",24,"CHW","AL",24,70,65,4,5,1,0,1,3,0,0,5,20,0.077,0.143,0.138,0.281,-22,9,0,0,0,0,0,7.3,18,34,28,5,8,1,1,3,8,0,0,4,10,0.286,0.382,0.714,1.097,20,1,1,0,1,0
"DJ LeMahieu",34,"NYY","AL",136,562,497,55,121,22,3,15,44,2,2,60,125,0.243,0.327,0.39,0.718,96,194,14,3,0,2,2,7.5,10,29,27,4,6,1,0,0,3,1,0,2,7,0.222,0.276,0.259,0.535,7,0,0,0,0,0
"Sandy León",34,"TEX","AL",21,44,41,4,6,2,0,0,4,0,0,1,20,0.146,0.186,0.195,0.381,6,8,2,1,1,0,0,7.6,11,18,17,1,2,0,0,0,0,0,0,1,7,0.118,0.167,0.118,0.284,2,0,0,0,0,0
"Josh Lester",28,"BAL","AL",11,23,22,0,4,0,0,0,4,0,0,1,7,0.182,0.217,0.182,0.399,15,4,1,0,0,0,0,7.1,9,9,9,1,3,1,0,0,1,0,0,0,4,0.333,0.333,0.444,0.778,4,1,0,0,0,0
"Royce Lewis",24,"MIN","AL",58,239,217,36,67,7,0,15,52,6,1,20,55,0.309,0.372,0.548,0.921,150,119,5,2,0,0,0,7.1,16,45,40,3,10,6,0,1,9,0,0,4,10,0.25,0.311,0.475,0.786,19,0,0,0,1,0
"Francisco Lindor",29,"NYM","NL",160,687,602,108,153,33,2,31,98,31,4,66,137,0.254,0.336,0.47,0.806,121,283,8,12,0,7,1,6.9,19,61,55,4,8,2,0,1,5,0,0,3,8,0.145,0.197,0.236,0.433,13,1,1,0,2,0
"Andre Lipcius",25,"DET","AL",13,38,35,3,10,1,0,1,4,0,0,3,8,0.286,0.342,0.4,0.742,104,14,1,0,0,0,0,6.4,4,9,8,1,1,1,0,0,1,0,0,1,5,0.125,0.222,0.25,0.472,2,0,0,0,0,0
"Tim Locastro",30,"NYM","NL",43,67,56,13,13,3,0,2,3,6,0,3,22,0.232,0.338,0.393,0.731,102,22,0,6,2,0,0,7.2,5,14,13,3,6,2,0,0,4,1,0,1,1,0.462,0.5,0.615,1.115,8,0,0,0,0,0
"Nick Loftin",24,"KCR","AL",19,68,62,10,20,5,1,0,10,2,0,4,12,0.323,0.368,0.435,0.803,118,27,0,1,0,1,0,7.2,16,50,42,6,14,1,0,2,6,1,1,8,9,0.333,0.44,0.5,0.94,21,0,0,0,0,0
"Alejo López",27,"CIN","NL",1,2,2,1,1,1,0,0,1,0,0,0,1,0.5,0.5,1,1.5,288,2,0,0,0,0,0,6.8,9,16,15,2,3,1,0,0,0,0,0,1,3,0.2,0.25,0.267,0.517,4,0,0,0,0,0
"Nicky Lopez",28,"TOT","MLB",93,262,225,32,52,8,3,1,25,6,2,26,40,0.231,0.326,0.307,0.632,74,69,3,6,4,1,0,7.7,20,49,41,10,12,7,0,0,3,3,1,7,8,0.293,0.396,0.463,0.859,19,0,0,1,0,0
"Nicky Lopez",28,"KCR","AL",68,190,160,19,34,5,3,0,13,4,2,21,30,0.213,0.323,0.281,0.604,67,45,3,5,4,0,0,7.7,20,49,41,10,12,7,0,0,3,3,1,7,8,0.293,0.396,0.463,0.859,19,0,0,1,0,0
"Nicky Lopez",28,"ATL","NL",25,72,65,13,18,3,0,1,12,2,0,5,10,0.277,0.333,0.369,0.703,90,24,0,1,0,1,0,7.7,20,49,41,10,12,7,0,0,3,3,1,7,8,0.293,0.396,0.463,0.859,19,0,0,1,0,0
"Brandon Lowe",28,"TBR","AL",109,436,377,58,87,15,1,21,68,7,0,50,119,0.231,0.328,0.443,0.771,114,167,8,6,0,3,0,7.2,14,40,37,5,5,0,0,3,4,0,0,2,14,0.135,0.2,0.378,0.578,14,0,1,0,0,0
"Josh Lowe",25,"TBR","AL",135,501,466,71,136,33,2,20,83,32,3,31,124,0.292,0.335,0.5,0.835,130,233,6,1,0,3,2,7.6,2,4,3,3,2,1,0,0,0,0,0,1,0,0.667,0.75,1,1.75,3,0,0,0,0,0
"Nathaniel Lowe",27,"TEX","AL",161,724,623,89,163,38,3,17,82,1,0,93,165,0.262,0.36,0.414,0.775,114,258,22,5,0,3,2,8.1,7,19,18,1,3,3,0,0,2,0,0,1,7,0.167,0.211,0.333,0.544,6,1,0,0,0,0
"Marco Luciano",21,"SFG","NL",14,45,39,4,9,3,0,0,0,1,0,6,17,0.231,0.333,0.308,0.641,81,12,0,0,0,0,0,7.1,19,55,44,9,10,3,0,2,9,2,0,10,19,0.227,0.364,0.432,0.795,19,1,0,0,1,0
"Nathan Lukes",28,"TOR","AL",29,31,26,4,5,1,1,0,2,0,0,4,9,0.192,0.29,0.308,0.598,66,8,1,0,0,1,0,7.6,16,46,40,8,18,4,1,0,6,2,0,5,5,0.45,0.5,0.6,1.1,24,0,0,0,1,0
"Jordan Luplow",29,"TOT","AL",39,90,77,11,16,3,0,2,5,2,0,12,27,0.208,0.322,0.325,0.647,80,25,1,1,0,0,1,7.8,4,11,8,4,5,0,0,1,1,0,0,2,3,0.625,0.727,1,1.727,8,0,1,0,0,0
"Jordan Luplow",29,"TOR","AL",7,17,14,1,3,0,0,0,1,0,0,3,8,0.214,0.353,0.214,0.567,63,3,0,0,0,0,1,7.8,4,11,8,4,5,0,0,1,1,0,0,2,3,0.625,0.727,1,1.727,8,0,1,0,0,0
"Jordan Luplow",29,"MIN","AL",32,73,63,10,13,3,0,2,4,2,0,9,19,0.206,0.315,0.349,0.664,83,22,1,1,0,0,0,7.8,4,11,8,4,5,0,0,1,1,0,0,2,3,0.625,0.727,1,1.727,8,0,1,0,0,0
"Manny Machado",30,"SDP","NL",138,601,543,75,140,21,0,30,91,3,2,50,109,0.258,0.319,0.462,0.782,113,251,20,2,0,6,1,7.8,12,33,32,4,10,4,0,0,5,0,0,1,6,0.313,0.333,0.438,0.771,14,1,0,0,0,0
"Nick Madrigal",26,"CHC","NL",92,294,270,34,71,16,1,2,28,10,2,10,24,0.263,0.311,0.352,0.663,80,95,3,9,5,0,0,8.4,8,22,19,0,4,2,0,0,0,0,0,1,2,0.211,0.318,0.316,0.634,6,1,2,0,0,0
"Bligh Madris",27,"HOU","AL",12,30,26,4,4,1,0,0,0,0,0,4,7,0.154,0.267,0.192,0.459,31,5,0,0,0,0,0,7.8,21,31,23,7,7,1,0,2,3,0,0,5,8,0.304,0.467,0.609,1.075,14,0,2,0,0,0
"Luke Maile",32,"CIN","NL",74,199,179,17,42,10,0,6,25,2,1,14,49,0.235,0.308,0.391,0.699,86,70,8,5,1,0,0,7.9,12,36,32,9,12,3,0,4,11,0,0,3,8,0.375,0.444,0.844,1.288,27,1,1,0,0,0
"Martín Maldonado",36,"HOU","AL",116,407,362,33,69,12,0,15,36,0,0,30,139,0.191,0.258,0.348,0.606,66,126,10,3,12,0,0,8,15,36,31,3,4,2,0,1,3,1,0,5,10,0.129,0.25,0.29,0.54,9,3,0,0,0,0
"Trey Mancini",31,"CHC","NL",79,263,235,31,55,12,0,4,28,0,0,21,78,0.234,0.299,0.336,0.635,72,79,5,2,0,3,1,7.7,15,39,35,2,9,1,0,1,2,0,0,4,10,0.257,0.333,0.371,0.705,13,1,0,0,0,0
"Manuel Margot",28,"TBR","AL",99,336,311,39,82,21,1,4,38,9,3,18,55,0.264,0.31,0.376,0.686,91,117,6,4,0,3,0,7.3,2,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
"Jake Marisnick",32,"TOT","MLB",46,83,76,10,18,3,2,2,10,2,3,3,21,0.237,0.28,0.408,0.688,87,31,4,2,1,1,0,7.6,22,45,43,7,13,2,0,3,7,5,3,2,13,0.302,0.333,0.558,0.891,24,1,0,0,0,0
"Jake Marisnick",32,"TOT","AL",42,77,71,10,16,3,2,2,10,2,2,3,21,0.225,0.263,0.408,0.672,81,29,4,1,1,1,0,7.6,22,45,43,7,13,2,0,3,7,5,3,2,13,0.302,0.333,0.558,0.891,24,1,0,0,0,0
"Jake Marisnick",32,"CHW","AL",9,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,7.6,22,45,43,7,13,2,0,3,7,5,3,2,13,0.302,0.333,0.558,0.891,24,1,0,0,0,0
"Jake Marisnick",32,"DET","AL",33,75,69,9,16,3,2,2,10,2,2,3,20,0.232,0.27,0.42,0.691,87,29,4,1,1,1,0,7.6,22,45,43,7,13,2,0,3,7,5,3,2,13,0.302,0.333,0.558,0.891,24,1,0,0,0,0
"Jake Marisnick",32,"LAD","NL",4,6,5,0,2,0,0,0,0,0,1,0,0,0.4,0.5,0.4,0.9,150,2,0,1,0,0,0,7.6,22,45,43,7,13,2,0,3,7,5,3,2,13,0.302,0.333,0.558,0.891,24,1,0,0,0,0
"Cade Marlowe",26,"SEA","AL",34,100,88,14,21,3,2,3,11,4,2,12,33,0.239,0.33,0.42,0.75,112,37,1,0,0,0,0,7.1,15,27,27,6,8,2,0,1,3,2,1,0,7,0.296,0.296,0.481,0.778,13,0,0,0,0,0
"Brandon Marsh",25,"PHI","NL",133,472,404,58,112,25,6,12,60,10,2,59,144,0.277,0.372,0.458,0.829,125,185,4,4,1,4,2,8.6,8,20,18,2,5,1,1,0,2,0,0,2,6,0.278,0.35,0.444,0.794,8,0,0,0,0,0
"Ketel Marte",29,"ARI","NL",150,650,569,94,157,26,9,25,82,8,2,71,109,0.276,0.358,0.485,0.844,129,276,16,5,0,5,2,7.7,19,59,54,10,20,6,1,1,6,0,0,3,10,0.37,0.424,0.574,0.998,31,1,2,0,0,0
"Noelvi Marte",21,"CIN","NL",35,123,114,15,36,7,0,3,15,6,2,8,25,0.316,0.366,0.456,0.822,119,52,1,1,0,0,0,7.6,4,10,10,2,3,1,0,0,0,1,0,0,3,0.3,0.3,0.4,0.7,4,0,0,0,0,0
"Starling Marte",34,"NYM","NL",86,341,315,38,78,7,1,5,28,24,4,16,69,0.248,0.301,0.324,0.625,74,102,8,8,2,0,1,7.5,16,49,44,4,7,1,0,0,4,1,0,4,8,0.159,0.245,0.182,0.427,8,3,1,0,0,0
"J.P. Martínez",27,"TEX","AL",17,44,40,7,9,1,0,1,4,0,0,2,16,0.225,0.25,0.325,0.575,58,13,0,0,0,2,0,7.2,8,17,15,2,2,1,0,0,0,0,0,1,3,0.133,0.235,0.2,0.435,3,1,1,0,0,0
"Nick Martini",33,"CIN","NL",29,79,72,10,19,3,1,6,16,0,0,5,15,0.264,0.329,0.583,0.912,138,42,1,2,0,0,0,7.8,14,45,36,5,7,0,0,4,13,0,0,3,7,0.194,0.311,0.528,0.839,19,1,4,0,2,0
"Michael Massey",25,"KCR","AL",129,461,428,42,98,18,1,15,55,6,2,24,99,0.229,0.274,0.381,0.655,76,163,3,4,1,4,0,7.3,11,30,30,5,7,1,1,2,5,0,0,0,5,0.233,0.233,0.533,0.767,16,0,0,0,0,0
"Miles Mastrobuoni",27,"CHC","NL",60,149,133,24,32,5,0,1,5,13,1,13,32,0.241,0.308,0.301,0.609,67,40,1,0,3,0,0,7.5,22,53,49,3,14,2,0,1,3,5,1,3,9,0.286,0.321,0.388,0.709,19,1,0,0,1,0
"Jorge Mateo",28,"BAL","AL",116,350,318,58,69,14,2,7,34,32,5,22,82,0.217,0.267,0.34,0.607,70,108,8,1,5,3,0,8.1,16,45,40,6,13,3,0,2,8,1,0,4,9,0.325,0.4,0.55,0.95,22,2,1,0,0,0
"Mark Mathias",28,"TOT","NL",27,72,62,6,14,2,0,0,6,3,0,10,15,0.226,0.333,0.258,0.591,66,16,4,0,0,0,0,7.3,2,6,5,0,0,0,0,0,0,0,1,1,1,0,0.167,0,0.167,0,1,0,0,0,0
"Mark Mathias",28,"PIT","NL",22,62,52,5,12,2,0,0,4,3,0,10,11,0.231,0.355,0.269,0.624,74,14,3,0,0,0,0,7.3,2,6,5,0,0,0,0,0,0,0,1,1,1,0,0.167,0,0.167,0,1,0,0,0,0
"Mark Mathias",28,"SFG","NL",5,10,10,1,2,0,0,0,2,0,0,0,4,0.2,0.2,0.2,0.4,12,2,1,0,0,0,0,7.3,2,6,5,0,0,0,0,0,0,0,1,1,1,0,0.167,0,0.167,0,1,0,0,0,0
"Nick Maton",26,"DET","AL",93,293,249,29,43,9,0,8,32,1,2,38,73,0.173,0.288,0.305,0.593,64,76,4,3,1,2,1,7.1,17,29,23,1,0,0,0,0,0,0,0,6,10,0,0.207,0,0.207,0,1,0,0,0,0
"Luis Matos",21,"SFG","NL",76,253,228,24,57,13,1,2,14,3,0,20,33,0.25,0.319,0.342,0.661,85,78,3,3,2,0,0,7,22,58,53,14,16,6,0,4,11,1,1,3,8,0.302,0.362,0.642,1.004,34,2,2,0,0,0
"James McCann",33,"BAL","AL",69,226,207,25,46,14,0,6,26,3,1,9,57,0.222,0.269,0.377,0.646,79,78,5,5,3,2,0,7.9,12,34,34,2,7,2,0,1,3,0,0,0,9,0.206,0.206,0.353,0.559,12,0,0,0,0,0
"Jake McCarthy",25,"ARI","NL",99,312,276,37,67,7,5,2,16,26,4,26,62,0.243,0.318,0.326,0.644,78,90,4,5,4,1,0,7.8,19,50,48,6,13,3,2,0,4,2,0,2,14,0.271,0.3,0.417,0.717,20,1,0,0,0,0
"Chas McCormick",28,"HOU","AL",115,457,403,59,110,17,2,22,70,19,6,40,117,0.273,0.353,0.489,0.842,130,197,3,11,1,2,0,7.4,16,47,41,4,15,1,1,0,7,4,0,4,7,0.366,0.426,0.439,0.865,18,3,1,0,1,0
"Mason McCoy",28,"TOR","AL",6,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,7,13,27,24,3,7,0,1,0,4,0,0,2,8,0.292,0.333,0.375,0.708,9,0,0,0,1,0
"Andrew McCutchen",36,"PIT","NL",112,473,390,55,100,19,0,12,43,11,3,75,100,0.256,0.378,0.397,0.776,112,155,8,4,0,4,1,8,8,23,19,2,6,0,0,1,1,0,0,2,5,0.316,0.435,0.474,0.908,9,0,2,0,0,0
"Reese McGuire",28,"BOS","AL",72,206,187,15,50,12,1,1,16,2,1,11,53,0.267,0.31,0.358,0.668,80,67,2,1,2,1,0,7.8,13,35,30,7,9,3,0,1,6,1,1,5,7,0.3,0.4,0.5,0.9,15,2,0,0,0,0
"Ryan McKenna",26,"BAL","AL",88,139,122,23,31,7,0,2,18,5,0,9,40,0.254,0.316,0.361,0.677,91,44,4,3,3,2,0,7.8,16,43,37,3,5,2,0,1,3,1,1,5,14,0.135,0.233,0.27,0.503,10,0,0,0,1,0
"Billy McKinney",28,"NYY","AL",48,147,128,19,29,3,1,6,14,1,0,17,39,0.227,0.32,0.406,0.726,98,52,1,1,0,1,1,7.2,20,49,39,11,14,3,0,2,9,0,1,10,5,0.359,0.49,0.59,1.08,23,1,0,0,0,0
"Zach McKinstry",28,"DET","AL",148,518,464,60,107,21,4,9,35,16,6,44,113,0.231,0.302,0.351,0.654,80,163,3,5,2,3,0,7.9,18,47,35,8,10,1,0,1,7,2,0,10,8,0.286,0.426,0.4,0.826,14,0,0,0,2,0
"Matt McLain",23,"CIN","NL",89,403,365,65,106,23,4,16,50,14,5,31,115,0.29,0.357,0.507,0.864,128,185,5,7,0,0,0,7.7,5,14,13,0,0,0,0,0,0,0,0,1,7,0,0.071,0,0.071,0,0,0,0,0,0
"Ryan McMahon",28,"COL","NL",152,627,555,80,133,31,3,23,70,5,5,68,198,0.24,0.322,0.431,0.753,95,239,19,1,0,3,2,7.2,18,53,48,9,18,2,2,1,6,1,0,5,10,0.375,0.434,0.563,0.996,27,2,0,0,0,0
"Jeff McNeil",31,"NYM","NL",156,648,585,75,158,25,4,10,55,10,0,39,65,0.27,0.333,0.378,0.711,97,221,5,18,3,3,0,9,5,17,13,0,0,0,0,0,0,0,0,4,5,0,0.235,0,0.235,0,0,0,0,0,0
"Curtis Mead",22,"TBR","AL",24,92,83,12,21,3,1,1,5,0,0,7,21,0.253,0.326,0.349,0.675,90,29,3,2,0,0,0,7.3,22,56,49,5,13,1,0,1,8,0,0,5,5,0.265,0.339,0.347,0.686,17,1,1,0,1,0
"Parker Meadows",23,"DET","AL",37,145,125,19,29,4,2,3,13,8,1,17,37,0.232,0.331,0.368,0.699,93,46,0,2,0,1,1,7.5,20,56,53,11,19,3,1,4,6,3,0,3,11,0.358,0.393,0.679,1.072,36,0,0,0,0,0
"Wade Meckler",23,"SFG","NL",20,64,56,6,13,1,0,0,4,0,0,6,25,0.232,0.328,0.25,0.578,65,14,0,2,0,0,0,7.2,17,36,33,6,13,2,2,0,10,3,0,3,5,0.394,0.444,0.576,1.02,19,0,0,0,0,0
"Francisco Mejia",27,"TBR","AL",50,160,150,22,34,11,0,5,19,0,1,6,38,0.227,0.258,0.4,0.658,81,60,2,1,1,2,0,7.4,1,1,0,1,0,0,0,0,0,0,0,1,0,NA,1,NA,NA,0,0,0,0,0,0
"MJ Melendez",24,"KCR","AL",148,602,533,65,125,29,5,16,56,6,4,62,170,0.235,0.316,0.398,0.713,93,212,4,3,0,4,2,7.5,16,50,42,5,13,3,1,2,7,1,1,6,7,0.31,0.42,0.571,0.991,24,1,2,0,0,0
"Danny Mendick",29,"NYM","NL",33,69,65,4,12,3,0,1,4,1,0,4,15,0.185,0.232,0.277,0.509,41,18,1,0,0,0,0,7.6,24,44,41,4,9,2,0,1,4,1,1,3,11,0.22,0.273,0.341,0.614,14,1,0,0,0,0
"Joey Meneses",31,"WSN","NL",154,657,611,71,168,36,1,13,89,0,0,38,130,0.275,0.321,0.401,0.722,100,245,15,5,0,3,0,8.2,17,55,51,6,15,4,0,2,9,1,0,3,5,0.294,0.345,0.49,0.836,25,1,1,0,0,0
"Óscar Mercado",28,"STL","NL",20,32,31,3,9,3,0,0,5,2,1,1,4,0.29,0.313,0.387,0.7,90,12,0,0,0,0,0,6.6,13,30,25,5,8,2,0,2,7,3,0,2,5,0.32,0.433,0.64,1.073,16,0,3,0,0,0
"Whit Merrifield",34,"TOR","AL",145,592,547,66,149,27,0,11,67,26,10,36,101,0.272,0.318,0.382,0.7,93,209,15,3,0,6,2,7.4,16,42,42,7,17,6,1,2,7,1,0,0,5,0.405,0.405,0.738,1.143,31,1,0,0,0,0
"Matt Mervis",25,"CHC","NL",27,99,90,8,15,2,0,3,11,0,0,8,32,0.167,0.242,0.289,0.531,44,26,1,1,0,0,0,7.4,21,42,35,6,10,0,0,1,3,0,0,7,9,0.286,0.405,0.371,0.776,13,1,0,0,0,0
"Jake Meyers",27,"HOU","AL",112,341,309,42,70,16,1,10,33,5,2,26,88,0.227,0.296,0.382,0.678,86,118,2,5,0,1,0,7.2,16,46,38,7,9,3,0,2,5,1,1,5,9,0.237,0.37,0.474,0.843,18,1,3,0,0,0
"Drew Millas",25,"WSN","NL",11,33,28,1,8,2,0,1,6,0,0,4,5,0.286,0.375,0.464,0.839,132,13,2,0,1,0,0,7.7,14,23,22,3,4,1,0,0,3,0,0,1,7,0.182,0.217,0.227,0.445,5,1,0,0,0,0
"Brad Miller",33,"TEX","AL",27,67,56,8,12,4,0,1,6,0,0,10,11,0.214,0.328,0.339,0.668,86,19,1,0,0,1,0,7,4,8,6,0,0,0,0,0,1,1,0,1,3,0,0.125,0,0.125,0,0,0,0,1,0
"Owen Miller",26,"MIL","NL",90,314,291,29,76,17,0,5,27,13,2,17,61,0.261,0.303,0.371,0.674,83,108,6,2,0,4,1,7.7,14,33,32,5,8,1,1,0,5,2,0,1,6,0.25,0.273,0.344,0.616,11,0,0,0,0,0
"José Miranda",25,"MIN","AL",40,152,142,12,30,4,0,3,13,0,0,9,24,0.211,0.263,0.303,0.566,56,43,8,1,0,0,0,8,9,28,25,1,8,1,0,0,4,0,0,3,4,0.32,0.393,0.36,0.753,9,0,0,0,0,0
"Calvin Mitchell",24,"PIT","NL",2,5,4,0,0,0,0,0,0,0,0,1,1,0,0.2,0,0.2,-38,0,0,0,0,0,0,6.9,11,25,22,1,5,0,1,1,4,0,0,2,4,0.227,0.28,0.455,0.735,10,0,0,0,1,0
"Garrett Mitchell",24,"MIL","NL",19,73,65,10,16,2,1,3,7,1,1,7,26,0.246,0.315,0.446,0.761,105,29,0,0,0,1,0,7.9,14,52,47,7,15,2,0,1,8,2,0,4,16,0.319,0.385,0.426,0.81,20,1,1,0,0,0
"Andruw Monasterio",26,"MIL","NL",92,315,282,38,73,14,1,3,27,7,2,28,66,0.259,0.33,0.348,0.678,86,98,9,3,0,2,0,7.8,17,46,43,7,11,2,0,0,5,0,1,2,13,0.256,0.304,0.302,0.607,13,3,1,0,0,0
