Player,Measure Names,Competition Level,Full Division Name,Full Team Name Correct,Full Team Name,Gender Division,Measure Values
Clara Moss,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Celeste Alden,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Allison Ryan,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Alexa Jeantette-Coca,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Shaelyn Woo,Team Games,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
Olivia Benton,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Nola Busansky,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Morgan Bridges,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Lauren Wu,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Grace Prince,Team Games,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,6
Zachary Sanders,Team Games,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,6
Sarah Clarke,Team Games,Division 3,Division 3 Women,Richmond Red Hots,Richmond Red Hots,Women,6
Ridge Huang,Team Games,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,5
Natalie Collier,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Mia Beeman-Weber,Team Games,Division 1,Division 1 Women,Carleton Syzygy,Carleton Syzygy,Women,6
Madison Ong,Team Games,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
Haruna Krumholz,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Hannah Pierce,Team Games,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,6
Emily Pozzy,Team Games,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,6
Elizabeth Rosen,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Claire Knopf,Team Games,Division 3,Division 3 Women,Macalester Purse Snatchers,Macalester Purse Snatchers,Women,6
Caroline Cooper,Team Games,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,6
brodie monohan,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
Antara Ramkumar,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Anna Fisher Lopez,Team Games,Division 1,Division 1 Women,Stanford Superfly,Stanford Superfly,Women,7
Reece Liu,Team Games,Division 3,Division 3 Women,Mount Holyoke Daisy Chain,Mount Holyoke Daisy Chain,Women,6
Mia Smith,Team Games,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,6
Emma Steckline,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Celia Plaut,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Andrew Clayton,Team Games,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,6
Adella Catanzaro,Team Games,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,6
Zane Bird Smith,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Yasmin Banares,Team Games,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,5
Sonja Lee,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Sage Migon,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Meghan Quigley,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Mae Kline,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Karina Illingworth,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Grace McCann,Team Games,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,5
Caroline Bach,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Ariana O'Shea,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Bella Russell,Team Games,Division 1,Division 1 Women,North Carolina Pleiades,North Carolina Pleiades,Women,7
Olivia Bordon,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Kelsey Viadro,Team Games,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,6
Rosa Rudolph,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Parker Bert,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Lilian Liu,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Lauren Feeney,Team Games,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,5
Grace Sokolow,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Emily Kay-Leighton,Team Games,Division 1,Division 1 Women,Victoria Vikes,Victoria Vikes,Women,5
Benjamin Zhu,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
Megan Kraut,Team Games,Division 3,Division 3 Women,Richmond Red Hots,Richmond Red Hots,Women,6
Maya Sisk,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Luiza Pessoa,Team Games,Division 3,Division 3 Women,Richmond Red Hots,Richmond Red Hots,Women,6
James Fishman-Morren,Team Games,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,6
Adeline Fabel,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Rachel Chang,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Lily Nygard,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Lexie Buckley,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Eleanor Wachtel,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Shanti Chier,Team Games,Division 1,Division 1 Women,Carleton Syzygy,Carleton Syzygy,Women,6
Mitchell Gordon,Team Games,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,6
Jamie Eldridge,Team Games,Division 3,Division 3 Women,Mount Holyoke Daisy Chain,Mount Holyoke Daisy Chain,Women,6
Taryn Webster,Team Games,Division 1,Division 1 Women,Victoria Vikes,Victoria Vikes,Women,5
Leina Goto,Team Games,Division 3,Division 3 Women,St Olaf Vortex,St Olaf Vortex,Women,5
Amelie Steer,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Persie Baroody,Team Games,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,6
Nora Youngelson,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Kristen Bellinger,Team Games,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,6
EmmaChaya Lipton-Praver,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Emma Feldman,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Rachel Abrahams,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Marin Cohan,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Luca Pieretti,Team Games,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,6
Grace Bradley,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Zoe Marquis,Team Games,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,6
Nora Jacobsen,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Maggie Brown,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Claire Ward,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Arenaria Cramer,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Quincy Booth,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Lucy Bridal,Team Games,Division 1,Division 1 Women,Victoria Vikes,Victoria Vikes,Women,5
Keely Baker,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Josie Fenske,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Claire Lee,Team Games,Division 3,Division 3 Women,Macalester Purse Snatchers,Macalester Purse Snatchers,Women,6
Koume Matsutori,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Galileo Fries,Team Games,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,6
Xuan Feldman,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Eleanor Wheeler,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Grace Brown,Team Games,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,5
Kathryn Haynes,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Esther Filipek,Team Games,Division 1,Division 1 Women,Stanford Superfly,Stanford Superfly,Women,7
Adi Megiddo,Team Games,Division 3,Division 3 Women,Macalester Purse Snatchers,Macalester Purse Snatchers,Women,6
Mia Tomay Bongcaron,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Grace Goldenberg,Team Games,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,5
Breanna Roussin,Team Games,Division 1,Division 1 Women,Victoria Vikes,Victoria Vikes,Women,5
Krishangi Dandapure,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Arianna Kightlinger,Team Games,Division 3,Division 3 Women,Richmond Red Hots,Richmond Red Hots,Women,6
Alicia Brolly,Team Games,Division 1,Division 1 Women,Victoria Vikes,Victoria Vikes,Women,5
Claire Torgelson,Team Games,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,6
Emma Alatzas,Team Games,Division 3,Division 3 Women,Richmond Red Hots,Richmond Red Hots,Women,6
Lily Pesikoff,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Lily van Linder,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Bella Steedly,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Rui Lin,Team Games,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,6
Lanie O'Neill,Team Games,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,5
Lucy Sevetson,Team Games,Division 3,Division 3 Women,Richmond Red Hots,Richmond Red Hots,Women,6
