Player,Measure Names,Competition Level,Full Division Name,Full Team Name Correct,Full Team Name,Gender Division,Measure Values
Luke Knight,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Lucy VanNewkirk,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Lucy Robertson,Team Games,Division 1,Division 1 Women,Victoria Vikes,Victoria Vikes,Women,5
logan krehbiel,Team Games,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,5
Lily Howard,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Liam Reynolds,Team Games,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,5
Levi Dohman,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Leo Wolf,Team Games,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,5
Leah Marquez,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Kong Hui Lim,Team Games,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,5
Kensley West,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Kelly Tam,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Kellen Watts,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Kaitlyn Straight,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Kainoa Hottendorf,Team Games,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,5
Joshua Wang,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Jaden Fielding,Team Games,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,5
Jaden Busch,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
Ivan Kase,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Isaac Fuzat,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Ian Grochocinski,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Hazel Stringer,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Grady Welsh,Team Games,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,5
Georgia Smith,Team Games,Division 1,Division 1 Women,Victoria Vikes,Victoria Vikes,Women,5
Gaby Elkhoury,Team Games,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,5
Gabriel Gatewood-Wolfe,Team Games,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,5
Forrest Williams,Team Games,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,5
Forrest Vargyas,Team Games,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,5
Evan Tompkins,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Evan Lutz,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
Ethan Schiff,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
Ethan Ode,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Ethan Landis,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
Emma Toussaint,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Emma Ellefson-Frank,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Emma Crump,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Emiko Shiota,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Elyse Siegel,Team Games,Division 1,Division 1 Women,Victoria Vikes,Victoria Vikes,Women,5
Elijah McKinley,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Elie Weitzman,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Eleanor Tyne,Team Games,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,5
Edward Morris,Team Games,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,5
Drew Vetteth,Team Games,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,5
David Peterson,Team Games,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,5
Danielle Michiels,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Daniel Kang,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
Conner Lough,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Colin Brown,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Chris Doehring,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Challis Holloway,Team Games,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,5
Catherine Davison,Team Games,Division 1,Division 1 Women,Victoria Vikes,Victoria Vikes,Women,5
Cassidy Morgan,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Calista Aragon,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Caleb Lance,Team Games,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,5
Brandon Shunk,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
Ben Brochard,Team Games,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,5
Ava Samford,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Annika Ross,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Anna Cauchy,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Amanda Harrison,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Alexander Janelle,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Addyson Hale,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Yun Hua,Team Games,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
Will Scudder,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Thomas Davis,Team Games,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,6
Tae Weiss,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Stephen Kise,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Sophia Mason,Team Games,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,6
Sopheakdey Bov,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Sebastian Espinal,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
Samuel Guarino,Team Games,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,6
Orr Teva,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
Noah Paradise,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Noah Goldberg,Team Games,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,6
Nathaniel Snow,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
Mijoo Lee,Team Games,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
Michael Stein,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
Maya Salzman,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Luke Williams,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Lola Murnighan,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Liam O’Shea,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
Larson Selvig,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
Kiran Saini,Team Games,Division 3,Division 3 Women,Richmond Red Hots,Richmond Red Hots,Women,6
Kelby Anderson,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Kawika Tu,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
Kavya Borra,Team Games,Division 3,Division 3 Women,Richmond Red Hots,Richmond Red Hots,Women,6
Kana Chung,Team Games,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,6
Julia Kezer,Team Games,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,6
Julia Frank,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Joseph Dauchess,Team Games,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,6
Jonas Kra-Caskey,Team Games,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,6
Jonah Hammes,Team Games,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,6
Jing Jing Munson,Team Games,Division 1,Division 1 Women,Carleton Syzygy,Carleton Syzygy,Women,6
Jesse Barker Plotkin,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Jericho Stern,Team Games,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,6
Jacob Mathew,Team Games,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,6
Jaclyn Murray,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Jack Ryan,Team Games,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,6
Jack Gleason,Team Games,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,6
Isabella Harker,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Isabel Contreras,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Henry Kennedy,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Gabriel Nobis,Team Games,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,6
Gabriel Badillo Moorman,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Feliz Matthews,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Eva Fischer,Team Games,Division 1,Division 1 Women,Carleton Syzygy,Carleton Syzygy,Women,6
Ethan Landgreen,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Emmett Levine,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Emma Seto,Team Games,Division 3,Division 3 Women,Richmond Red Hots,Richmond Red Hots,Women,6
Emile Starkweather,Team Games,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,6
Elliot Mayo,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Ella Spitz,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Ella Polli,Team Games,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,6
Ella Evans,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Dylan McKellips,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Dov Bearman,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Devon Shepherd,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
David Kim,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
David Allen,Team Games,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,6
Dash Fitzgerald,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
Daboh Ahn,Team Games,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,6
Da'Rina Ballard,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Clell Hamm,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Claire Weng,Team Games,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
Claire Lindsey,Team Games,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,6
Christopher Brown,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
Cameron Meier,Team Games,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,6
Avi Skolnick,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Ashley Chen,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Arjun Deshmukh,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Anna Luo,Team Games,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
Anna Davidson,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Alexander Kim,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
Aaron Wei,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Zach Riley,Team Games,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,7
Will Barnouw,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Tsz Yan Yip,Team Games,Division 1,Division 1 Women,Stanford Superfly,Stanford Superfly,Women,7
Selena Kleber,Team Games,Division 1,Division 1 Women,North Carolina Pleiades,North Carolina Pleiades,Women,7
Ryan Allenson,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Owen Gresko,Team Games,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,7
Nicole Sheerin-Weissenberg,Team Games,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,7
Micah Fong,Team Games,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,7
Lea Wang-Tomic,Team Games,Division 1,Division 1 Women,Stanford Superfly,Stanford Superfly,Women,7
Kiryn Paine-Heise,Team Games,Division 1,Division 1 Women,North Carolina Pleiades,North Carolina Pleiades,Women,7
Jamilah Toure,Team Games,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,7
Jamieson Rear,Team Games,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,7
Hayden King,Team Games,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,7
Geoffrey Tucker Kalmus,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Gaurav Prasad,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Dhara Buebel,Team Games,Division 1,Division 1 Women,North Carolina Pleiades,North Carolina Pleiades,Women,7
Claudia Dare,Team Games,Division 1,Division 1 Women,North Carolina Pleiades,North Carolina Pleiades,Women,7
Campbell O'Neal,Team Games,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,7
Benton Shevlin,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Axel Hartzog,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Zach Merrill,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Patrick Connor,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Amrik Eadara,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Zoe Widner,Team Games,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,5
Zach Wanger,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Yariel Perkins,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
William Litchholt,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
William Hindman,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Will Roper,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
Will Promecene,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Will Cambron,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Wesley Steele,Team Games,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,6
Wen Chi Kwok,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Vivian Kaufman,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Vienna Lee,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Uri Boaz,Team Games,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,6
Tyler Feeney,Team Games,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,6
Townsend Dierauf,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Tomo Liou,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
TJ Lee,Team Games,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,5
Tiernan Donnelly,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Thomas Roberts,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Thomas Plaxton,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Thomas Loch,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Thomas Harley,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Teresa Cranston,Team Games,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,7
Taylor Smith,Team Games,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,7
Taylor Masterson,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Sydney Anderson,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Sumedh Anantha Krishna,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Srikara Prithvi,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Soren Callahan,Team Games,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,6
Sophie Mullaney,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Sophie Havranek,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Sophie Acker,Team Games,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,6
Sophia Nolan,Team Games,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,6
Sofia Sinta,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Sofia Eden,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Sloan Senofsky,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Sharan Sethi,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Sebastian Boccieri,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Sean Mickel,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
Sawyer Linehan,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
Sarah Laughlin,Team Games,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,7
Sarah Landman,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Samuel Williams,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Sam Schwartz,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Saira Sukthankar,Team Games,Division 3,Division 3 Women,Mount Holyoke Daisy Chain,Mount Holyoke Daisy Chain,Women,6
Sadie Zweben,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Sadie Cutler,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Ryan Perry,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Ryan Hsi,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Ryan duSaire,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Ruby Salisbury,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Ruby Gates,Team Games,Division 1,Division 1 Women,Stanford Superfly,Stanford Superfly,Women,7
Ruben Mendoza,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Rose Burtt,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Romy Holland,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Rishi Rajesh Jeswani,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Riley Knupp,Team Games,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,6
Ria Mandal,Team Games,Division 1,Division 1 Women,North Carolina Pleiades,North Carolina Pleiades,Women,7
Reese Rathur,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Rebecca Lodespoto,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Rebecca Flax,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Ray Chen Hao,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Rafael Castillo,Team Games,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,7
Quinn O'Connor,Team Games,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,5
Quinn Munson,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Quinn Frank,Team Games,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,6
Piper Enderlein,Team Games,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,7
Patrick Fontenot,Team Games,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,6
Parker Shahdad,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Paige Jenkins,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Owen Schigiel,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Owen Gin,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Olivia Mayfryer,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Olivia Crump,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Oliver Kahn,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Olive Loewer,Team Games,Division 3,Division 3 Women,St Olaf Vortex,St Olaf Vortex,Women,5
Nomi Zeidenberg,Team Games,Division 1,Division 1 Women,Carleton Syzygy,Carleton Syzygy,Women,6
Noah Pershing,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Noah Kaller,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Noah Bush,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Nicole Luparello,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Nicole Carvalho,Team Games,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,5
Nicole Achen,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Nick Canavan,Team Games,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,6
Nicholas Alfonso,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Nghia Warren,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Nathaniel Scott-Avery,Team Games,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,6
Nathan Winiarski,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
Nathan Parker,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Nathan Kallin,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Nate Ackerman,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Miranda Baltaxe,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Min Lim,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Miles Frank,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Micah Delattre,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
Mia Andreeva,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Megan Buchsbaum,Team Games,Division 1,Division 1 Women,North Carolina Pleiades,North Carolina Pleiades,Women,7
Meagan Gillis,Team Games,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
Maximilian Dewberry,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Max Van Sickle,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Max Posner,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Max Karnik,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Max Cowie,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
Matthew Xia,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
