tourney_name,surface,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,loser_rank
Adelaide 2,Hard,Veronika Kudermetova,R,175,RUS,25.7,Victoria Azarenka,R,180,BLR,33.4,2-6 7-6(4) 6-4,3,178,20,3,100,67,48,17,15,7,10,11,8,118,73,55,18,15,12,14,9,25
Adelaide 2,Hard,Beatriz Haddad Maia,L,185,BRA,26.6,Sorana Cirstea,R,176,ROU,32.7,7-6(5) 6-1,3,107,4,3,56,41,32,9,10,3,4,2,2,80,57,35,9,9,6,9,15,43
Adelaide 2,Hard,Amanda Anisimova,R,180,USA,21.3,Liudmila Samsonova,R,180,RUS,24.1,7-5 6-3,3,86,2,4,68,44,28,12,11,3,6,4,7,52,27,19,7,10,3,8,29,19
Adelaide 2,Hard,Kaia Kanepi,R,181,EST,37.5,Storm Hunter,L,166,AUS,28.4,6-2 6-2,3,72,3,4,53,29,19,16,8,0,0,0,3,51,33,18,7,8,5,9,32,227
Adelaide 2,Hard,Paula Badosa,R,180,ESP,25.1,Anett Kontaveit,R,174,EST,27,6-4 6-3,3,74,5,1,49,31,24,13,9,2,3,5,5,59,37,26,6,10,3,7,11,17
Adelaide 2,Hard,Petra Kvitova,L,183,CZE,32.8,Elena Rybakina,R,184,KAZ,23.5,6-3 7-5,3,86,5,4,60,37,32,14,11,0,0,7,1,59,37,26,10,10,1,3,16,23
Adelaide 2,Hard,Qinwen Zheng,R,NA,CHN,20.2,Shelby Rogers,R,175,USA,30.2,4-6 6-4 6-0,3,144,9,6,91,48,34,22,13,8,10,5,2,84,44,31,15,13,5,10,30,53
Adelaide 2,Hard,Barbora Krejcikova,R,178,CZE,27,Alison Riske Amritraj,R,173,USA,32.5,6-2 7-6(3),3,123,3,5,72,42,30,18,10,4,5,2,2,80,54,36,9,10,6,9,21,41
Hobart,Hard,Lauren Davis,R,157,USA,29.2,Elisabetta Cocciaretto,R,NA,ITA,21.9,7-6(0) 6-2,3,108,3,4,73,42,32,15,10,6,7,0,5,74,40,19,21,10,3,6,84,67
Hobart,Hard,Lauren Davis,R,157,USA,29.2,Anna Blinkova,R,179,RUS,24.3,6-3 6-3,3,91,2,2,50,24,20,17,9,2,3,2,8,78,42,24,15,9,5,9,84,72
Hobart,Hard,Elisabetta Cocciaretto,R,NA,ITA,21.9,Sofia Kenin,R,170,USA,24.1,7-5 4-6 6-1,3,128,9,3,94,59,37,21,14,9,12,2,4,92,73,42,9,15,6,12,67,280
Hobart,Hard,Anna Blinkova,R,179,RUS,24.3,Yulia Putintseva,R,163,KAZ,28,6-3 6-4,3,100,4,4,88,53,31,19,10,9,11,2,1,67,52,27,8,9,4,8,72,51
Hobart,Hard,Lauren Davis,R,157,USA,29.2,Xin Yu Wang,R,182,CHN,21.2,6-3 6-3,3,85,4,1,58,45,30,9,9,4,5,2,2,53,31,18,9,9,2,6,84,89
Hobart,Hard,Elisabetta Cocciaretto,R,NA,ITA,21.9,Bernarda Pera,L,175,USA,28.1,5-7 7-6(8) 6-4,3,167,0,4,112,72,41,25,17,5,9,4,7,133,88,57,20,17,18,22,67,44
Hobart,Hard,Sofia Kenin,R,170,USA,24.1,Anhelina Kalinina,R,179,UKR,25.9,4-6 6-3 6-1,3,118,8,1,80,66,44,5,13,0,3,3,9,86,52,33,10,13,13,19,280,40
Hobart,Hard,Anna Blinkova,R,179,RUS,24.3,Marie Bouzkova,R,180,CZE,24.4,7-5 6-4,3,101,4,6,68,43,28,13,11,2,6,0,2,61,35,18,11,11,2,8,72,26
Hobart,Hard,Yulia Putintseva,R,163,KAZ,28,Nuria Parrizas Diaz,R,167,ESP,31.4,6-2 6-3,3,80,5,1,50,35,21,10,8,4,6,0,2,50,32,13,9,9,2,8,51,77
Hobart,Hard,Lauren Davis,R,157,USA,29.2,Ysaline Bonaventure,L,178,BEL,28.3,7-6(1) 6-3,3,102,1,1,83,48,26,16,11,7,13,0,9,66,39,18,9,10,1,8,84,92
Hobart,Hard,Xin Yu Wang,R,182,CHN,21.2,Alison Van Uytvanck,R,173,BEL,28.7,7-5 4-6 6-3,3,140,3,3,100,62,43,26,16,4,6,12,1,102,69,47,17,15,16,19,89,70
Hobart,Hard,Bernarda Pera,L,175,USA,28.1,Laura Siegemund,R,168,GER,34.8,6-4 6-7(3) 6-4,3,181,4,10,115,81,56,12,16,9,12,1,2,107,81,49,13,16,7,12,44,170
Hobart,Hard,Elisabetta Cocciaretto,R,NA,ITA,21.9,Jasmine Paolini,R,160,ITA,27,6-2 6-1,3,56,3,0,41,28,21,8,8,2,4,1,1,41,21,8,6,7,0,6,67,65
Hobart,Hard,Anhelina Kalinina,R,179,UKR,25.9,Tatjana Maria,R,172,GER,35.4,4-6 6-3 6-3,3,154,3,7,102,72,42,15,14,15,20,10,7,93,57,41,8,14,5,12,40,71
Hobart,Hard,Sofia Kenin,R,170,USA,24.1,Maryna Zanevska,R,175,BEL,29.3,6-2 6-3,3,68,2,1,50,42,30,3,9,2,4,1,3,50,37,19,4,8,5,10,280,87
Hobart,Hard,Marie Bouzkova,R,180,CZE,24.4,Jaqueline Cristian,R,180,ROU,24.5,7-6(2) 6-3,3,127,1,4,76,50,33,12,11,3,6,0,0,76,54,26,12,10,6,10,26,143
Hobart,Hard,Anna Blinkova,R,179,RUS,24.3,Lucia Bronzetti,R,NA,ITA,24,6-4 6-3,3,97,1,3,75,38,22,23,10,6,7,0,1,55,36,22,10,9,2,5,72,50
Hobart,Hard,Nuria Parrizas Diaz,R,167,ESP,31.4,Mayar Sherif,R,180,EGY,26.6,2-6 6-2 6-1,3,127,0,1,85,62,39,15,12,11,13,3,2,74,53,28,12,11,2,6,77,52
Hobart,Hard,Yulia Putintseva,R,163,KAZ,28,Claire Liu,R,170,USA,22.6,6-2 6-4,3,94,3,4,65,46,34,10,9,8,8,1,4,60,40,25,9,9,1,4,51,59
Hobart,Hard,Lauren Davis,R,157,USA,29.2,Sloane Stephens,R,170,USA,29.8,6-2 6-2,3,88,0,2,56,38,25,10,8,6,7,1,2,65,40,20,10,8,6,11,84,36
Hobart,Hard,Ysaline Bonaventure,L,178,BEL,28.3,Tamara Zidansek,R,168,SLO,25,6-7(2) 6-2 6-2,3,126,0,7,97,55,34,24,14,9,13,0,3,97,61,35,14,14,9,17,92,88
Hobart,Hard,Xin Yu Wang,R,182,CHN,21.2,Olivia Gadecki,R,NA,AUS,20.7,6-4 7-5,3,112,1,8,72,39,27,12,11,8,12,5,3,80,54,32,9,11,2,8,89,200
Hobart,Hard,Alison Van Uytvanck,R,173,BEL,28.7,Magda Linette,R,171,POL,30.9,6-4 1-6 6-4,3,124,2,1,85,53,35,12,13,9,14,1,2,75,49,28,12,14,1,6,70,46
Hobart,Hard,Bernarda Pera,L,175,USA,28.1,Madison Brengle,R,168,USA,32.7,6-4 6-4,3,74,3,1,61,43,27,9,10,0,3,1,0,55,42,20,8,10,2,7,44,62
Hobart,Hard,Laura Siegemund,R,168,GER,34.8,Tereza Martincova,R,178,CZE,28.2,5-7 6-1 6-2,3,143,2,2,80,63,40,6,13,1,5,0,4,98,71,42,5,14,8,16,170,73
Hobart,Hard,Jasmine Paolini,R,160,ITA,27,Patricia Maria Tig,R,NA,ROU,28.4,6-3 6-1,3,65,2,2,53,37,22,5,8,5,8,1,5,41,28,8,3,8,2,9,65,790
Hobart,Hard,Elisabetta Cocciaretto,R,NA,ITA,21.9,Alize Cornet,R,173,FRA,32.9,6-4 6-2,3,86,0,1,57,43,27,7,9,4,6,2,1,58,33,21,8,9,4,9,67,34
Hobart,Hard,Anhelina Kalinina,R,179,UKR,25.9,Rebecca Marino,R,183,CAN,32,6-2 6-1,3,63,3,1,48,35,23,9,7,2,2,6,5,43,25,13,6,8,3,8,40,66
Hobart,Hard,Tatjana Maria,R,172,GER,35.4,Talia Gibson,U,NA,AUS,18.5,6-3 6-2,3,71,5,0,59,33,26,13,9,5,6,1,1,47,30,17,6,8,4,8,71,340
Hobart,Hard,Sofia Kenin,R,170,USA,24.1,Lin Zhu,R,173,CHN,28.9,6-2 6-2,3,77,0,2,50,37,28,6,8,1,2,1,2,65,46,22,7,8,6,11,280,85
Hobart,Hard,Maryna Zanevska,R,175,BEL,29.3,Elise Mertens,R,179,BEL,27.1,6-4 6-4,3,115,2,5,74,47,25,18,10,8,11,3,5,71,45,27,9,10,7,12,87,27
Australian Open,Hard,Iga Swiatek,R,176,POL,21.6,Jule Niemeier,R,178,GER,23.4,6-4 7-5,3,119,0,3,78,38,29,22,11,2,3,3,1,71,45,32,9,11,2,5,1,69
Australian Open,Hard,Camila Osorio,R,162,COL,21,Panna Udvardy,R,170,HUN,24.3,6-4 6-1,3,79,0,3,62,44,31,7,9,3,5,4,5,63,38,22,7,8,6,11,84,89
Australian Open,Hard,Cristina Bucsa,U,NA,ESP,25,Eva Lys,R,165,GER,21,2-6 6-0 6-2,3,106,4,0,80,49,30,16,11,5,8,1,5,73,48,24,11,11,9,15,100,126
Australian Open,Hard,Bianca Andreescu,R,170,CAN,22.5,Marie Bouzkova,R,180,CZE,24.4,6-2 6-4,3,101,0,0,56,35,26,14,9,3,3,2,2,60,50,30,4,9,2,5,43,26
Australian Open,Hard,Elena Rybakina,R,184,KAZ,23.5,Elisabetta Cocciaretto,R,NA,ITA,21.9,7-5 6-3,3,83,5,4,55,22,17,19,11,1,4,2,1,60,33,19,12,10,7,12,25,48
Australian Open,Hard,Kaja Juvan,R,170,SLO,22.1,Selena Janicijevic,U,NA,FRA,20.4,7-5 6-1,3,79,0,0,52,35,28,10,10,3,4,0,4,57,36,22,7,9,3,8,104,185
Australian Open,Hard,Karolina Muchova,R,178,CZE,26.4,Lesia Tsurenko,R,174,UKR,33.6,6-2 6-1,3,78,2,1,55,35,19,11,8,5,8,0,5,51,30,9,6,7,1,9,133,134
Australian Open,Hard,Danielle Collins,R,178,USA,29,Anna Kalinskaya,R,175,RUS,24.1,7-5 5-7 6-4,3,183,6,5,111,72,49,24,17,6,8,4,4,122,87,61,17,17,6,9,11,59
Australian Open,Hard,Caty Mcnally,R,NA,USA,21.1,Laura Pigossi,R,164,BRA,28.4,7-5 6-1,3,95,0,4,67,43,24,13,10,7,10,0,4,57,41,19,5,9,3,10,94,112
Australian Open,Hard,Kateryna Baindl,R,175,UKR,28.9,Kamilla Rakhimova,R,NA,RUS,21.3,7-5 6-7(8) 6-1,3,172,5,4,113,78,58,15,16,5,7,1,4,105,65,39,21,15,7,12,95,110
Australian Open,Hard,Anna Bondar,R,NA,HUN,25.6,Ana Bogdan,R,171,ROU,30.1,6-2 2-6 6-3,3,120,8,1,88,59,31,19,13,7,11,4,3,82,55,32,13,12,7,13,81,63
Australian Open,Hard,Jelena Ostapenko,R,177,LAT,25.6,Dayana Yastremska,R,175,UKR,22.6,6-4 6-2,3,71,4,0,52,38,30,8,9,1,1,5,3,55,29,17,13,9,0,3,17,101
Australian Open,Hard,Qinwen Zheng,R,NA,CHN,20.2,Dalma Galfi,U,NA,HUN,24.4,6-0 6-2,3,56,3,2,41,23,18,8,7,3,4,0,3,41,22,11,4,7,3,9,28,88
Australian Open,Hard,Bernarda Pera,L,175,USA,28.1,Moyuka Uchijima,R,171,JPN,21.4,2-6 6-3 6-1,3,102,5,4,75,55,36,11,12,5,8,7,7,75,39,25,16,12,3,8,41,116
Australian Open,Hard,Emma Raducanu,R,175,GBR,20.1,Tamara Korpatsch,R,170,GER,27.6,6-3 6-2,3,85,2,3,50,30,20,10,9,2,4,0,3,65,40,24,5,8,7,13,77,76
Australian Open,Hard,Coco Gauff,R,175,USA,18.8,Katerina Siniakova,R,174,CZE,26.6,6-1 6-4,3,75,1,1,61,43,33,7,9,3,4,1,2,45,28,17,7,8,1,5,7,46
Australian Open,Hard,Jessica Pegula,R,170,USA,28.8,Jaqueline Cristian,R,180,ROU,24.6,6-0 6-1,3,59,2,1,45,30,25,7,7,3,3,3,1,48,30,14,5,6,3,8,3,161
Australian Open,Hard,Aliaksandra Sasnovich,R,174,BLR,28.8,Brenda Fruhvirtova,R,NA,CZE,15.7,7-5 6-2,3,80,6,1,56,36,28,8,10,3,5,2,2,56,39,20,7,10,3,8,38,136
Australian Open,Hard,Olivia Gadecki,R,NA,AUS,20.7,Polina Kudermetova,R,NA,RUS,19.6,7-5 6-1,3,76,7,4,55,43,35,7,10,1,1,3,4,62,33,22,14,9,7,10,199,182
Australian Open,Hard,Marta Kostyuk,R,175,UKR,20.5,Amanda Anisimova,R,180,USA,21.3,6-3 6-4,3,78,8,5,73,46,34,11,10,5,7,0,1,48,34,21,6,9,0,4,61,27
Australian Open,Hard,Barbora Krejcikova,R,178,CZE,27,Sara Bejlek,L,NA,CZE,16.9,6-3 6-1,3,71,2,2,41,26,21,10,8,0,1,0,6,59,41,18,9,8,3,8,23,175
Australian Open,Hard,Clara Burel,R,176,FRA,21.8,Talia Gibson,U,NA,AUS,18.5,6-3 6-4,3,79,3,9,69,29,24,20,10,6,8,3,6,53,36,23,5,9,1,5,130,344
Australian Open,Hard,Anhelina Kalinina,R,179,UKR,25.9,Coco Vandeweghe,R,185,USA,31.1,6-3 6-1,3,75,4,3,54,36,24,11,8,3,4,7,5,58,29,15,12,8,4,9,39,139
Australian Open,Hard,Petra Kvitova,L,183,CZE,32.8,Alison Van Uytvanck,R,173,BEL,28.8,7-6(3) 6-2,3,92,5,4,58,33,28,17,10,0,0,3,3,75,52,34,10,10,5,7,15,68
Australian Open,Hard,Madison Keys,R,178,USA,27.9,Anna Blinkova,R,179,RUS,24.3,6-4 3-6 6-2,3,119,3,3,93,64,32,13,14,8,16,2,8,81,52,27,6,13,4,13,13,60
Australian Open,Hard,Xin Yu Wang,R,182,CHN,21.3,Storm Hunter,L,166,AUS,28.4,7-6(2) 6-4,3,99,5,6,79,49,36,15,11,10,12,2,1,65,49,29,10,11,1,4,79,239
Australian Open,Hard,Nadia Podoroska,R,170,ARG,25.9,Leolia Jeanjean,R,NA,FRA,27.4,6-0 6-3,3,76,4,2,47,34,25,8,8,3,3,2,2,52,29,15,8,7,3,8,191,109
Australian Open,Hard,Victoria Azarenka,R,180,BLR,33.4,Sofia Kenin,R,170,USA,24.1,6-4 7-6(3),3,124,7,2,79,52,39,16,11,6,7,0,3,74,60,44,3,11,8,10,24,203
Australian Open,Hard,Jil Teichmann,L,170,SUI,25.5,Harriet Dart,R,175,GBR,26.4,7-5 6-1,3,105,4,1,78,39,26,23,10,7,9,3,3,63,37,18,13,9,6,11,33,96
Australian Open,Hard,Lin Zhu,R,173,CHN,28.9,Rebecca Marino,R,183,CAN,32,6-2 6-4,3,66,2,2,49,34,29,6,9,1,2,0,1,52,29,15,12,9,3,7,87,67
Australian Open,Hard,Diana Shnaider,L,NA,RUS,18.7,Kristina Kucova,R,163,SVK,32.6,7-6(6) 7-5,3,114,9,3,86,60,42,13,12,5,7,1,6,78,46,33,14,12,2,5,106,272
Australian Open,Hard,Maria Sakkari,R,172,GRE,27.4,Yue Yuan,R,184,CHN,24.3,6-1 6-4,3,94,3,2,43,23,20,10,9,3,4,4,2,86,59,30,11,8,8,13,6,117
Australian Open,Hard,Varvara Gracheva,R,NA,FRA,22.4,Daria Kasatkina,R,170,RUS,25.6,6-1 6-1,3,54,0,2,42,28,18,8,7,3,4,0,3,45,35,15,2,7,4,10,97,8
Australian Open,Hard,Lucrezia Stefanini,R,NA,ITA,24.6,Tatjana Maria,R,172,GER,35.4,3-6 7-5 6-4,3,165,0,4,109,79,43,15,16,6,13,2,4,95,47,26,23,15,6,13,141,71
Australian Open,Hard,Yulia Putintseva,R,163,KAZ,28,Sorana Cirstea,R,176,ROU,32.7,2-6 6-4 6-3,3,111,3,0,89,60,39,14,14,8,12,3,1,76,58,37,7,13,0,5,47,42
Australian Open,Hard,Karolina Pliskova,R,184,CZE,30.8,Xiyu Wang,L,NA,CHN,21.8,6-1 6-3,3,64,2,4,50,31,23,12,8,1,1,2,1,43,32,18,3,8,1,5,31,53
Australian Open,Hard,Shuai Zhang,R,177,CHN,33.9,Patricia Maria Tig,R,NA,ROU,28.4,6-1 4-6 6-0,3,130,3,1,64,41,32,10,12,0,2,2,6,101,63,33,15,11,8,15,22,777
Australian Open,Hard,Petra Martic,R,181,CRO,31.9,Viktorija Golubic,R,169,SUI,30.2,6-3 6-4,3,102,6,2,72,48,34,10,10,9,11,0,3,69,53,28,6,9,7,11,37,83
Australian Open,Hard,Katie Volynets,R,NA,USA,21,Evgeniya Rodina,R,170,RUS,33.9,6-3 6-2,3,85,4,0,53,37,23,10,9,5,7,0,1,61,49,21,7,8,3,9,113,445
Australian Open,Hard,Veronika Kudermetova,R,175,RUS,25.7,Maryna Zanevska,R,175,BEL,29.3,6-2 7-6(4),3,97,6,2,63,38,31,13,10,5,6,3,4,66,44,30,6,10,1,4,9,80
Australian Open,Hard,Anett Kontaveit,R,174,EST,27,Julia Grabher,R,170,AUT,26.5,6-2 6-3,3,71,1,1,58,41,28,10,9,1,2,2,4,48,23,17,8,8,2,6,19,85
Australian Open,Hard,Magda Linette,R,171,POL,30.9,Mayar Sherif,R,180,EGY,26.6,7-5 6-1,3,85,2,1,52,35,27,14,10,1,2,3,2,56,34,19,9,9,6,10,45,54
Australian Open,Hard,Taylor Townsend,L,170,USA,26.7,Diane Parry,R,170,FRA,20.3,6-1 6-1,3,57,7,3,35,22,19,9,7,0,0,2,0,44,26,15,4,7,4,9,135,107
Australian Open,Hard,Ekaterina Alexandrova,R,175,RUS,28.1,Ysaline Bonaventure,L,178,BEL,28.3,6-2 6-1,3,52,5,6,54,26,18,17,8,4,5,3,4,42,24,11,6,7,1,6,18,90
Australian Open,Hard,Irina Camelia Begu,R,181,ROU,32.3,Elizabeth Mandlik,U,NA,USA,21.6,3-6 7-6(1) 6-2,3,158,4,9,106,62,35,19,15,6,15,1,5,109,56,30,18,14,7,16,30,129
Australian Open,Hard,Laura Siegemund,R,168,GER,34.8,Lucia Bronzetti,R,NA,ITA,24.1,2-6 6-4 6-3,3,163,0,2,91,70,45,9,14,4,8,4,3,92,58,33,20,13,7,12,158,52
Australian Open,Hard,Leylah Fernandez,L,168,CAN,20.3,Alize Cornet,R,173,FRA,32.9,7-5 6-2,3,101,1,1,63,41,25,16,10,0,1,2,7,71,39,26,12,10,5,9,40,34
Australian Open,Hard,Caroline Garcia,R,177,FRA,29.2,Katherine Sebov,R,173,CAN,24,6-3 6-0,3,65,5,2,42,18,17,17,8,2,2,0,2,44,32,17,4,7,2,6,4,190
Australian Open,Hard,Aryna Sabalenka,R,182,BLR,24.7,Tereza Martincova,R,178,CZE,28.2,6-1 6-4,3,69,3,3,55,31,27,12,9,5,5,2,3,45,33,20,4,8,3,6,5,74
Australian Open,Hard,Shelby Rogers,R,175,USA,30.2,Arianne Hartono,R,NA,NED,26.7,6-4 6-3,3,84,6,5,52,27,22,10,10,5,8,1,5,72,47,20,12,9,4,10,51,240
Australian Open,Hard,Lauren Davis,R,157,USA,29.2,Danka Kovinic,R,169,MNE,28.1,1-6 7-5 6-1,3,143,3,2,87,59,38,10,13,5,10,3,8,85,52,34,12,13,9,15,57,55
Australian Open,Hard,Elise Mertens,R,179,BEL,27.1,Garbine Muguruza,R,182,ESP,29.2,3-6 7-6(3) 6-1,3,151,5,7,76,41,31,14,14,0,5,2,5,102,59,36,15,14,8,15,32,73
Australian Open,Hard,Anna Karolina Schmiedlova,R,176,SVK,28.3,Martina Trevisan,L,160,ITA,29.2,6-3 6-2,3,71,2,2,47,27,20,10,9,0,2,1,3,43,24,16,5,8,0,5,105,21
Australian Open,Hard,Camila Giorgi,R,168,ITA,31,Anastasia Pavlyuchenkova,R,177,RUS,31.5,6-0 6-1,3,55,4,6,45,26,22,7,7,2,3,1,3,33,17,5,3,6,4,10,70,364
Australian Open,Hard,Claire Liu,R,170,USA,22.6,Madison Brengle,R,168,USA,32.7,6-3 6-4,3,78,0,3,57,41,25,8,10,2,5,0,2,52,40,22,3,9,3,8,62,72
Australian Open,Hard,Belinda Bencic,R,175,SUI,25.8,Viktoriya Tomova,R,170,BUL,27.8,6-1 6-2,3,67,5,3,35,22,19,9,8,0,0,0,2,59,34,18,8,7,5,10,10,91
Australian Open,Hard,Nuria Parrizas Diaz,R,167,ESP,31.5,Beatriz Haddad Maia,L,185,BRA,26.6,7-6(11) 6-2,3,129,1,1,78,55,34,11,10,2,5,4,4,76,53,32,7,10,4,9,75,14
Australian Open,Hard,Anastasia Potapova,R,175,RUS,21.7,Sloane Stephens,R,170,USA,29.8,7-6(2) 6-4,3,100,1,6,66,37,24,12,11,4,9,0,2,79,53,28,10,11,7,13,44,36
Australian Open,Hard,Donna Vekic,R,179,CRO,26.5,Oksana Selekhmeteva,L,NA,RUS,20,6-2 2-6 7-6(7),3,174,6,7,94,52,37,16,14,4,8,3,8,112,77,46,15,14,13,17,64,179
Australian Open,Hard,Liudmila Samsonova,R,180,RUS,24.1,Jasmine Paolini,R,160,ITA,27,6-2 6-4,3,69,5,4,47,29,22,13,9,0,1,1,5,61,38,22,9,9,2,6,20,66
Australian Open,Hard,Kimberly Birrell,R,170,AUS,24.7,Kaia Kanepi,R,181,EST,37.6,3-6 7-6(4) 6-1,3,151,2,6,96,53,39,20,14,6,9,0,1,87,56,35,15,14,1,6,167,29
Australian Open,Hard,Linda Fruhvirtova,R,NA,CZE,17.7,Jaimee Fourlis,R,168,AUS,23.3,6-0 6-4,3,74,3,4,54,39,26,3,8,3,6,1,3,49,34,11,5,8,6,13,82,160
Australian Open,Hard,Marketa Vondrousova,L,173,CZE,23.5,Alison Riske Amritraj,R,173,USA,32.5,5-7 6-1 6-4,3,119,4,4,74,46,27,18,15,2,7,0,7,84,61,33,8,14,2,10,86,49
Australian Open,Hard,Ons Jabeur,R,167,TUN,28.3,Tamara Zidansek,R,168,SLO,25,7-6(8) 4-6 6-1,3,137,3,1,89,41,26,29,15,1,5,0,4,113,80,41,18,14,4,10,2,98
Australian Open,Hard,Iga Swiatek,R,176,POL,21.6,Camila Osorio,R,162,COL,21,6-2 6-3,3,84,0,0,56,45,28,6,9,2,5,0,2,47,33,12,6,8,2,8,1,84
Australian Open,Hard,Cristina Bucsa,U,NA,ESP,25,Bianca Andreescu,R,170,CAN,22.5,2-6 7-6(7) 6-4,3,171,1,4,94,55,30,22,15,2,8,3,4,106,66,43,18,15,7,12,100,43
Australian Open,Hard,Elena Rybakina,R,184,KAZ,23.5,Kaja Juvan,R,170,SLO,22.1,6-2 6-1,3,58,5,1,43,24,21,11,8,0,0,2,0,45,31,19,2,7,4,8,25,104
Australian Open,Hard,Danielle Collins,R,178,USA,29,Karolina Muchova,R,178,CZE,26.4,6-7(1) 6-2 7-6(6),3,175,2,2,110,69,42,25,16,3,6,4,2,114,78,45,20,16,6,11,11,133
Australian Open,Hard,Kateryna Baindl,R,175,UKR,28.9,Caty Mcnally,R,NA,USA,21.1,6-1 7-6(4),3,104,1,3,71,53,36,8,10,1,3,1,2,66,51,28,7,9,5,9,95,94
Australian Open,Hard,Jelena Ostapenko,R,177,LAT,25.6,Anna Bondar,R,NA,HUN,25.6,7-6(5) 5-7 6-0,3,157,4,6,104,59,35,23,15,6,11,7,4,96,48,32,16,15,3,10,17,81
Australian Open,Hard,Bernarda Pera,L,175,USA,28.1,Qinwen Zheng,R,NA,CHN,20.2,6-4 6-4,3,88,3,4,73,43,30,18,10,6,7,8,3,54,31,25,8,10,2,5,41,28
Australian Open,Hard,Coco Gauff,R,175,USA,18.8,Emma Raducanu,R,175,GBR,20.1,6-3 7-6(4),3,102,3,3,90,65,43,12,11,8,10,1,3,57,35,24,12,10,4,7,7,77
Australian Open,Hard,Jessica Pegula,R,170,USA,28.8,Aliaksandra Sasnovich,R,174,BLR,28.8,6-2 7-6(5),3,91,3,4,72,47,31,11,10,4,7,2,5,69,42,25,8,10,6,11,3,38
Australian Open,Hard,Marta Kostyuk,R,175,UKR,20.5,Olivia Gadecki,R,NA,AUS,20.7,6-2 6-1,3,56,3,0,36,19,17,11,8,0,0,3,3,51,33,16,7,7,3,8,61,199
Australian Open,Hard,Barbora Krejcikova,R,178,CZE,27,Clara Burel,R,176,FRA,21.8,6-4 6-1,3,89,3,3,58,34,22,11,9,4,7,0,6,55,29,11,11,8,4,10,23,130
Australian Open,Hard,Anhelina Kalinina,R,179,UKR,25.9,Petra Kvitova,L,183,CZE,32.8,7-5 6-4,3,118,3,1,69,43,32,16,11,3,4,6,4,84,52,35,13,11,8,11,39,15
Australian Open,Hard,Madison Keys,R,178,USA,27.9,Xin Yu Wang,R,182,CHN,21.3,6-3 6-2,3,77,3,1,54,42,32,7,9,2,3,1,2,65,39,23,10,8,13,17,13,79
Australian Open,Hard,Victoria Azarenka,R,180,BLR,33.4,Nadia Podoroska,R,170,ARG,25.9,6-1 6-0,3,57,0,0,34,27,21,4,7,0,0,0,1,38,27,12,1,6,1,7,24,191
Australian Open,Hard,Lin Zhu,R,173,CHN,28.9,Jil Teichmann,L,170,SUI,25.5,6-2 6-2,3,86,0,1,49,37,29,7,8,4,4,2,2,50,36,20,6,8,3,7,87,33
Australian Open,Hard,Maria Sakkari,R,172,GRE,27.4,Diana Shnaider,L,NA,RUS,18.7,3-6 7-5 6-3,3,153,7,9,91,51,36,21,15,2,6,5,3,123,67,44,22,15,12,17,6,106
Australian Open,Hard,Varvara Gracheva,R,NA,FRA,22.4,Lucrezia Stefanini,R,NA,ITA,24.6,6-3 6-1,3,82,0,2,53,36,21,7,8,3,6,0,1,52,36,14,5,8,6,13,97,141
Australian Open,Hard,Karolina Pliskova,R,184,CZE,30.8,Yulia Putintseva,R,163,KAZ,28,6-0 7-5,3,77,8,2,63,39,28,10,9,2,4,0,1,57,41,22,3,9,7,13,31,47
Australian Open,Hard,Shuai Zhang,R,177,CHN,33.9,Petra Martic,R,181,CRO,31.9,6-3 6-3,3,73,2,3,62,42,34,9,9,1,1,9,2,53,38,23,7,9,1,4,22,37
Australian Open,Hard,Katie Volynets,R,NA,USA,21,Veronika Kudermetova,R,175,RUS,25.7,6-4 2-6 6-2,3,128,0,2,90,68,42,10,13,6,10,4,1,81,58,34,13,13,6,11,113,9
Australian Open,Hard,Magda Linette,R,171,POL,30.9,Anett Kontaveit,R,174,EST,27,3-6 6-3 6-4,3,112,7,2,92,65,43,13,14,4,8,2,4,75,52,33,11,14,1,6,45,19
Australian Open,Hard,Ekaterina Alexandrova,R,175,RUS,28.1,Taylor Townsend,L,170,USA,26.7,1-6 6-2 6-3,3,117,4,4,97,65,42,13,12,10,14,5,1,82,55,33,12,12,9,14,18,135
Australian Open,Hard,Laura Siegemund,R,168,GER,34.8,Irina Camelia Begu,R,181,ROU,32.3,5-7 7-5 6-3,3,192,0,3,111,89,49,12,17,13,18,0,8,107,76,43,14,16,9,16,158,30
Australian Open,Hard,Caroline Garcia,R,177,FRA,29.2,Leylah Fernandez,L,168,CAN,20.3,7-6(5) 7-5,3,112,11,4,90,53,41,17,12,8,9,0,5,72,48,34,15,12,1,3,4,40
Australian Open,Hard,Aryna Sabalenka,R,182,BLR,24.7,Shelby Rogers,R,175,USA,30.2,6-3 6-1,3,87,3,0,49,31,23,11,8,3,4,7,4,78,42,26,11,8,6,11,5,51
Australian Open,Hard,Elise Mertens,R,179,BEL,27.1,Lauren Davis,R,157,USA,29.2,6-4 6-3,3,72,7,4,47,25,19,14,10,0,1,0,2,45,28,21,7,9,2,6,32,57
