Player,Season,salary,inflationAdjSalary
Kris Humphries,2016,"$8,630,000","$10,609,845"
Ersan Ilyasova,2016,"$8,400,000","$10,327,080"
Dwight Powell,2016,"$8,375,000","$10,296,345"
Avery Bradley,2016,"$8,269,663","$10,166,842"
Tiago Splitter,2016,"$8,250,000","$10,142,668"
Darrell Arthur,2016,"$8,070,175","$9,921,589"
Kosta Koufos,2016,"$8,046,500","$9,892,482"
Tyler Zeller,2016,"$8,000,000","$9,835,315"
Jeff Teague,2016,"$8,000,000","$9,835,315"
Kevin Garnett,2016,"$8,000,000","$9,835,315"
Garrett Temple,2016,"$8,000,000","$9,835,315"
Anthony Tolliver,2016,"$8,000,000","$9,835,315"
George Hill,2016,"$8,000,000","$9,835,315"
Channing Frye,2016,"$7,806,971","$9,598,002"
Trevor Ariza,2016,"$7,800,000","$9,589,432"
Jose Calderon,2016,"$7,708,427","$9,476,851"
Al-Farouq Aminu,2016,"$7,680,965","$9,443,088"
Cole Aldrich,2016,"$7,643,979","$9,397,617"
Corey Brewer,2016,"$7,612,172","$9,358,513"
Festus Ezeli,2016,"$7,400,000","$9,097,666"
Markieff Morris,2016,"$7,400,000","$9,097,666"
JJ Redick,2016,"$7,377,500","$9,070,004"
Cory Joseph,2016,"$7,315,000","$8,993,166"
DJ Augustin,2016,"$7,250,000","$8,913,254"
Jeremy Lamb,2016,"$7,000,000","$8,605,900"
Louis Williams,2016,"$7,000,000","$8,605,900"
Rodney Stuckey,2016,"$7,000,000","$8,605,900"
Boris Diaw,2016,"$7,000,000","$8,605,900"
Sergio Rodriguez,2016,"$6,800,000","$8,360,017"
Carl Landry,2016,"$6,750,000","$8,298,547"
Ed Davis,2016,"$6,666,667","$8,196,096"
Isaiah Thomas,2016,"$6,587,131","$8,098,313"
Victor Oladipo,2016,"$6,552,960","$8,056,303"
Jodie Meeks,2016,"$6,540,000","$8,040,370"
Matt Barnes,2016,"$6,508,351","$8,001,460"
Aron Baynes,2016,"$6,500,000","$7,991,193"
Marco Belinelli,2016,"$6,333,333","$7,786,290"
Jae Crowder,2016,"$6,286,408","$7,728,600"
Tarik Black,2016,"$6,191,000","$7,611,304"
Lance Thomas,2016,"$6,191,000","$7,611,304"
Andrew Nicholson,2016,"$6,088,993","$7,485,895"
Patrick Patterson,2016,"$6,050,000","$7,437,957"
Andrew Wiggins,2016,"$6,006,600","$7,384,600"
Ramon Sessions,2016,"$6,000,000","$7,376,486"
Ishmael Smith,2016,"$6,000,000","$7,376,486"
Patrick Beverley,2016,"$6,000,000","$7,376,486"
Wayne Ellington,2016,"$6,000,000","$7,376,486"
Alex Abrines,2016,"$5,994,764","$7,370,049"
Karl-Anthony Towns,2016,"$5,960,160","$7,327,506"
Ben Simmons,2016,"$5,903,160","$7,257,429"
Otto Porter,2016,"$5,893,981","$7,246,145"
Nikola Mirotic,2016,"$5,782,450","$7,109,027"
Shaun Livingston,2016,"$5,782,450","$7,109,027"
Josh McRoberts,2016,"$5,782,450","$7,109,027"
Spencer Hawes,2016,"$5,782,450","$7,109,027"
Brandan Wright,2016,"$5,709,880","$7,019,808"
Tim Duncan,2016,"$5,643,750","$6,938,507"
Boban Marjanovic,2016,"$5,628,000","$6,919,144"
Wesley Johnson,2016,"$5,628,000","$6,919,144"
Tyler Johnson,2016,"$5,628,000","$6,919,144"
Jared Sullinger,2016,"$5,628,000","$6,919,144"
Brandon Jennings,2016,"$5,587,318","$6,869,128"
Nick Young,2016,"$5,443,918","$6,692,831"
Jabari Parker,2016,"$5,374,320","$6,607,266"
Lance Stephenson,2016,"$5,371,672","$6,604,010"
D'Angelo Russell,2016,"$5,332,800","$6,556,221"
Josh Smith,2016,"$5,331,729","$6,554,904"
Cody Zeller,2016,"$5,318,313","$6,538,410"
PJ Tucker,2016,"$5,300,000","$6,515,896"
Brandon Ingram,2016,"$5,281,680","$6,493,373"
Kyle Korver,2016,"$5,239,437","$6,441,439"
Darren Collison,2016,"$5,229,454","$6,429,166"
Larry Sanders,2016,"$5,207,722","$6,402,448"
Langston Galloway,2016,"$5,200,000","$6,392,954"
Derrick Williams,2016,"$5,020,145","$6,171,838"
Jonas Jerebko,2016,"$5,000,000","$6,147,072"
Luis Scola,2016,"$5,000,000","$6,147,072"
Roy Hibbert,2016,"$5,000,000","$6,147,072"
Tony Allen,2016,"$5,000,000","$6,147,072"
CJ Watson,2016,"$5,000,000","$6,147,072"
Jason Smith,2016,"$5,000,000","$6,147,072"
Alexis Ajinca,2016,"$4,863,206","$5,978,895"
Mike Dunleavy,2016,"$4,837,500","$5,947,292"
Kyle Singler,2016,"$4,837,500","$5,947,292"
Joel Embiid,2016,"$4,826,160","$5,933,350"
Alex Len,2016,"$4,823,621","$5,930,229"
Jahlil Okafor,2016,"$4,788,840","$5,887,468"
Jaylen Brown,2016,"$4,743,000","$5,831,112"
Marcus Morris,2016,"$4,625,000","$5,686,041"
CJ Miles,2016,"$4,583,450","$5,634,959"
Jameer Nelson,2016,"$4,540,525","$5,582,186"
Nerlens Noel,2016,"$4,384,490","$5,390,355"
Aaron Gordon,2016,"$4,351,320","$5,349,575"
Greivis Vasquez,2016,"$4,347,826","$5,345,279"
Kristaps Porzingis,2016,"$4,317,720","$5,308,267"
Dragan Bender,2016,"$4,276,320","$5,257,369"
Vince Carter,2016,"$4,264,057","$5,242,293"
Devin Harris,2016,"$4,227,996","$5,197,959"
Jose Juan Barea,2016,"$4,096,950","$5,036,849"
Ben McLemore,2016,"$4,008,882","$4,928,577"
Thabo Sefolosha,2016,"$4,000,000","$4,917,657"
James Johnson,2016,"$4,000,000","$4,917,657"
Udonis Haslem,2016,"$4,000,000","$4,917,657"
Jordan Hill,2016,"$4,000,000","$4,917,657"
Leandro Barbosa,2016,"$4,000,000","$4,917,657"
Dante Exum,2016,"$3,940,320","$4,844,286"
Kyle O'Quinn,2016,"$3,918,750","$4,817,767"
Mario Hezonja,2016,"$3,909,840","$4,806,813"
Kris Dunn,2016,"$3,872,520","$4,760,931"
Nemanja Bjelica,2016,"$3,800,000","$4,671,774"
Nick Collison,2016,"$3,750,000","$4,610,304"
Kentavious Caldwell-Pope,2016,"$3,678,319","$4,522,178"
Quincy Pondexter,2016,"$3,617,978","$4,447,994"
Marcus Smart,2016,"$3,578,880","$4,399,926"
Bojan Bogdanovic,2016,"$3,573,020","$4,392,722"
Willie Cauley-Stein,2016,"$3,551,160","$4,365,847"
Will Barton,2016,"$3,533,333","$4,343,930"
Paul Pierce,2016,"$3,527,920","$4,337,275"
Buddy Hield,2016,"$3,517,200","$4,324,096"
Mike Miller,2016,"$3,500,000","$4,302,950"
Lavoy Allen,2016,"$3,500,000","$4,302,950"
Brandon Rush,2016,"$3,500,000","$4,302,950"
Anthony Morrow,2016,"$3,488,000","$4,288,197"
Trey Burke,2016,"$3,386,597","$4,163,531"
Kevin Martin,2016,"$3,336,000","$4,101,326"
KJ McDaniels,2016,"$3,333,333","$4,098,047"
Mike Scott,2016,"$3,333,333","$4,098,047"
Troy Daniels,2016,"$3,332,940","$4,097,564"
Julius Randle,2016,"$3,267,120","$4,016,644"
Ronnie Price,2016,"$3,251,227","$3,997,104"
Emmanuel Mudiay,2016,"$3,241,800","$3,985,515"
CJ McCollum,2016,"$3,219,579","$3,958,196"
Jamal Murray,2016,"$3,210,840","$3,947,452"
Patrick Mills,2016,"$3,200,000","$3,934,126"
Michael Carter-Williams,2016,"$3,183,526","$3,913,872"
Omri Casspi,2016,"$3,149,524","$3,872,069"
Steven Adams,2016,"$3,140,517","$3,860,996"
Kelly Olynyk,2016,"$3,094,013","$3,803,824"
Shabazz Muhammad,2016,"$3,046,299","$3,745,163"
Justin Hamilton,2016,"$3,000,000","$3,688,243"
Dante Cunningham,2016,"$3,000,000","$3,688,243"
Giannis Antetokounmpo,2016,"$2,995,420","$3,682,612"
Nik Stauskas,2016,"$2,993,040","$3,679,686"
Stanley Johnson,2016,"$2,969,880","$3,651,213"
Quincy Acy,2016,"$2,965,505","$3,645,833"
Marquese Chriss,2016,"$2,941,440","$3,616,248"
Seth Curry,2016,"$2,898,000","$3,562,842"
Zaza Pachulia,2016,"$2,898,000","$3,562,842"
Nenê,2016,"$2,898,000","$3,562,842"
James Ennis,2016,"$2,898,000","$3,562,842"
Dion Waiters,2016,"$2,898,000","$3,562,842"
Mindaugas Kuzminskas,2016,"$2,898,000","$3,562,842"
Dewayne Dedmon,2016,"$2,898,000","$3,562,842"
Tomas Satoransky,2016,"$2,870,813","$3,529,418"
Tibor Pleiss,2016,"$2,800,000","$3,442,360"
Noah Vonleh,2016,"$2,751,360","$3,382,561"
Frank Kaminsky,2016,"$2,730,000","$3,356,301"
Dennis Schroeder,2016,"$2,708,582","$3,329,969"
Jakob Poeltl,2016,"$2,703,960","$3,324,287"
Aaron Brooks,2016,"$2,700,000","$3,319,418"
Elfrid Payton,2016,"$2,613,600","$3,213,197"
Justise Winslow,2016,"$2,593,440","$3,188,412"
Thon Maker,2016,"$2,568,600","$3,157,873"
Malcolm Delaney,2016,"$2,500,000","$3,073,536"
Randy Foye,2016,"$2,500,000","$3,073,536"
Richard Jefferson,2016,"$2,500,000","$3,073,536"
Martell Webster,2016,"$2,500,000","$3,073,536"
Doug McDermott,2016,"$2,483,040","$3,052,685"
Domantas Sabonis,2016,"$2,440,200","$3,000,017"
Shelvin Mack,2016,"$2,433,334","$2,991,575"
Myles Turner,2016,"$2,380,440","$2,926,547"
Tony Snell,2016,"$2,368,327","$2,911,655"
Archie Goodwin,2016,"$2,350,999","$2,890,351"
Gorgui Dieng,2016,"$2,348,782","$2,887,626"
Trey Lyles,2016,"$2,340,600","$2,877,567"
Mason Plumlee,2016,"$2,328,530","$2,862,728"
Taurean Prince,2016,"$2,318,280","$2,850,126"
Dario Saric,2016,"$2,318,280","$2,850,126"
Tim Hardaway Jr,2016,"$2,281,605","$2,805,038"
Reggie Bullock,2016,"$2,255,644","$2,773,121"
Alonzo Gee,2016,"$2,255,408","$2,772,830"
Zach LaVine,2016,"$2,240,880","$2,754,970"
Devin Booker,2016,"$2,223,600","$2,733,725"
Luc Mbah a Moute,2016,"$2,203,000","$2,708,399"
Georgios Papagiannis,2016,"$2,202,240","$2,707,465"
Maurice Williams,2016,"$2,194,500","$2,697,949"
Andre Roberson,2016,"$2,183,072","$2,683,900"
TJ Warren,2016,"$2,128,920","$2,617,324"
Rudy Gobert,2016,"$2,121,287","$2,607,940"
Cameron Payne,2016,"$2,112,480","$2,597,113"
Joe Ingles,2016,"$2,100,000","$2,581,770"
Denzel Valentine,2016,"$2,092,200","$2,572,180"
Tim Frazier,2016,"$2,090,000","$2,569,476"
Adreian Payne,2016,"$2,022,240","$2,486,170"
Kelly Oubre,2016,"$2,006,640","$2,466,992"
Juan Hernangomez,2016,"$1,987,440","$2,443,387"
Jusuf Nurkic,2016,"$1,921,320","$2,362,098"
Lucas Nogueira,2016,"$1,921,320","$2,362,098"
Terry Rozier,2016,"$1,906,440","$2,343,804"
James Young,2016,"$1,825,200","$2,243,927"
Rashad Vaughn,2016,"$1,811,040","$2,226,518"
Kevin Seraphin,2016,"$1,800,000","$2,212,945"
Wade Baldwin,2016,"$1,793,760","$2,205,274"
Tyler Ennis,2016,"$1,733,880","$2,131,657"
Sam Dekker,2016,"$1,720,560","$2,115,281"
Joffrey Lauvergne,2016,"$1,709,719","$2,101,953"
Henry Ellenson,2016,"$1,704,120","$2,095,069"
Gary Harris,2016,"$1,655,880","$2,035,762"
Jerian Grant,2016,"$1,643,040","$2,019,977"
Malik Beasley,2016,"$1,627,320","$2,000,650"
RJ Hunter,2016,"$1,625,240","$1,998,093"
Bruno Caboclo,2016,"$1,589,640","$1,954,326"
Delon Wright,2016,"$1,577,280","$1,939,130"
Jarrett Jack,2016,"$1,571,705","$1,932,275"
Caris LeVert,2016,"$1,562,280","$1,920,689"
Chris Andersen,2016,"$1,551,659","$1,907,631"
James Jones,2016,"$1,551,659","$1,907,631"
David West,2016,"$1,551,659","$1,907,631"
Raymond Felton,2016,"$1,551,659","$1,907,631"
Brandon Bass,2016,"$1,551,659","$1,907,631"
Metta World Peace,2016,"$1,551,659","$1,907,631"
Jason Terry,2016,"$1,551,659","$1,907,631"
Steve Novak,2016,"$1,551,659","$1,907,631"
Caron Butler,2016,"$1,551,659","$1,907,631"
David Lee,2016,"$1,551,659","$1,907,631"
Mitch McGary,2016,"$1,526,040","$1,876,135"
Justin Anderson,2016,"$1,514,160","$1,861,530"
Marcelo Huertas,2016,"$1,500,000","$1,844,121"
DeAndre Bembry,2016,"$1,499,760","$1,843,826"
Jordan Adams,2016,"$1,465,080","$1,801,190"
Demetrius Jackson,2016,"$1,450,000","$1,782,650"
Malachi Richardson,2016,"$1,439,880","$1,770,209"
Gerald Green,2016,"$1,410,598","$1,734,209"
Sasha Vujacic,2016,"$1,410,598","$1,734,209"
Rodney Hood,2016,"$1,406,520","$1,729,195"
Bobby Portis,2016,"$1,404,600","$1,726,835"
JaVale McGee,2016,"$1,403,611","$1,725,619"
Marreese Speights,2016,"$1,403,611","$1,725,619"
Michael Beasley,2016,"$1,403,611","$1,725,619"
Rondae Hollis-Jefferson,2016,"$1,395,600","$1,715,770"
Willy Hernangomez,2016,"$1,375,000","$1,690,444"
Deyonta Davis,2016,"$1,369,229","$1,683,349"
Nikola Jokic,2016,"$1,358,500","$1,670,159"
Shabazz Napier,2016,"$1,350,120","$1,659,856"
Tyus Jones,2016,"$1,339,680","$1,647,021"
Sasha Kaun,2016,"$1,333,420","$1,639,325"
Timothe Luwawu,2016,"$1,326,960","$1,631,383"
Alan Anderson,2016,"$1,315,448","$1,617,230"
Ty Lawson,2016,"$1,315,448","$1,617,230"
Marcus Thornton,2016,"$1,315,448","$1,617,230"
Clint Capela,2016,"$1,296,240","$1,593,616"
Jarell Martin,2016,"$1,286,160","$1,581,223"
Brice Johnson,2016,"$1,273,920","$1,566,175"
Jeremy Evans,2016,"$1,227,286","$1,508,843"
Luke Babbitt,2016,"$1,227,286","$1,508,843"
Jordan Mickey,2016,"$1,223,653","$1,504,376"
CJ Wilcox,2016,"$1,209,600","$1,487,099"
Larry Nance Jr,2016,"$1,207,680","$1,484,739"
Terrence Jones,2016,"$1,207,194","$1,484,141"
Pascal Siakam,2016,"$1,196,040","$1,470,428"
Kyle Anderson,2016,"$1,192,080","$1,465,560"
Josh Huestis,2016,"$1,191,480","$1,464,822"
Chris McCullough,2016,"$1,191,480","$1,464,822"
Skal Labissiere,2016,"$1,188,840","$1,461,577"
Livio Jean-Charles,2016,"$1,188,840","$1,461,577"
Kevon Looney,2016,"$1,182,840","$1,454,200"
Dejounte Murray,2016,"$1,180,080","$1,450,807"
Damian Jones,2016,"$1,171,560","$1,440,332"
Hollis Thompson,2016,"$1,131,040","$1,390,516"
Isaiah Whitehead,2016,"$1,074,145","$1,320,569"
Joseph Young,2016,"$1,052,342","$1,293,764"
Rakeem Christmas,2016,"$1,052,342","$1,293,764"
Brian Roberts,2016,"$1,050,961","$1,292,066"
Pablo Prigioni,2016,"$1,050,961","$1,292,066"
Thomas Robinson,2016,"$1,050,961","$1,292,066"
John Jenkins,2016,"$1,050,961","$1,292,066"
Glenn Robinson III,2016,"$1,050,500","$1,291,499"
Montrezl Harrell,2016,"$1,045,000","$1,284,738"
Ivica Zubac,2016,"$1,034,865","$1,272,277"
Richaun Holmes,2016,"$1,024,000","$1,258,920"
Anthony Brown,2016,"$1,023,838","$1,258,720"
Mike Muscala,2016,"$1,015,696","$1,248,711"
Anthony Bennett,2016,"$1,015,696","$1,248,711"
Isaiah Canaan,2016,"$1,015,696","$1,248,711"
Ian Clark,2016,"$1,015,696","$1,248,711"
Justin Holiday,2016,"$1,015,696","$1,248,711"
Robert Covington,2016,"$1,015,696","$1,248,711"
Jeff Withey,2016,"$1,015,696","$1,248,711"
DeAndre Liggins,2016,"$1,015,695","$1,248,709"
Walter Tavares,2016,"$1,006,000","$1,236,790"
Joe Harris,2016,"$980,431","$1,205,355"
Sean Kilpatrick,2016,"$980,431","$1,205,355"
Nick Johnson,2016,"$980,431","$1,205,355"
Beno Udrih,2016,"$980,431","$1,205,355"
James Michael McAdoo,2016,"$980,431","$1,205,355"
JaMychal Green,2016,"$980,431","$1,205,355"
Louis Amundson,2016,"$980,431","$1,205,355"
Jerami Grant,2016,"$980,431","$1,205,355"
Damjan Rudez,2016,"$980,431","$1,205,355"
Elton Brand,2016,"$980,000","$1,204,826"
Axel Toupane,2016,"$977,534","$1,201,794"
Stephen Zimmerman,2016,"$950,000","$1,167,943"
Andrew Harrison,2016,"$945,000","$1,161,796"
Bobby Brown,2016,"$940,070","$1,155,735"
Tyler Ulis,2016,"$918,369","$1,129,056"
Jason Thompson,2016,"$893,333","$1,098,276"
Raul Neto,2016,"$877,800","$1,079,179"
Malcolm Brogdon,2016,"$875,000","$1,075,737"
Christian Wood,2016,"$874,636","$1,075,290"
Cristiano Felicio,2016,"$874,636","$1,075,290"
Jordan McRae,2016,"$874,636","$1,075,290"
Salah Mejri,2016,"$874,636","$1,075,290"
Darrun Hilliard,2016,"$874,636","$1,075,290"
Josh Richardson,2016,"$874,636","$1,075,290"
TJ McConnell,2016,"$874,636","$1,075,290"
Alan Williams,2016,"$874,636","$1,075,290"
Pat Connaughton,2016,"$874,636","$1,075,290"
Jonathon Simmons,2016,"$874,636","$1,075,290"
Norman Powell,2016,"$874,636","$1,075,290"
Paul Zipser,2016,"$750,000","$922,060"
Spencer Dinwiddie,2016,"$726,672","$893,381"
Ryan Kelly,2016,"$713,305","$876,947"
Jonathan Gibson,2016,"$671,346","$825,362"
Joel Anthony,2016,"$663,810","$816,097"
Troy Williams,2016,"$652,165","$801,780"
AJ Hammons,2016,"$650,000","$799,119"
Michael Gbinije,2016,"$650,000","$799,119"
Georges Niang,2016,"$650,000","$799,119"
Briante Weber,2016,"$623,447","$766,474"
Donatas Motiejunas,2016,"$607,491","$746,858"
Jake Layman,2016,"$600,000","$737,648"
Joel Bolomboy,2016,"$600,000","$737,648"
John Lucas,2016,"$580,344","$713,483"
Gary Payton II,2016,"$578,636","$711,383"
Toney Douglas,2016,"$564,868","$694,456"
Treveon Graham,2016,"$543,471","$668,151"
Kay Felder,2016,"$543,471","$668,151"
Nicolas Brussino,2016,"$543,471","$668,151"
Dorian Finney-Smith,2016,"$543,471","$668,151"
Patrick McCaw,2016,"$543,471","$668,151"
Kyle Wiltjer,2016,"$543,471","$668,151"
Chinanu Onuaku,2016,"$543,471","$668,151"
Diamond Stone,2016,"$543,471","$668,151"
Rodney McGruder,2016,"$543,471","$668,151"
Cheick Diallo,2016,"$543,471","$668,151"
Ron Baker,2016,"$543,471","$668,151"
Marshall Plumlee,2016,"$543,471","$668,151"
Maurice Ndour,2016,"$543,471","$668,151"
Semaj Christon,2016,"$543,471","$668,151"
Derrick Jones,2016,"$543,471","$668,151"
Tim Quarterman,2016,"$543,471","$668,151"
Davis Bertans,2016,"$543,471","$668,151"
Bryn Forbes,2016,"$543,471","$668,151"
Fred VanVleet,2016,"$543,471","$668,151"
Daniel Ochefu,2016,"$543,471","$668,151"
Sheldon Mac,2016,"$543,471","$668,151"
Danuel House,2016,"$543,471","$668,151"
Chasson Randle,2016,"$541,170","$665,321"
Arinze Onuaku,2016,"$426,775","$524,683"
Yogi Ferrell,2016,"$409,300","$503,198"
Johnny O'Bryant,2016,"$392,169","$482,137"
Aaron Harrison,2016,"$365,289","$449,091"
Okaro White,2016,"$310,995","$382,341"
Isaiah Taylor,2016,"$305,000","$374,971"
Norris Cole,2016,"$288,131","$354,232"
Ben Bentil,2016,"$281,968","$346,654"
Jarell Eddie,2016,"$277,898","$341,651"
Elliot Williams,2016,"$250,000","$307,353"
Yi Jianlian,2016,"$250,000","$307,353"
Lamar Patterson,2016,"$242,963","$298,702"
Jordan Crawford,2016,"$234,920","$288,814"
Nicolas Laprovittola,2016,"$204,601","$251,539"
Reggie Williams,2016,"$193,307","$237,654"
Pierre Jackson,2016,"$191,810","$235,812"
Brandon Paul,2016,"$155,000","$190,559"
Shawn Long,2016,"$154,512","$189,959"
Robbie Hummel,2016,"$150,000","$184,412"
Jarnell Stokes,2016,"$150,000","$184,412"
Mike Tobey,2016,"$138,937","$170,811"
Patricio Garino,2016,"$131,968","$162,242"
Jarrod Uthoff,2016,"$129,920","$159,724"
Marcus Paige,2016,"$125,000","$153,676"
Ray McCallum,2016,"$119,493","$146,906"
Manny Harris,2016,"$119,493","$146,906"
Wayne Selden,2016,"$115,087","$141,488"
Egidijus Mockevicius,2016,"$100,000","$122,941"
Stefan Jankovic,2016,"$100,000","$122,941"
JP Tokoto,2016,"$100,000","$122,941"
Isaiah Cousins,2016,"$100,000","$122,941"
Quinn Cook,2016,"$95,904","$117,904"
Marcus Georges-Hunt,2016,"$88,936","$109,337"
Jordan Farmar,2016,"$82,976","$102,011"
Prince Ibeh,2016,"$77,250","$94,972"
Keith Benson,2016,"$75,000","$92,206"
Kaleb Tarczewski,2016,"$75,000","$92,206"
Ryan Arcidiacono,2016,"$75,000","$92,206"
Henry Sims,2016,"$75,000","$92,206"
Quincy Ford,2016,"$75,000","$92,206"
Alex Poythress,2016,"$73,743","$90,659"
David Nwaba,2016,"$73,528","$90,396"
Gary Neal,2016,"$72,193","$88,755"
Kyle Collinsworth,2016,"$70,000","$86,059"
Thomas Walkup,2016,"$69,500","$85,444"
James Webb,2016,"$65,000","$79,911"
Zach Auguste,2016,"$60,000","$73,764"
Brady Heslip,2016,"$56,500","$69,461"
Matt Costello,2016,"$50,000","$61,470"
Damion Lee,2016,"$50,000","$61,470"
Nate Wolters,2016,"$50,000","$61,470"
DJ Kennedy,2016,"$50,000","$61,470"
Scott Wood,2016,"$50,000","$61,470"
Elgin Cook,2016,"$50,000","$61,470"
Julyan Stone,2016,"$50,000","$61,470"
Alex Caruso,2016,"$50,000","$61,470"
Anthony Barber,2016,"$50,000","$61,470"
Dionte Christmas,2016,"$50,000","$61,470"
EJ Singler,2016,"$50,000","$61,470"
Beau Beech,2016,"$45,000","$55,323"
Phil Pressey,2016,"$35,000","$43,029"
Nikola Jovanovic,2016,"$30,000","$36,882"
Jalen Jones,2016,"$25,000","$30,735"
Nick Zeisloft,2016,"$25,000","$30,735"
Tony Wroten,2016,"$25,000","$30,735"
Dahntay Jones,2016,"$24,022","$29,532"
Stephen Curry,2017,"$34,682,550","$41,953,914"
LeBron James,2017,"$33,285,709","$40,264,218"
Paul Millsap,2017,"$30,769,231","$37,220,149"
Gordon Hayward,2017,"$29,727,900","$35,960,497"
Blake Griffin,2017,"$29,512,900","$35,700,422"
Kyle Lowry,2017,"$28,903,704","$34,963,505"
Mike Conley,2017,"$28,530,608","$34,512,187"
James Harden,2017,"$28,299,399","$34,232,504"
Russell Westbrook,2017,"$28,299,399","$34,232,504"
DeMar DeRozan,2017,"$27,739,975","$33,555,794"
Al Horford,2017,"$27,734,405","$33,549,057"
Carmelo Anthony,2017,"$26,243,760","$31,745,891"
Damian Lillard,2017,"$26,153,057","$31,636,171"
Jrue Holiday,2017,"$25,686,667","$31,072,000"
Chris Bosh,2017,"$25,289,390","$30,591,432"
Kevin Durant,2017,"$25,000,000","$30,241,370"
Otto Porter,2017,"$24,773,250","$29,967,081"
Chris Paul,2017,"$24,268,959","$29,357,063"
CJ McCollum,2017,"$23,962,573","$28,986,442"
Andre Drummond,2017,"$23,775,506","$28,760,155"
Hassan Whiteside,2017,"$23,775,506","$28,760,155"
Anthony Davis,2017,"$23,775,506","$28,760,155"
Bradley Beal,2017,"$23,775,506","$28,760,155"
Dwight Howard,2017,"$23,500,000","$28,426,888"
Harrison Barnes,2017,"$23,112,004","$27,957,547"
Chandler Parsons,2017,"$23,112,004","$27,957,547"
JJ Redick,2017,"$23,000,000","$27,822,061"
Kevin Love,2017,"$22,642,350","$27,389,428"
DeAndre Jordan,2017,"$22,642,350","$27,389,428"
Brook Lopez,2017,"$22,642,350","$27,389,428"
Marc Gasol,2017,"$22,642,350","$27,389,428"
Giannis Antetokounmpo,2017,"$22,471,911","$27,183,255"
Steven Adams,2017,"$22,471,911","$27,183,255"
Nicolas Batum,2017,"$22,434,783","$27,138,343"
LaMarcus Aldridge,2017,"$21,461,010","$25,960,414"
Greg Monroe,2017,"$21,384,175","$25,867,470"
Rudy Gobert,2017,"$21,224,719","$25,674,583"
Victor Oladipo,2017,"$21,000,000","$25,402,751"
Danilo Gallinari,2017,"$20,559,599","$24,870,018"
Serge Ibaka,2017,"$20,061,729","$24,267,767"
George Hill,2017,"$20,000,000","$24,193,096"
Ryan Anderson,2017,"$19,578,455","$23,683,172"
Paul George,2017,"$19,300,000","$23,346,338"
Jeff Teague,2017,"$19,000,000","$22,983,441"
Kyrie Irving,2017,"$18,868,626","$22,824,524"
Kawhi Leonard,2017,"$18,868,625","$22,824,523"
Jimmy Butler,2017,"$18,696,918","$22,616,817"
Allen Crabbe,2017,"$18,500,000","$22,378,614"
DeMarcus Cousins,2017,"$18,063,850","$21,851,023"
John Wall,2017,"$18,063,850","$21,851,023"
Enes Kanter,2017,"$17,884,176","$21,633,679"
Wesley Matthews,2017,"$17,884,175","$21,633,678"
Dwyane Wade,2017,"$17,878,652","$21,626,997"
Klay Thompson,2017,"$17,826,150","$21,563,488"
Joakim Noah,2017,"$17,765,000","$21,489,518"
Kentavious Caldwell-Pope,2017,"$17,745,894","$21,466,406"
Luol Deng,2017,"$17,190,000","$20,793,966"
Evan Turner,2017,"$17,131,148","$20,722,775"
Goran Dragic,2017,"$17,000,450","$20,564,676"
Bismack Biyombo,2017,"$17,000,000","$20,564,132"
Evan Fournier,2017,"$17,000,000","$20,564,132"
Kent Bazemore,2017,"$16,910,112","$20,455,398"
Robert Covington,2017,"$16,698,103","$20,198,941"
Tim Hardaway Jr,2017,"$16,500,000","$19,959,304"
Tristan Thompson,2017,"$16,400,000","$19,838,339"
Draymond Green,2017,"$16,400,000","$19,838,339"
Reggie Jackson,2017,"$16,000,000","$19,354,477"
Tobias Harris,2017,"$16,000,000","$19,354,477"
Pau Gasol,2017,"$16,000,000","$19,354,477"
Ian Mahinmi,2017,"$16,000,000","$19,354,477"
Dennis Schroeder,2017,"$15,500,000","$18,749,649"
Jonas Valanciunas,2017,"$15,460,675","$18,702,080"
Tony Parker,2017,"$15,453,126","$18,692,948"
Timofey Mozgov,2017,"$15,280,000","$18,483,525"
Jamal Crawford,2017,"$15,270,762","$18,472,350"
Andre Iguodala,2017,"$14,814,815","$17,920,812"
DeMarre Carroll,2017,"$14,800,000","$17,902,891"
Eric Bledsoe,2017,"$14,500,000","$17,539,995"
Gorgui Dieng,2017,"$14,112,360","$17,071,084"
Khris Middleton,2017,"$14,100,000","$17,056,133"
Ricky Rubio,2017,"$14,100,000","$17,056,133"
Mason Plumlee,2017,"$14,041,096","$16,984,879"
Taj Gibson,2017,"$14,000,000","$16,935,167"
Robin Lopez,2017,"$13,788,500","$16,679,325"
JR Smith,2017,"$13,760,000","$16,644,850"
James Johnson,2017,"$13,734,000","$16,613,399"
Joe Ingles,2017,"$13,636,364","$16,495,293"
Brandon Knight,2017,"$13,618,750","$16,473,986"
Marvin Williams,2017,"$13,168,750","$15,929,642"
Michael Kidd-Gilchrist,2017,"$13,000,000","$15,725,512"
Tyson Chandler,2017,"$13,000,000","$15,725,512"
Eric Gordon,2017,"$12,943,020","$15,656,586"
Kenneth Faried,2017,"$12,921,348","$15,630,371"
Thaddeus Young,2017,"$12,921,348","$15,630,371"
Marcin Gortat,2017,"$12,782,609","$15,462,544"
Cody Zeller,2017,"$12,584,270","$15,222,623"
Nikola Mirotic,2017,"$12,500,000","$15,120,685"
Miles Plumlee,2017,"$12,400,000","$14,999,719"
Zach Randolph,2017,"$12,307,692","$14,888,059"
