Player,Season,salary,inflationAdjSalary
Victor Alexander,1991,"$750,000","$1,634,068"
Olden Polynice,1991,"$750,000","$1,634,068"
Nick Anderson,1991,"$750,000","$1,634,068"
Charles Jones,1991,"$750,000","$1,634,068"
Jerrod Mustaf,1991,"$735,000","$1,601,386"
Nate McMillan,1991,"$733,000","$1,597,029"
Kevin Willis,1991,"$725,000","$1,579,599"
Danny Ainge,1991,"$725,000","$1,579,599"
Dee Brown,1991,"$705,000","$1,536,023"
Gerald Glass,1991,"$705,000","$1,536,023"
Craig Hodges,1991,"$700,000","$1,525,130"
John Battle,1991,"$700,000","$1,525,130"
Chris Gatling,1991,"$700,000","$1,525,130"
Terry Teagle,1991,"$700,000","$1,525,130"
Greg Kite,1991,"$700,000","$1,525,130"
Andrew Lang,1991,"$700,000","$1,525,130"
Alexander Volkov,1991,"$675,000","$1,470,661"
Tim Perry,1991,"$675,000","$1,470,661"
Stojko Vrankovic,1991,"$665,000","$1,448,873"
Darrell Walker,1991,"$665,000","$1,448,873"
Mike Woodson,1991,"$658,000","$1,433,622"
Chris Morris,1991,"$650,000","$1,416,192"
Jayson Williams,1991,"$650,000","$1,416,192"
Ed Nealy,1991,"$650,000","$1,416,192"
Dwayne Schintzius,1991,"$650,000","$1,416,192"
Chucky Brown,1991,"$640,000","$1,394,404"
Jerome Lane,1991,"$640,000","$1,394,404"
Tim Hardaway,1991,"$640,000","$1,394,404"
Sam Mitchell,1991,"$630,000","$1,372,617"
Michael Smith,1991,"$625,000","$1,361,723"
Kevin Brooks,1991,"$625,000","$1,361,723"
LaBradford Smith,1991,"$620,000","$1,350,829"
Eric Leckner,1991,"$618,000","$1,346,472"
John Turner,1991,"$615,000","$1,339,935"
Sedale Threatt,1991,"$612,000","$1,333,399"
Larry Krystkowiak,1991,"$605,000","$1,318,148"
Bob Hansen,1991,"$600,000","$1,307,254"
Brad Davis,1991,"$600,000","$1,307,254"
Brad Sellers,1991,"$600,000","$1,307,254"
Greg Dreiling,1991,"$600,000","$1,307,254"
Larry Drew,1991,"$600,000","$1,307,254"
Kevin Edwards,1991,"$600,000","$1,307,254"
Rich King,1991,"$600,000","$1,307,254"
Eric Murdock,1991,"$600,000","$1,307,254"
Mookie Blaylock,1991,"$575,000","$1,252,785"
Elden Campbell,1991,"$575,000","$1,252,785"
Anthony Bonner,1991,"$568,000","$1,237,534"
Todd Lichti,1991,"$565,000","$1,230,997"
Jerome Kersey,1991,"$561,000","$1,222,282"
Spud Webb,1991,"$560,000","$1,220,104"
Steve Kerr,1991,"$553,000","$1,204,852"
John Bagley,1991,"$550,000","$1,198,316"
Rod Higgins,1991,"$550,000","$1,198,316"
Randy Wittman,1991,"$550,000","$1,198,316"
Jeff Turner,1991,"$550,000","$1,198,316"
Stanley Roberts,1991,"$550,000","$1,198,316"
Danny Young,1991,"$550,000","$1,198,316"
Mark Alarie,1991,"$550,000","$1,198,316"
Mark Acres,1991,"$547,000","$1,191,780"
Dan Majerle,1991,"$535,000","$1,165,635"
Rick Fox,1991,"$525,000","$1,143,847"
Terrell Brandon,1991,"$525,000","$1,143,847"
Winston Bennett,1991,"$525,000","$1,143,847"
Otis Smith,1991,"$525,000","$1,143,847"
Stuart Gray,1991,"$520,000","$1,132,953"
Bill Hanzlik,1991,"$508,000","$1,106,808"
Tom Tolbert,1991,"$506,000","$1,102,451"
Les Jepsen,1991,"$504,000","$1,098,093"
Duane Ferrell,1991,"$500,000","$1,089,378"
Will Perdue,1991,"$500,000","$1,089,378"
Alex English,1991,"$500,000","$1,089,378"
Scott Hastings,1991,"$500,000","$1,089,378"
Micheal Williams,1991,"$500,000","$1,089,378"
Dana Barros,1991,"$500,000","$1,089,378"
Dave Hoppen,1991,"$500,000","$1,089,378"
Alaa Abdelnaby,1991,"$494,000","$1,076,306"
Tate George,1991,"$481,000","$1,047,982"
Anthony Cook,1991,"$480,000","$1,045,803"
Henry James,1991,"$477,000","$1,039,267"
Pete Chilcutt,1991,"$475,000","$1,034,909"
Cliff Robinson,1991,"$474,000","$1,032,730"
Negele Knight,1991,"$469,000","$1,021,837"
Kenny Gattison,1991,"$456,000","$993,513"
Brian Oliver,1991,"$456,000","$993,513"
John Morton,1991,"$450,000","$980,440"
Winston Garland,1991,"$450,000","$980,440"
Brian Quinnett,1991,"$450,000","$980,440"
Andrew Toney,1991,"$450,000","$980,440"
Mark Bryant,1991,"$450,000","$980,440"
Harvey Grant,1991,"$450,000","$980,440"
Rickey Green,1991,"$445,000","$969,546"
BJ Armstrong,1991,"$435,000","$947,759"
Dale Davis,1991,"$430,000","$936,865"
Shawn Kemp,1991,"$430,000","$936,865"
Reggie Williams,1991,"$425,000","$925,971"
Quintin Dailey,1991,"$425,000","$925,971"
Lance Blanks,1991,"$415,000","$904,184"
Kenny Payne,1991,"$410,000","$893,290"
Mike Holton,1991,"$400,000","$871,502"
Tony Smith,1991,"$400,000","$871,502"
Scott Brooks,1991,"$400,000","$871,502"
John Starks,1991,"$400,000","$871,502"
Rod Strickland,1991,"$400,000","$871,502"
Blue Edwards,1991,"$390,000","$849,715"
Jeff Sanders,1991,"$385,000","$838,821"
Terry Davis,1991,"$382,000","$832,285"
Tree Rollins,1991,"$375,000","$817,034"
Scott Williams,1991,"$350,000","$762,565"
Steve Henson,1991,"$350,000","$762,565"
Greg Foster,1991,"$339,000","$738,598"
Bob Thornton,1991,"$335,000","$729,883"
Mitchell Wiggins,1991,"$335,000","$729,883"
Jon Sundvold,1991,"$333,000","$725,526"
Vernon Maxwell,1991,"$325,000","$708,096"
Carl Herrera,1991,"$325,000","$708,096"
A.J. English,1991,"$325,000","$708,096"
Jim Les,1991,"$323,000","$703,738"
Rafael Addison,1991,"$311,000","$677,593"
Doug West,1991,"$310,000","$675,414"
Ken Bannister,1991,"$300,000","$653,627"
Jack Haley,1991,"$300,000","$653,627"
Dave Corzine,1991,"$300,000","$653,627"
Kevin Pritchard,1991,"$288,000","$627,481"
Matt Bullard,1991,"$275,000","$599,158"
Kenny Williams,1991,"$275,000","$599,158"
Walter Palmer,1991,"$275,000","$599,158"
Ian Lockhart,1991,"$263,000","$573,013"
Marcus Liberty,1991,"$260,000","$566,476"
Grant Long,1991,"$252,000","$549,046"
John Shasky,1991,"$250,000","$544,689"
Kelvin Upshaw,1991,"$250,000","$544,689"
Mark Hughes,1991,"$250,000","$544,689"
Cedric Ceballos,1991,"$250,000","$544,689"
Andy Toolson,1991,"$250,000","$544,689"
David Wingate,1991,"$250,000","$544,689"
Haywoode Workman,1991,"$250,000","$544,689"
Delaney Rudd,1991,"$240,000","$522,901"
David Benoit,1991,"$230,000","$501,114"
Jim Paxson,1991,"$225,000","$490,220"
Rodney Monroe,1991,"$217,000","$472,790"
Bimbo Coles,1991,"$212,000","$461,896"
Anthony Mason,1991,"$210,000","$457,539"
Randy Brown,1991,"$210,000","$457,539"
Keith Askins,1991,"$202,000","$440,108"
Alan Ogg,1991,"$202,000","$440,108"
Jimmy Oliver,1991,"$200,000","$435,751"
Myron Brown,1991,"$200,000","$435,751"
Tom Garrick,1991,"$200,000","$435,751"
Tony Massenburg,1991,"$200,000","$435,751"
Mike Iuzzolino,1991,"$185,000","$403,070"
Mark Randall,1991,"$180,000","$392,176"
LeRon Ellis,1991,"$180,000","$392,176"
Jawann Oldham,1991,"$175,000","$381,282"
Greg Sutton,1991,"$175,000","$381,282"
Tom Copa,1991,"$160,000","$348,601"
Doug Lee,1991,"$150,000","$326,813"
Lamont Strothers,1991,"$150,000","$326,813"
Dave Feitl,1991,"$135,000","$294,132"
Vincent Askew,1991,"$135,000","$294,132"
Gary Leonard,1991,"$130,000","$283,238"
A.J. Wynder,1991,"$130,000","$283,238"
Anthony Frederick,1991,"$130,000","$283,238"
Darnell Valentine,1991,"$130,000","$283,238"
Donald Hodge,1991,"$130,000","$283,238"
Bob McCann,1991,"$130,000","$283,238"
Charles Thomas,1991,"$130,000","$283,238"
Mario Elie,1991,"$130,000","$283,238"
Sean Green,1991,"$130,000","$283,238"
Elliot Perry,1991,"$130,000","$283,238"
Lanard Copeland,1991,"$130,000","$283,238"
Tony Brown,1991,"$130,000","$283,238"
Keith Owens,1991,"$130,000","$283,238"
Bobby Phills,1991,"$130,000","$283,238"
Patrick Eddie,1991,"$130,000","$283,238"
Bart Kofoed,1991,"$130,000","$283,238"
Marty Conlon,1991,"$130,000","$283,238"
Derek Strong,1991,"$130,000","$283,238"
Robert Reid,1991,"$130,000","$283,238"
Tharon Mayes,1991,"$130,000","$283,238"
Ennis Whatley,1991,"$130,000","$283,238"
Robert Pack,1991,"$130,000","$283,238"
Donald Royal,1991,"$130,000","$283,238"
Morlon Wiley,1991,"$130,000","$283,238"
Corey Crowder,1991,"$130,000","$283,238"
Isaac Austin,1991,"$130,000","$283,238"
Andre Turner,1991,"$130,000","$283,238"
Larry Stewart,1991,"$130,000","$283,238"
Rory Sparrow,1991,"$126,000","$274,523"
Paul Graham,1991,"$125,000","$272,344"
Kennard Winchester,1991,"$120,000","$261,450"
Chuck Nevitt,1991,"$118,000","$257,093"
Dan Godfread,1991,"$100,000","$217,875"
David Robinson,1992,"$5,720,000","$12,089,150"
Michael Jordan,1992,"$4,000,000","$8,453,951"
Hot Rod Williams,1992,"$3,786,000","$8,001,665"
Vlade Divac,1992,"$3,633,000","$7,678,301"
Robert Parish,1992,"$3,513,000","$7,424,682"
Dominique Wilkins,1992,"$3,500,000","$7,397,207"
Kevin McHale,1992,"$3,500,000","$7,397,207"
Scottie Pippen,1992,"$3,425,000","$7,238,695"
Reggie Lewis,1992,"$3,320,000","$7,016,779"
Patrick Ewing,1992,"$3,300,000","$6,974,509"
Reggie Miller,1992,"$3,211,000","$6,786,409"
Benoit Benjamin,1992,"$3,175,000","$6,710,324"
Hakeem Olajuwon,1992,"$3,170,000","$6,699,756"
Danny Ferry,1992,"$3,143,000","$6,642,692"
Sam Perkins,1992,"$3,047,000","$6,439,797"
Shaquille O'Neal,1992,"$3,000,000","$6,340,463"
Brad Daugherty,1992,"$2,923,000","$6,177,725"
Derrick Coleman,1992,"$2,870,000","$6,065,710"
Karl Malone,1992,"$2,854,000","$6,031,894"
Chris Mullin,1992,"$2,844,000","$6,010,759"
Larry Nance,1992,"$2,775,000","$5,864,928"
Ralph Sampson,1992,"$2,685,000","$5,674,714"
Jerome Kersey,1992,"$2,655,000","$5,611,310"
Sam Bowie,1992,"$2,600,000","$5,495,068"
Danny Manning,1992,"$2,600,000","$5,495,068"
Larry Johnson,1992,"$2,540,000","$5,368,259"
Magic Johnson,1992,"$2,500,000","$5,283,719"
Bernard King,1992,"$2,500,000","$5,283,719"
Jon Koncak,1992,"$2,450,000","$5,178,045"
Kevin Willis,1992,"$2,425,000","$5,125,208"
Charles Barkley,1992,"$2,420,000","$5,114,640"
Terry Cummings,1992,"$2,407,000","$5,087,165"
Alonzo Mourning,1992,"$2,400,000","$5,072,370"
Dikembe Mutombo,1992,"$2,400,000","$5,072,370"
Dennis Scott,1992,"$2,400,000","$5,072,370"
Hersey Hawkins,1992,"$2,400,000","$5,072,370"
Rony Seikaly,1992,"$2,382,000","$5,034,328"
Kenny Anderson,1992,"$2,376,000","$5,021,647"
Mahmoud Abdul-Rauf,1992,"$2,358,000","$4,983,604"
Dennis Rodman,1992,"$2,350,000","$4,966,696"
Wayman Tisdale,1992,"$2,333,000","$4,930,767"
Larry Bird,1992,"$2,300,000","$4,861,022"
Armen Gilliam,1992,"$2,300,000","$4,861,022"
Pervis Ellison,1992,"$2,300,000","$4,861,022"
Isiah Thomas,1992,"$2,272,000","$4,801,844"
Steve Smith,1992,"$2,252,000","$4,759,574"
Moses Malone,1992,"$2,230,000","$4,713,077"
Ron Harper,1992,"$2,220,000","$4,691,943"
Kevin Duckworth,1992,"$2,213,000","$4,677,148"
Bill Cartwright,1992,"$2,200,000","$4,649,673"
Terry Porter,1992,"$2,200,000","$4,649,673"
John Stockton,1992,"$2,200,000","$4,649,673"
Gary Payton,1992,"$2,183,000","$4,613,744"
Chuck Person,1992,"$2,156,000","$4,556,679"
Otis Thorpe,1992,"$2,102,000","$4,442,551"
Christian Laettner,1992,"$2,100,000","$4,438,324"
Willie Anderson,1992,"$2,075,000","$4,385,487"
Derek Harper,1992,"$2,069,000","$4,372,806"
Mike Sanders,1992,"$2,010,000","$4,248,109"
Rex Chapman,1992,"$2,004,000","$4,235,429"
John Salley,1992,"$2,002,000","$4,231,202"
Rik Smits,1992,"$2,000,000","$4,226,975"
LaSalle Thompson,1992,"$2,000,000","$4,226,975"
Ricky Pierce,1992,"$2,000,000","$4,226,975"
Blair Rasmussen,1992,"$1,988,000","$4,201,613"
Kenny Smith,1992,"$1,983,000","$4,191,046"
Jeff Malone,1992,"$1,980,000","$4,184,705"
Billy Owens,1992,"$1,962,000","$4,146,663"
Kendall Gill,1992,"$1,908,000","$4,032,534"
Horace Grant,1992,"$1,900,000","$4,015,626"
LaPhonso Ellis,1992,"$1,900,000","$4,015,626"
Stanley Roberts,1992,"$1,900,000","$4,015,626"
Johnny Dawkins,1992,"$1,900,000","$4,015,626"
Tom Chambers,1992,"$1,885,000","$3,983,924"
Xavier McDaniel,1992,"$1,869,000","$3,950,108"
Sherman Douglas,1992,"$1,869,000","$3,950,108"
James Worthy,1992,"$1,850,000","$3,909,952"
Kevin Johnson,1992,"$1,850,000","$3,909,952"
Buck Williams,1992,"$1,850,000","$3,909,952"
Doug Smith,1992,"$1,845,000","$3,899,385"
Cliff Robinson,1992,"$1,805,000","$3,814,845"
Fat Lever,1992,"$1,802,000","$3,808,505"
Sean Elliott,1992,"$1,802,000","$3,808,505"
Frank Brickowski,1992,"$1,800,000","$3,804,278"
Jay Humphries,1992,"$1,800,000","$3,804,278"
Mark Jackson,1992,"$1,790,000","$3,783,143"
Micheal Williams,1992,"$1,775,000","$3,751,440"
A.C. Green,1992,"$1,750,000","$3,698,603"
Charles Shackleford,1992,"$1,720,000","$3,635,199"
Sleepy Floyd,1992,"$1,700,000","$3,592,929"
Mark Price,1992,"$1,690,000","$3,571,794"
Manute Bol,1992,"$1,650,000","$3,487,254"
Jeff Hornacek,1992,"$1,646,000","$3,478,801"
Harvey Grant,1992,"$1,625,000","$3,434,417"
Drazen Petrovic,1992,"$1,615,000","$3,413,282"
Felton Spencer,1992,"$1,610,000","$3,402,715"
Danny Schayes,1992,"$1,600,000","$3,381,580"
Luc Longley,1992,"$1,590,000","$3,360,445"
Glen Rice,1992,"$1,552,000","$3,280,133"
Vernon Maxwell,1992,"$1,542,000","$3,258,998"
Terry Davis,1992,"$1,537,000","$3,248,430"
Chris Morris,1992,"$1,510,000","$3,191,366"
Sam Vincent,1992,"$1,510,000","$3,191,366"
Sarunas Marciulionis,1992,"$1,500,000","$3,170,231"
Rolando Blackman,1992,"$1,500,000","$3,170,231"
Lionel Simmons,1992,"$1,464,000","$3,094,146"
Mike Gminski,1992,"$1,415,000","$2,990,585"
Brian Shaw,1992,"$1,413,000","$2,986,358"
Stacey King,1992,"$1,400,000","$2,958,883"
Tyrone Hill,1992,"$1,400,000","$2,958,883"
Detlef Schrempf,1992,"$1,393,000","$2,944,088"
Michael Cage,1992,"$1,390,000","$2,937,748"
Tony Campbell,1992,"$1,383,000","$2,922,953"
Clyde Drexler,1992,"$1,378,000","$2,912,386"
Vern Fleming,1992,"$1,360,000","$2,874,343"
Mark Aguirre,1992,"$1,351,000","$2,855,322"
Scott Skiles,1992,"$1,348,000","$2,848,981"
Joe Dumars,1992,"$1,339,000","$2,829,960"
Terry Mills,1992,"$1,337,000","$2,825,733"
Mark Eaton,1992,"$1,333,000","$2,817,279"
Danny Ainge,1992,"$1,330,000","$2,810,938"
Todd Day,1992,"$1,325,000","$2,800,371"
Bill Laimbeer,1992,"$1,319,000","$2,787,690"
Spud Webb,1992,"$1,317,000","$2,783,463"
Michael Adams,1992,"$1,309,000","$2,766,555"
Sidney Green,1992,"$1,288,000","$2,722,172"
Alton Lister,1992,"$1,283,000","$2,711,604"
Alvin Robertson,1992,"$1,283,000","$2,711,604"
Ken Norman,1992,"$1,275,000","$2,694,697"
Doug West,1992,"$1,275,000","$2,694,697"
Walt Williams,1992,"$1,275,000","$2,694,697"
Mike Brown,1992,"$1,275,000","$2,694,697"
Grant Long,1992,"$1,258,000","$2,658,767"
Roy Hinson,1992,"$1,250,000","$2,641,859"
James Edwards,1992,"$1,250,000","$2,641,858"
Charles Smith,1992,"$1,250,000","$2,641,859"
J.R. Reid,1992,"$1,250,000","$2,641,859"
Tom Gugliotta,1992,"$1,250,000","$2,641,859"
Antoine Carr,1992,"$1,233,000","$2,605,930"
Mark Macon,1992,"$1,228,000","$2,595,363"
Rumeal Robinson,1992,"$1,225,000","$2,589,022"
Jim Petersen,1992,"$1,221,000","$2,580,568"
Travis Mays,1992,"$1,200,000","$2,536,185"
Kevin Gamble,1992,"$1,200,000","$2,536,185"
Chris Dudley,1992,"$1,200,000","$2,536,185"
John Paxson,1992,"$1,200,000","$2,536,185"
Rod Strickland,1992,"$1,200,000","$2,536,185"
Johnny Newman,1992,"$1,175,000","$2,483,348"
Derrick McKey,1992,"$1,162,000","$2,455,872"
Joe Kleine,1992,"$1,150,000","$2,430,511"
Ed Pinckney,1992,"$1,150,000","$2,430,511"
Stacey Augmon,1992,"$1,138,000","$2,405,149"
Gary Grant,1992,"$1,128,000","$2,384,014"
Orlando Woolridge,1992,"$1,108,000","$2,341,744"
Loy Vaught,1992,"$1,100,000","$2,324,836"
Byron Scott,1992,"$1,100,000","$2,324,836"
Eddie Johnson,1992,"$1,100,000","$2,324,836"
Kurt Rambis,1992,"$1,100,000","$2,324,836"
Mark Bryant,1992,"$1,100,000","$2,324,836"
Tyrone Corbin,1992,"$1,100,000","$2,324,836"
Terry Catledge,1992,"$1,086,000","$2,295,247"
Rodney McCray,1992,"$1,075,000","$2,271,999"
Craig Ehlo,1992,"$1,075,000","$2,271,999"
Greg Anthony,1992,"$1,067,000","$2,255,091"
Charles Oakley,1992,"$1,050,000","$2,219,162"
George McCloud,1992,"$1,040,000","$2,198,027"
Andrew Lang,1992,"$1,040,000","$2,198,027"
Mitch Richmond,1992,"$1,036,000","$2,189,573"
Dave Jamerson,1992,"$1,034,000","$2,185,346"
Bison Dele,1992,"$1,011,000","$2,136,736"
Adam Keefe,1992,"$1,000,000","$2,113,487"
Thurl Bailey,1992,"$1,000,000","$2,113,487"
Mark West,1992,"$1,000,000","$2,113,487"
Dale Ellis,1992,"$1,000,000","$2,113,487"
Robert Horry,1992,"$997,000","$2,107,147"
Reggie Williams,1992,"$985,000","$2,081,785"
Ron Anderson,1992,"$950,000","$2,007,813"
Duane Causwell,1992,"$950,000","$2,007,813"
Victor Alexander,1992,"$942,000","$1,990,905"
Randy White,1992,"$930,000","$1,965,543"
William Bedford,1992,"$925,000","$1,954,976"
Vinny Del Negro,1992,"$920,000","$1,944,408"
Harold Miner,1992,"$912,000","$1,927,500"
John Battle,1992,"$910,000","$1,923,273"
Chris Gatling,1992,"$910,000","$1,923,273"
Jerry Reynolds,1992,"$910,000","$1,923,273"
Jerrod Mustaf,1992,"$904,000","$1,910,593"
Gerald Glass,1992,"$903,000","$1,908,479"
Anthony Bowie,1992,"$900,000","$1,902,139"
Tim Perry,1992,"$900,000","$1,902,139"
Doc Rivers,1992,"$895,000","$1,891,571"
Lester Conner,1992,"$890,000","$1,881,004"
Charles Jones,1992,"$875,000","$1,849,301"
Fred Roberts,1992,"$866,000","$1,830,280"
Dee Brown,1992,"$865,000","$1,828,167"
Bo Kimble,1992,"$865,000","$1,828,167"
Tom Hammonds,1992,"$850,000","$1,796,464"
Bryant Stith,1992,"$850,000","$1,796,464"
Olden Polynice,1992,"$850,000","$1,796,464"
Stojko Vrankovic,1992,"$831,000","$1,756,308"
Duane Ferrell,1992,"$825,000","$1,743,627"
Willie Burton,1992,"$802,000","$1,695,017"
Jayson Williams,1992,"$800,000","$1,690,790"
Kevin Brooks,1992,"$800,000","$1,690,790"
Carl Herrera,1992,"$800,000","$1,690,790"
Pooh Richardson,1992,"$800,000","$1,690,790"
John Williams,1992,"$800,000","$1,690,790"
Nick Anderson,1992,"$800,000","$1,690,790"
Clarence Weatherspoon,1992,"$800,000","$1,690,790"
Ed Nealy,1992,"$800,000","$1,690,790"
Sedale Threatt,1992,"$796,000","$1,682,336"
Malik Sealy,1992,"$790,000","$1,669,655"
Ledell Eackles,1992,"$780,000","$1,648,520"
Greg Kite,1992,"$775,000","$1,637,953"
Anthony Bonner,1992,"$763,000","$1,612,591"
Alec Kessler,1992,"$762,000","$1,610,477"
LaBradford Smith,1992,"$760,000","$1,606,250"
Winston Garland,1992,"$759,000","$1,604,136"
Dell Curry,1992,"$750,000","$1,585,115"
Kevin Edwards,1992,"$750,000","$1,585,115"
Nate McMillan,1992,"$750,000","$1,585,115"
Darrell Walker,1992,"$735,000","$1,553,413"
Dan Majerle,1992,"$735,000","$1,553,413"
Tracy Murray,1992,"$725,000","$1,532,278"
Dino Radja,1992,"$711,000","$1,502,689"
Muggsy Bogues,1992,"$700,000","$1,479,441"
Anthony Peeler,1992,"$700,000","$1,479,441"
Eric Murdock,1992,"$700,000","$1,479,441"
Brad Sellers,1992,"$700,000","$1,479,441"
Jeff Turner,1992,"$700,000","$1,479,441"
Tim Hardaway,1992,"$690,000","$1,458,306"
Terrell Brandon,1992,"$682,000","$1,441,398"
Mookie Blaylock,1992,"$660,000","$1,394,901"
Tim McCormick,1992,"$660,000","$1,394,901"
Rick Fox,1992,"$650,000","$1,373,767"
Michael Smith,1992,"$650,000","$1,373,767"
Donald Hodge,1992,"$650,000","$1,373,767"
Greg Dreiling,1992,"$650,000","$1,373,767"
Bimbo Coles,1992,"$650,000","$1,373,767"
Shawn Kemp,1992,"$650,000","$1,373,767"
Pete Chilcutt,1992,"$630,000","$1,331,497"
Will Perdue,1992,"$625,000","$1,320,929"
Scott Williams,1992,"$613,000","$1,295,568"
Mario Elie,1992,"$608,000","$1,285,000"
Tom Tolbert,1992,"$606,000","$1,280,773"
Larry Krystkowiak,1992,"$605,000","$1,278,660"
Maurice Cheeks,1992,"$600,000","$1,268,092"
Bob Hansen,1992,"$600,000","$1,268,092"
Scott Hastings,1992,"$600,000","$1,268,092"
John Starks,1992,"$600,000","$1,268,092"
Rich King,1992,"$600,000","$1,268,092"
Kenny Gattison,1992,"$598,000","$1,263,865"
Hubert Davis,1992,"$588,000","$1,242,730"
Brad Lohaus,1992,"$583,000","$1,232,163"
Sam Mitchell,1992,"$575,000","$1,215,255"
Elden Campbell,1992,"$575,000","$1,215,255"
Anthony Cook,1992,"$570,000","$1,204,688"
Todd Lichti,1992,"$565,180","$1,194,501"
Dale Davis,1992,"$559,000","$1,181,439"
Tate George,1992,"$551,000","$1,164,531"
John Bagley,1992,"$550,000","$1,162,418"
Latrell Sprewell,1992,"$550,000","$1,162,418"
Jeff Grayer,1992,"$550,000","$1,162,418"
Steve Kerr,1992,"$550,000","$1,162,418"
Buck Johnson,1992,"$550,000","$1,162,418"
BJ Armstrong,1992,"$540,000","$1,141,283"
Rafael Addison,1992,"$522,000","$1,103,240"
Lee Mayberry,1992,"$520,000","$1,099,013"
Oliver Miller,1992,"$517,000","$1,092,673"
Les Jepsen,1992,"$504,000","$1,065,197"
Paul Graham,1992,"$500,000","$1,056,743"
Alaa Abdelnaby,1992,"$500,000","$1,056,743"
Rick Mahorn,1992,"$500,000","$1,056,743"
Gerald Wilkins,1992,"$500,000","$1,056,743"
Byron Houston,1992,"$500,000","$1,056,743"
Matt Bullard,1992,"$500,000","$1,056,743"
Scott Brooks,1992,"$500,000","$1,056,743"
Tree Rollins,1992,"$500,000","$1,056,743"
Tod Murphy,1992,"$500,000","$1,056,743"
Randy Woods,1992,"$500,000","$1,056,743"
Anthony Avent,1992,"$500,000","$1,056,743"
Jon Barry,1992,"$500,000","$1,056,743"
Dana Barros,1992,"$500,000","$1,056,743"
Eddie Lee Wilkins,1992,"$500,000","$1,056,743"
Kenny Payne,1992,"$500,000","$1,056,743"
Tim Kempton,1992,"$500,000","$1,056,743"
Dave Johnson,1992,"$500,000","$1,056,743"
Larry Smith,1992,"$500,000","$1,056,743"
Larry Stewart,1992,"$500,000","$1,056,743"
Lance Blanks,1992,"$490,000","$1,035,609"
Henry James,1992,"$477,000","$1,008,133"
Blue Edwards,1992,"$475,000","$1,003,906"
Negele Knight,1992,"$469,000","$991,225"
Don MacLean,1992,"$463,000","$978,544"
Brian Oliver,1992,"$456,000","$963,750"
Tony Smith,1992,"$450,000","$951,069"
Greg Foster,1992,"$439,000","$927,821"
Elmore Spencer,1992,"$438,000","$925,707"
Herb Williams,1992,"$430,000","$908,799"
Jim Les,1992,"$413,000","$872,870"
A.J. English,1992,"$406,000","$858,076"
Craig Hodges,1992,"$400,000","$845,395"
Isaac Austin,1992,"$400,000","$845,395"
Jack Haley,1992,"$390,000","$824,260"
Sean Rooks,1992,"$375,000","$792,557"
Jud Buechler,1992,"$375,000","$792,557"
David Wood,1992,"$375,000","$792,557"
Marcus Liberty,1992,"$360,000","$760,855"
Sean Green,1992,"$355,000","$750,288"
Trent Tucker,1992,"$350,000","$739,720"
Cedric Ceballos,1992,"$350,000","$739,720"
Mitchell Wiggins,1992,"$335,000","$708,018"
Kenny Williams,1992,"$325,000","$686,883"
Marlon Maxey,1992,"$325,000","$686,883"
Randy Wittman,1992,"$300,000","$634,046"
Chris Corchiani,1992,"$300,000","$634,046"
David Benoit,1992,"$300,000","$634,046"
Brent Price,1992,"$283,000","$598,117"
