"","Rnk","GC","hours","minutes","seconds","BIB","Specialty","Rider","Age","Team","UCI","Pnt","Time","year","tot_seconds"
"1289",7,79,3,3,30,171,"Classic","MATTHEWS Michael   Team BikeExchange",30,"Team BikeExchange",NA,22,",,0:00",2021,11010
"1290",8,74,2,56,44,182,"Hills","ARANBURU Alex   Astana - Premier Tech",25,"Astana - Premier Tech",NA,18,",,0:00",2021,10604
"1291",9,88,3,12,31,222,"Hills","BARTHE Cyril   B&B Hotels p/b KTM",25,"B&B Hotels p/b KTM",NA,14,",,0:00",2021,11551
"1292",10,121,3,53,5,198,"Sprint","WALSCHEID Max   Team Qhubeka NextHash",28,"Team Qhubeka NextHash",NA,10,",,0:00",2021,13985
"1293",11,115,3,46,53,75,"Classic","OSS Daniel   BORA - hansgrohe",34,"BORA - hansgrohe",NA,8,",,0:00",2021,13613
"1294",12,94,3,21,25,64,"Classic","GARCÍA CORTINA Iván   Movistar Team",25,"Movistar Team",NA,6,",,0:00",2021,12085
"1295",13,52,2,24,39,163,"Classic","COLBRELLI Sonny   Bahrain - Victorious",31,"Bahrain - Victorious",NA,4,",,0:00",2021,8679
"1296",14,59,2,35,43,102,"Classic","DILLIER Silvan   Alpecin - Fenix",30,"Alpecin - Fenix",NA,2,",,0:00",2021,9343
"1297",15,56,2,30,23,116,"Hills","CORT Magnus   EF Education - Nippo",28,"EF Education - Nippo",NA,1,",,0:00",2021,9023
"1298",16,116,3,47,12,77,"Classic","PÖSTLBERGER Lukas   BORA - hansgrohe",29,"BORA - hansgrohe",NA,NA,",,0:00",2021,13632
"1299",17,86,3,10,56,96,"Classic","PEREZ Anthony   Cofidis",30,"Cofidis",NA,NA,",,0:00",2021,11456
"1300",18,137,4,29,17,45,"Classic","PEDERSEN Mads   Trek - Segafredo",25,"Trek - Segafredo",NA,NA,",,0:00",2021,16157
"1301",19,89,3,13,48,138,"Classic","SWIFT Connor   Team Arkéa Samsic",25,"Team Arkéa Samsic",NA,NA,",,0:00",2021,11628
"1302",20,90,3,14,41,62,"GC","ARCAS Jorge   Movistar Team",29,"Movistar Team",NA,NA,",,0:00",2021,11681
"1303",21,140,4,36,39,143,"Sprint","BOL Cees   Team DSM",25,"Team DSM",NA,NA,",,0:00",2021,16599
"1304",22,76,2,58,25,17,"Classic","TEUNISSEN Mike   Team Jumbo-Visma",28,"Team Jumbo-Visma",NA,NA,",,0:00",2021,10705
"1305",23,134,4,13,7,38,"Sprint","ZABEL Rick   Israel Start-Up Nation",27,"Israel Start-Up Nation",NA,NA,",,0:00",2021,15187
"1306",24,129,4,5,49,207,"Classic","SIMON Julien   TotalEnergies",35,"TotalEnergies",NA,NA,",,0:00",2021,14749
"1307",25,126,4,2,44,145,"Sprint","EEKHOFF Nils   Team DSM",23,"Team DSM",NA,NA,",,0:00",2021,14564
"1308",26,61,2,38,28,134,"GC","GESBERT Élie   Team Arkéa Samsic",26,"Team Arkéa Samsic",NA,NA,",,0:00",2021,9508
"1309",27,58,2,35,18,127,"GC","SCHÄR Michael   AG2R Citroën Team",34,"AG2R Citroën Team",NA,NA,",,0:00",2021,9318
"1310",28,106,3,34,19,107,"Classic","SBARAGLI Kristian   Alpecin - Fenix",31,"Alpecin - Fenix",NA,NA,",,0:00",2021,12859
"1311",29,105,3,33,42,32,"Sprint","BOIVIN Guillaume   Israel Start-Up Nation",32,"Israel Start-Up Nation",NA,NA,",,0:00",2021,12822
"1312",30,75,2,57,11,122,"Classic","GODON Dorian   AG2R Citroën Team",25,"AG2R Citroën Team",NA,NA,",,0:00",2021,10631
"1313",31,50,2,22,44,76,"Classic","POLITT Nils   BORA - hansgrohe",27,"BORA - hansgrohe",NA,NA,",,0:00",2021,8564
"1314",32,4,0,10,2,124,"GC","O'CONNOR Ben   AG2R Citroën Team",25,"AG2R Citroën Team",NA,NA,",,0:00",2021,602
"1315",33,5,0,10,13,73,"GC","KELDERMAN Wilco   BORA - hansgrohe",30,"BORA - hansgrohe",NA,NA,",,0:00",2021,613
"1316",34,54,2,27,7,28,"Classic","VAN BAARLE Dylan   INEOS Grenadiers",29,"INEOS Grenadiers",NA,NA,",,0:00",2021,8827
"1317",35,42,2,11,39,87,"Classic","MADOUAS Valentin   Groupama - FDJ",25,"Groupama - FDJ",NA,NA,",,0:00",2021,7899
"1318",36,32,1,50,4,15,"Climber","KUSS Sepp   Team Jumbo-Visma",26,"Team Jumbo-Visma",NA,NA,",,0:00",2021,6604
"1319",37,91,3,15,3,95,"Classic","LAPORTE Christophe   Cofidis",28,"Cofidis",NA,NA,",,0:00",2021,11703
"1320",38,127,4,3,1,164,"Classic","HALLER Marco   Bahrain - Victorious",30,"Bahrain - Victorious",NA,NA,",,0:00",2021,14581
"1321",39,39,2,7,39,47,"Classic","STUYVEN Jasper   Trek - Segafredo",29,"Trek - Segafredo",NA,NA,",,0:00",2021,7659
"1322",40,48,2,21,30,212,"GC","BAKELANTS Jan   Intermarché - Wanty - Gobert Matériaux",35,"Intermarché - Wanty - Gobert Matériaux",NA,NA,",,0:00",2021,8490
"1323",41,95,3,22,36,106,"Classic","RICKAERT Jonas   Alpecin - Fenix",27,"Alpecin - Fenix",NA,NA,",,0:00",2021,12156
"1324",42,138,4,32,45,58,"Sprint","MØRKØV Michael   Deceuninck - Quick Step",36,"Deceuninck - Quick Step",NA,NA,",,0:00",2021,16365
"1325",43,96,3,24,19,168,"Hills","WRIGHT Fred   Bahrain - Victorious",22,"Bahrain - Victorious",NA,NA,",,0:00",2021,12259
"1326",44,7,0,12,23,188,"GC","LUTSENKO Alexey   Astana - Premier Tech",28,"Astana - Premier Tech",NA,NA,",,0:00",2021,743
"1327",45,37,2,3,32,42,"GC","BERNARD Julien   Trek - Segafredo",29,"Trek - Segafredo",NA,NA,",,0:00",2021,7412
"1328",46,49,2,22,3,86,"TT","KÜNG Stefan   Groupama - FDJ",27,"Groupama - FDJ",NA,NA,",,0:00",2021,8523
"1329",47,67,2,49,7,63,"GC","ERVITI Imanol   Movistar Team",37,"Movistar Team",NA,NA,",,0:00",2021,10147
"1330",48,8,0,15,33,91,"Climber","MARTIN Guillaume   Cofidis",28,"Cofidis",NA,NA,",,0:00",2021,933
"1331",49,14,0,38,9,211,"Climber","MEINTJES Louis   Intermarché - Wanty - Gobert Matériaux",29,"Intermarché - Wanty - Gobert Matériaux",NA,NA,",,0:00",2021,2289
"1332",50,97,3,24,29,128,"Classic","VAN AVERMAET Greg   AG2R Citroën Team",36,"AG2R Citroën Team",NA,NA,",,0:00",2021,12269
"1333",51,99,3,27,22,154,"Classic","GILBERT Philippe   Lotto Soudal",39,"Lotto Soudal",NA,NA,",,0:00",2021,12442
"1334",52,24,1,7,50,67,"Climber","VALVERDE Alejandro   Movistar Team",41,"Movistar Team",NA,NA,",,0:00",2021,4070
"1335",53,117,3,50,25,215,"Sprint","VAN POPPEL Boy   Intermarché - Wanty - Gobert Matériaux",33,"Intermarché - Wanty - Gobert Matériaux",NA,NA,",,0:00",2021,13825
"1336",54,46,2,19,31,206,"GC","RODRÍGUEZ Cristián   TotalEnergies",26,"TotalEnergies",NA,NA,",,0:00",2021,8371
"1337",55,131,4,9,46,98,"Classic","WALLAYS Jelle   Cofidis",32,"Cofidis",NA,NA,",,0:00",2021,14986
"1338",56,6,0,11,43,65,"Climber","MAS Enric   Movistar Team",26,"Movistar Team",NA,NA,",,0:00",2021,703
"1339",57,83,3,9,58,82,"TT","ARMIRAIL Bruno   Groupama - FDJ",27,"Groupama - FDJ",NA,NA,",,0:00",2021,11398
"1340",58,72,2,54,28,204,"GC","DE LA PARTE Víctor   TotalEnergies",35,"TotalEnergies",NA,NA,",,0:00",2021,10468
"1341",59,71,2,52,56,46,"Classic","SKUJIŅŠ Toms   Trek - Segafredo",30,"Trek - Segafredo",NA,NA,",,0:00",2021,10376
"1342",60,110,3,42,21,2,"TT","BJERG Mikkel   UAE Team Emirates",22,"UAE Team Emirates",NA,NA,",,0:00",2021,13341
"1343",61,69,2,50,53,8,"GC","MCNULTY Brandon   UAE Team Emirates",23,"UAE Team Emirates",NA,NA,",,0:00",2021,10253
"1344",62,18,0,54,10,113,"Climber","GUERREIRO Ruben   EF Education - Nippo",27,"EF Education - Nippo",NA,NA,",,0:00",2021,3250
"1345",63,103,3,31,35,112,"TT","BISSEGGER Stefan   EF Education - Nippo",22,"EF Education - Nippo",NA,NA,",,0:00",2021,12695
"1346",64,55,2,29,33,118,"Classic","RUTSCH Jonas   EF Education - Nippo",23,"EF Education - Nippo",NA,NA,",,0:00",2021,8973
"1347",65,112,3,43,33,6,"GC","LAENGEN Vegard Stake   UAE Team Emirates",32,"UAE Team Emirates",NA,NA,",,0:00",2021,13413
"1348",66,15,0,39,9,125,"GC","PARET-PEINTRE Aurélien   AG2R Citroën Team",25,"AG2R Citroën Team",NA,NA,",,0:00",2021,2349
"1349",67,13,0,37,48,172,"Climber","CHAVES Esteban   Team BikeExchange",31,"Team BikeExchange",NA,NA,",,0:00",2021,2268
"1350",68,98,3,24,38,5,"Classic","HIRSCHI Marc   UAE Team Emirates",22,"UAE Team Emirates",NA,NA,",,0:00",2021,12278
"1351",69,44,2,15,56,4,"Climber","FORMOLO Davide   UAE Team Emirates",28,"UAE Team Emirates",NA,NA,",,0:00",2021,8156
"1352",70,34,1,54,4,7,"Climber","MAJKA Rafał   UAE Team Emirates",31,"UAE Team Emirates",NA,NA,",,0:00",2021,6844
"1353",71,28,1,33,11,136,"GC","QUINTANA Nairo   Team Arkéa Samsic",31,"Team Arkéa Samsic",NA,NA,",,0:00",2021,5591
"1354",72,1,0,0,0,1,"Climber","POGAČAR TadejUAE Team Emirates",22,"UAE Team Emirates",NA,NA,",,0:00",2021,0
"1355",73,77,2,58,29,3,"GC","COSTA Rui   UAE Team Emirates",34,"UAE Team Emirates",NA,NA,",,0:00",2021,10709
"1356",74,47,2,19,36,201,"Climber","LATOUR Pierre   TotalEnergies",27,"TotalEnergies",NA,NA,",,0:00",2021,8376
"1357",75,9,0,16,4,162,"Climber","BILBAO Pello   Bahrain - Victorious",31,"Bahrain - Victorious",NA,NA,",,0:00",2021,964
"1358",76,63,2,39,57,214,"Classic","ROTA Lorenzo   Intermarché - Wanty - Gobert Matériaux",26,"Intermarché - Wanty - Gobert Matériaux",NA,NA,",,0:00",2021,9597
"1359",77,136,4,24,19,35,"GC","HOLLENSTEIN Reto   Israel Start-Up Nation",35,"Israel Start-Up Nation",NA,NA,",,0:00",2021,15859
"1360",78,23,1,6,20,23,"TT","CASTROVIEJO Jonathan   INEOS Grenadiers",34,"INEOS Grenadiers",NA,NA,",,0:00",2021,3980
"1361",79,108,3,35,13,53,"Classic","BALLERINI Davide   Deceuninck - Quick Step",26,"Deceuninck - Quick Step",NA,NA,",,0:00",2021,12913
"1362",80,130,4,7,42,193,"Hills","BENNETT Sean   Team Qhubeka NextHash",25,"Team Qhubeka NextHash",NA,NA,",,0:00",2021,14862
"1363",81,43,2,13,33,117,"Classic","POWLESS Neilson   EF Education - Nippo",24,"EF Education - Nippo",NA,NA,",,0:00",2021,8013
"1364",82,81,3,8,30,225,"Classic","GAUTIER Cyril   B&B Hotels p/b KTM",33,"B&B Hotels p/b KTM",NA,NA,",,0:00",2021,11310
"1365",83,22,1,4,35,223,"Classic","BONNAMOUR Franck   B&B Hotels p/b KTM",26,"B&B Hotels p/b KTM",NA,NA,",,0:00",2021,3875
"1366",84,124,4,0,20,192,"Sprint","BARBERO Carlos   Team Qhubeka NextHash",30,"Team Qhubeka NextHash",NA,NA,",,0:00",2021,14420
"1367",85,26,1,23,39,187,"GC","IZAGIRRE Ion   Astana - Premier Tech",32,"Astana - Premier Tech",NA,NA,",,0:00",2021,5019
"1368",86,93,3,16,54,224,"GC","CHEVALIER Maxime   B&B Hotels p/b KTM",22,"B&B Hotels p/b KTM",NA,NA,",,0:00",2021,11814
"1369",87,29,1,40,48,104,"GC","MEURISSE Xandro   Alpecin - Fenix",29,"Alpecin - Fenix",NA,NA,",,0:00",2021,6048
"1370",88,3,0,7,3,22,"Climber","CARAPAZ Richard   INEOS Grenadiers",28,"INEOS Grenadiers",NA,NA,",,0:00",2021,423
"1371",89,122,3,55,26,33,"TT","GOLDSTEIN Omer   Israel Start-Up Nation",24,"Israel Start-Up Nation",NA,NA,",,0:00",2021,14126
"1372",90,133,4,12,1,31,"GC","FROOME Chris   Israel Start-Up Nation",36,"Israel Start-Up Nation",NA,NA,",,0:00",2021,15121
"1373",91,17,0,51,40,167,"Climber","TEUNS Dylan   Bahrain - Victorious",29,"Bahrain - Victorious",NA,NA,",,0:00",2021,3100
"1374",92,10,0,18,34,111,"Climber","URÁN Rigoberto   EF Education - Nippo",34,"EF Education - Nippo",NA,NA,",,0:00",2021,1114
"1375",93,27,1,27,6,74,"Climber","KONRAD Patrick   BORA - hansgrohe",29,"BORA - hansgrohe",NA,NA,",,0:00",2021,5226
"1376",94,84,3,10,43,92,"GC","FERNÁNDEZ Rubén   Cofidis",30,"Cofidis",NA,NA,",,0:00",2021,11443
"1377",95,113,3,44,49,185,"TT","GRUZDEV Dmitriy   Astana - Premier Tech",35,"Astana - Premier Tech",NA,NA,",,0:00",2021,13489
"1378",96,51,2,23,11,228,"GC","ROLLAND Pierre   B&B Hotels p/b KTM",34,"B&B Hotels p/b KTM",NA,NA,",,0:00",2021,8591
"1379",97,2,0,5,20,18,"GC","VINGEGAARD JonasTeam Jumbo-Visma",24,"Team Jumbo-Visma",NA,NA,",,0:00",2021,320
"1380",98,21,1,3,12,191,"GC","HENAO Sergio   Team Qhubeka NextHash",33,"Team Qhubeka NextHash",NA,NA,",,0:00",2021,3792
"1381",99,70,2,52,25,123,"Classic","NAESEN Oliver   AG2R Citroën Team",30,"AG2R Citroën Team",NA,NA,",,0:00",2021,10345
"1382",100,11,0,21,50,81,"Climber","GAUDU David   Groupama - FDJ",24,"Groupama - FDJ",NA,NA,"0:290:29",2021,1310
"1383",101,60,2,37,2,24,"GC","GEOGHEGAN HART Tao   INEOS Grenadiers",26,"INEOS Grenadiers",NA,NA,"0:360:36",2021,9422
"1384",102,128,4,3,22,146,"Classic","NIEUWENHUIS Joris   Team DSM",25,"Team DSM",NA,NA,"0:390:39",2021,14602
"1385",103,100,3,28,5,173,"TT","DURBRIDGE Luke   Team BikeExchange",30,"Team BikeExchange",NA,NA,",,0:39",2021,12485
"1386",104,111,3,42,52,147,"Classic","PEDERSEN Casper   Team DSM",25,"Team DSM",NA,NA,",,0:39",2021,13372
"1387",105,20,1,2,18,44,"Climber","MOLLEMA Bauke   Trek - Segafredo",34,"Trek - Segafredo",NA,NA,",,0:39",2021,3738
"1388",106,64,2,43,41,52,"TT","ASGREEN Kasper   Deceuninck - Quick Step",26,"Deceuninck - Quick Step",NA,NA,",,0:39",2021,9821
"1389",107,104,3,33,31,48,"Sprint","THEUNS Edward   Trek - Segafredo",30,"Trek - Segafredo",NA,NA,"0:450:45",2021,12811
"1390",108,16,0,50,35,166,"GC","POELS WoutBahrain - Victorious",33,"Bahrain - Victorious",NA,NA,"0:000:00",2021,3035
"1391",109,82,3,8,46,153,"TT","DE GENDT Thomas   Lotto Soudal",34,"Lotto Soudal",NA,NA,"0:470:47",2021,11326
"1392",110,35,1,55,34,227,"Hills","PACHER Quentin   B&B Hotels p/b KTM",29,"B&B Hotels p/b KTM",NA,NA,",,0:47",2021,6934
"1393",111,31,1,50,4,165,"Classic","MOHORIČ Matej   Bahrain - Victorious",26,"Bahrain - Victorious",NA,NA,"0:590:59",2021,6604
"1394",112,92,3,16,27,97,"Classic","PÉRICHON Pierre-Luc   Cofidis",34,"Cofidis",NA,NA,"1:051:05",2021,11787
"1395",113,57,2,31,14,184,"Climber","FRAILE Omar   Astana - Premier Tech",31,"Astana - Premier Tech",NA,NA,",,1:05",2021,9074
"1396",114,38,2,6,39,26,"GC","PORTE Richie   INEOS Grenadiers",36,"INEOS Grenadiers",NA,NA,"1:261:26",2021,7599
"1397",115,41,2,11,37,21,"GC","THOMAS Geraint   INEOS Grenadiers",35,"INEOS Grenadiers",NA,NA,",,1:26",2021,7897
"1398",116,68,2,49,22,25,"Classic","KWIATKOWSKI Michał   INEOS Grenadiers",31,"INEOS Grenadiers",NA,NA,",,1:26",2021,10162
"1399",117,33,1,51,5,72,"GC","BUCHMANN Emanuel   BORA - hansgrohe",28,"BORA - hansgrohe",NA,NA,",,1:26",2021,6665
"1400",118,40,2,9,35,36,"Climber","MARTIN Dan   Israel Start-Up Nation",34,"Israel Start-Up Nation",NA,NA,",,1:26",2021,7775
"1401",119,87,3,11,15,94,"GC","HERRADA Jesús   Cofidis",30,"Cofidis",NA,NA,",,1:26",2021,11475
"1402",120,62,2,38,51,93,"Climber","GESCHKE Simon   Cofidis",35,"Cofidis",NA,NA,",,1:26",2021,9531
"1403",121,107,3,34,54,121,"Classic","COSNEFROY Benoît   AG2R Citroën Team",25,"AG2R Citroën Team",NA,NA,"1:301:30",2021,12894
"1404",122,80,3,5,48,218,"Classic","ZIMMERMANN Georg   Intermarché - Wanty - Gobert Matériaux",23,"Intermarché - Wanty - Gobert Matériaux",NA,NA,",,1:30",2021,11148
"1405",123,12,0,24,58,54,"TT","CATTANEO Mattia   Deceuninck - Quick Step",30,"Deceuninck - Quick Step",NA,NA,",,1:30",2021,1498
"1406",124,135,4,20,49,57,"GC","DEVENYNS Dries   Deceuninck - Quick Step",37,"Deceuninck - Quick Step",NA,NA,"1:561:56",2021,15649
"1407",125,114,3,45,7,176,"GC","JUUL-JENSEN Christopher   Team BikeExchange",32,"Team BikeExchange",NA,NA,"2:072:07",2021,13507
"1408",126,78,3,2,45,205,"GC","DOUBEY Fabien   TotalEnergies",27,"TotalEnergies",NA,NA,"2:112:11",2021,10965
"1409",127,85,3,10,52,156,"Hills","SWEENY Harry   Lotto Soudal",23,"Lotto Soudal",NA,NA,"2:272:27",2021,11452
"1410",128,123,3,56,8,195,"Classic","CLARKE Simon   Team Qhubeka NextHash",35,"Team Qhubeka NextHash",NA,NA,",,2:27",2021,14168
"1411",129,101,3,28,40,68,"GC","VERONA Carlos   Movistar Team",28,"Movistar Team",NA,NA,"2:312:31",2021,12520
"1412",130,132,4,11,35,203,"TT","CABOT Jérémy   TotalEnergies",29,"TotalEnergies",NA,NA,"2:352:35",2021,15095
"1413",131,65,2,43,49,158,"GC","VAN MOER Brent   Lotto Soudal",23,"Lotto Soudal",NA,NA,"2:372:37",2021,9829
"1414",132,45,2,17,40,144,"GC","DONOVAN Mark   Team DSM",22,"Team DSM",NA,NA,"2:482:48",2021,8260
"1415",133,119,3,51,16,78,"Hills","SCHELLING Ide   BORA - hansgrohe",23,"BORA - hansgrohe",NA,NA,"3:013:01",2021,13876
"1416",134,118,3,51,6,108,"Classic","VAKOČ Petr   Alpecin - Fenix",29,"Alpecin - Fenix",NA,NA,"3:293:29",2021,13866
"1417",135,30,1,43,6,51,"Classic","ALAPHILIPPE Julian   Deceuninck - Quick Step",29,"Deceuninck - Quick Step",NA,NA,",,3:29",2021,6186
"1418",136,53,2,26,16,115,"Classic","VALGREN Michael   EF Education - Nippo",29,"EF Education - Nippo",NA,NA,"3:493:49",2021,8776
"1419",137,25,1,9,16,114,"Climber","HIGUITA Sergio   EF Education - Nippo",23,"EF Education - Nippo",NA,NA,",,3:49",2021,4156
"1420",138,141,5,1,9,56,"Classic","DECLERCQ Tim   Deceuninck - Quick Step",32,"Deceuninck - Quick Step",NA,NA,"4:244:24",2021,18069
"1421",139,66,2,44,39,186,"GC","HOULE Hugo   Astana - Premier Tech",30,"Astana - Premier Tech",NA,NA,",,4:24",2021,9879
"1422",140,36,1,56,33,43,"Climber","ELISSONDE Kenny   Trek - Segafredo",29,"Trek - Segafredo",NA,NA,"5:585:58",2021,6993
"1423",141,73,2,55,51,208,"Classic","TURGIS Anthony   TotalEnergies",27,"TotalEnergies",NA,NA,"12:3312:33",2021,10551
"1424",NA,NA,0,NA,NA,181,"GC","FUGLSANG Jakob   Astana - Premier Tech",36,"Astana - Premier Tech",NA,NA,"-",2021,NA
"1425",1,91,3,59,10,105,"Sprint","PHILIPSEN Jasper   Alpecin - Deceuninck",24,"Alpecin - Deceuninck",120,100,"2:58:32",2022,14350
"1426",2,116,4,40,55,204,"Sprint","GROENEWEGEN Dylan   Team BikeExchange - Jayco",29,"Team BikeExchange - Jayco",50,70,",,0:00",2022,16855
"1427",3,101,4,17,14,121,"Classic","KRISTOFF Alexander   Intermarché - Wanty - Gobert Matériaux",35,"Intermarché - Wanty - Gobert Matériaux",25,50,",,0:00",2022,15434
"1428",4,80,3,49,28,178,"Classic","STUYVEN Jasper   Trek - Segafredo",30,"Trek - Segafredo",15,40,",,0:00",2022,13768
"1429",5,115,4,39,48,181,"Sprint","SAGAN Peter   TotalEnergies",32,"TotalEnergies",5,32,",,0:00",2022,16788
"1430",6,125,5,13,49,214,"Sprint","LECROQ Jérémy   B&B Hotels - KTM",27,"B&B Hotels - KTM",NA,26,",,0:00",2022,18829
"1431",7,108,4,30,28,48,"Sprint","VAN POPPEL Danny   BORA - hansgrohe",28,"BORA - hansgrohe",NA,22,",,0:00",2022,16228
"1432",8,134,5,40,42,161,"Sprint","EWAN Caleb   Lotto Soudal",28,"Lotto Soudal",NA,18,",,0:00",2022,20442
"1433",9,81,3,49,57,155,"Classic","HOFSTETTER Hugo   Team Arkéa Samsic",28,"Team Arkéa Samsic",NA,14,",,0:00",2022,13797
"1434",10,54,3,4,8,88,"Hills","WRIGHT Fred   Bahrain - Victorious",23,"Bahrain - Victorious",NA,10,",,0:00",2022,11048
"1435",11,102,4,18,54,216,"Classic","MOZZATO Luca   B&B Hotels - KTM",24,"B&B Hotels - KTM",NA,8,",,0:00",2022,15534
"1436",12,99,4,14,14,112,"Sprint","DAINESE Alberto   Team DSM",24,"Team DSM",NA,6,",,0:00",2022,15254
"1437",13,129,5,23,38,51,"Sprint","JAKOBSEN Fabio   Quick-Step Alpha Vinyl Team",25,"Quick-Step Alpha Vinyl Team",NA,4,",,0:00",2022,19418
"1438",14,50,2,56,22,125,"Classic","PASQUALON Andrea   Intermarché - Wanty - Gobert Matériaux",34,"Intermarché - Wanty - Gobert Matériaux",NA,2,",,0:00",2022,10582
"1439",15,6,0,16,33,151,"GC","QUINTANA Nairo   Team Arkéa Samsic",32,"Team Arkéa Samsic",NA,NA,",,0:00",2022,993
"1440",15,32,2,15,46,94,"TT","KÜNG Stefan   Groupama - FDJ",28,"Groupama - FDJ",NA,1,",,0:00",2022,8146
"1441",16,8,0,22,56,131,"GC","LUTSENKO Alexey   Astana Qazaqstan Team",29,"Astana Qazaqstan Team",NA,NA,",,0:00",2022,1376
"1442",17,38,2,26,22,138,"GC","ZEITS Andrey   Astana Qazaqstan Team",35,"Astana Qazaqstan Team",NA,NA,",,0:00",2022,8782
"1443",18,131,5,31,25,164,"Sprint","JANSE VAN RENSBURG Reinardt   Lotto Soudal",33,"Lotto Soudal",NA,NA,",,0:00",2022,19885
"1444",19,2,0,2,43,1,"Climber","POGAČAR TadejUAE Team Emirates",23,"UAE Team Emirates",NA,NA,",,0:00",2022,163
"1445",20,79,3,48,34,212,"Hills","BARTHE Cyril   B&B Hotels - KTM",26,"B&B Hotels - KTM",NA,NA,",,0:00",2022,13714
"1446",21,30,2,4,24,137,"Classic","VELASCO Simone   Astana Qazaqstan Team",26,"Astana Qazaqstan Team",NA,NA,",,0:00",2022,7464
"1447",22,6,0,18,11,111,"Climber","BARDET Romain   Team DSM",31,"Team DSM",NA,NA,",,0:00",2022,1091
"1448",23,20,1,33,57,64,"GC","JORGENSON Matteo   Movistar Team",23,"Movistar Team",NA,NA,",,0:00",2022,5637
"1449",24,5,0,15,46,41,"Climber","VLASOV Aleksandr   BORA - hansgrohe",26,"BORA - hansgrohe",NA,NA,",,0:00",2022,946
"1450",25,36,2,25,11,173,"Classic","GALLOPIN Tony   Trek - Segafredo",34,"Trek - Segafredo",NA,NA,",,0:00",2022,8711
"1451",26,57,3,12,58,182,"Sprint","BOASSON HAGEN Edvald   TotalEnergies",35,"TotalEnergies",NA,NA,",,0:00",2022,11578
"1452",27,100,4,16,13,207,"Sprint","MEZGEC Luka   Team BikeExchange - Jayco",34,"Team BikeExchange - Jayco",NA,NA,",,0:00",2022,15373
"1453",28,13,0,49,18,85,"GC","SÁNCHEZ Luis León   Bahrain - Victorious",38,"Bahrain - Victorious",NA,NA,",,0:00",2022,2958
"1454",29,10,0,35,59,96,"Classic","MADOUAS Valentin   Groupama - FDJ",26,"Groupama - FDJ",NA,NA,",,0:00",2022,2159
"1455",30,40,2,34,44,143,"Classic","BETTIOL Alberto   EF Education - EasyPost",28,"EF Education - EasyPost",NA,NA,",,0:00",2022,9284
"1456",31,78,3,46,16,197,"Classic","NEILANDS Krists   Israel - Premier Tech",27,"Israel - Premier Tech",NA,NA,",,0:00",2022,13576
"1457",32,60,3,17,28,177,"Classic","SKUJIŅŠ Toms   Trek - Segafredo",31,"Trek - Segafredo",NA,NA,",,0:00",2022,11848
"1458",33,9,0,24,52,28,"Climber","YATES Adam   INEOS Grenadiers",29,"INEOS Grenadiers",NA,NA,",,0:00",2022,1492
"1459",34,28,1,59,3,65,"Climber","MÜHLBERGER Gregor   Movistar Team",28,"Movistar Team",NA,NA,",,0:00",2022,7143
"1460",35,33,2,16,55,218,"GC","SCHÖNBERGER Sebastian   B&B Hotels - KTM",28,"B&B Hotels - KTM",NA,NA,",,0:00",2022,8215
"1461",36,27,1,57,31,116,"GC","LEKNESSUND Andreas   Team DSM",23,"Team DSM",NA,NA,",,0:00",2022,7051
"1462",37,41,2,37,48,157,"GC","OWSIAN Łukasz   Team Arkéa Samsic",32,"Team Arkéa Samsic",NA,NA,",,0:00",2022,9468
"1463",38,3,0,7,22,21,"GC","THOMAS Geraint   INEOS Grenadiers",36,"INEOS Grenadiers",NA,NA,",,0:00",2022,442
"1464",39,51,2,57,39,66,"TT","OLIVEIRA Nelson   Movistar Team",33,"Movistar Team",NA,NA,",,0:00",2022,10659
"1465",40,69,3,35,5,158,"Classic","SWIFT Connor   Team Arkéa Samsic",26,"Team Arkéa Samsic",NA,NA,",,0:00",2022,12905
"1466",41,22,1,39,41,208,"Climber","SCHULTZ Nick   Team BikeExchange - Jayco",27,"Team BikeExchange - Jayco",NA,NA,",,0:00",2022,5981
"1467",42,11,0,45,23,36,"TT","JUNGELS Bob   AG2R Citroën Team",29,"AG2R Citroën Team",NA,NA,",,0:00",2022,2723
"1468",43,96,4,4,20,132,"Classic","RIABUSHENKO Alexandr   Astana Qazaqstan Team",26,"Astana Qazaqstan Team",NA,NA,",,0:00",2022,14660
"1469",44,63,3,28,3,117,"GC","TUSVELD Martijn   Team DSM",28,"Team DSM",NA,NA,",,0:00",2022,12483
"1470",45,12,0,46,57,147,"Classic","POWLESS Neilson   EF Education - EasyPost",25,"EF Education - EasyPost",NA,NA,",,0:00",2022,2817
"1471",46,65,3,30,36,211,"Classic","BONNAMOUR Franck   B&B Hotels - KTM",27,"B&B Hotels - KTM",NA,NA,",,0:00",2022,12636
"1472",47,114,4,39,32,183,"TT","BODNAR Maciej   TotalEnergies",37,"TotalEnergies",NA,NA,",,0:00",2022,16772
"1473",48,84,3,52,55,154,"Classic","CAPIOT Amaury   Team Arkéa Samsic",29,"Team Arkéa Samsic",NA,NA,"0:230:23",2022,13975
"1474",49,43,2,39,40,128,"Classic","ZIMMERMANN Georg   Intermarché - Wanty - Gobert Matériaux",24,"Intermarché - Wanty - Gobert Matériaux",NA,NA,",,0:23",2022,9580
"1475",50,92,3,59,19,122,"Classic","BYSTRØM Sven Erik   Intermarché - Wanty - Gobert Matériaux",30,"Intermarché - Wanty - Gobert Matériaux",NA,NA,",,0:23",2022,14359
